Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Accuracy_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Accuracy_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Accuracy_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Accuracy_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
6.0,1.0,63.0,0.9109324758842444,0.9975352112676056,0.9522689075630252,2840.0,0.9719317211152987,0.9645044369453818,1.0,0.024390243902439025,0.047619047619047616,82.0,0.5121951219512195,0.9900012498437696,0.68875,0.4099702380952381,0.5139925373134329,1344.0,0.6862830009764158,0.8697662792150981,0.7657142857142857,0.46935201401050786,0.5819761129207383,571.0,0.7291578374224813,0.9518810148731408,0.990473061760841,0.990473061760841,0.990473061760841,3044.0,0.9923113745358573,0.9927509061367329,0.0,0.0,0.0,118.0,0.5,0.9852518435195601,0.8809790084578211,0.833729216152019,0.8434132754107699,7999.0,0.9026872597243578,0.9590018899844047,384.1157376766205,48.39616131782532,4.8154051303863525,459.0679728984833
