Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Precision_nerisbotnet,Recall_nerisbotnet,F1_score_nerisbotnet,Num_Obs_nerisbotnet,AUC_nerisbotnet,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Precision_sshscan,Recall_sshscan,F1_score_sshscan,Num_Obs_sshscan,AUC_sshscan,Precision_udpscan,Recall_udpscan,F1_score_udpscan,Num_Obs_udpscan,AUC_udpscan,Precision_spam,Recall_spam,F1_score_spam,Num_Obs_spam,AUC_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
8.0,4.0,84.0,0.8332536852553027,0.941594317284925,0.8841173258444497,24073.0,0.8058157081441719,1.0,0.9640718562874252,0.9817073170731708,334.0,0.9820359281437125,0.971830985915493,0.871578947368421,0.9189789123196449,475.0,0.9356288096060207,0.9682539682539683,0.8652482269503546,0.9138576779026217,141.0,0.9325710335102102,1.0,1.0,1.0,22.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.855279249898084,0.6572681704260651,0.7433126660761736,12768.0,0.8002930345983111,0.8445337111497437,0.8446060285563194,0.8380307396732805,37820.0,0.8077197040770407,277337.1050641537
