,Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Precision_nerisbotnet,Recall_nerisbotnet,F1_score_nerisbotnet,Num_Obs_nerisbotnet,AUC_nerisbotnet,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Precision_sshscan,Recall_sshscan,F1_score_sshscan,Num_Obs_sshscan,AUC_sshscan,Precision_udpscan,Recall_udpscan,F1_score_udpscan,Num_Obs_udpscan,AUC_udpscan,Precision_spam,Recall_spam,F1_score_spam,Num_Obs_spam,AUC_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
0,18.0,5.0,82.0,0.8428789970523488,0.9383957130395048,0.8880764241066165,24073.0,0.8160371669147477,1.0,0.9639639639639641,0.9816513761467892,333.0,0.981981981981982,0.9694117647058824,0.8673684210526316,0.9155555555555556,475.0,0.9335101577749434,0.9603174603174603,0.8581560283687943,0.9063670411985021,141.0,0.929011664228188,1.0,1.0,1.0,21.0,1.0,1.0,0.625,0.7692307692307693,8.0,0.8125,0.8575154559505409,0.6951993108309187,0.7678733618788115,12769.0,0.8181597128981946,0.8513515680384375,0.8552882072977259,0.8487670309745566,37820.0,0.8202129048845859,230415.03359818461
0,11.0,2.0,86.0,0.8373134880965604,0.9394342209113944,0.8854390979209897,24073.0,0.8099004231784732,1.0,0.9639639639639641,0.9816513761467892,333.0,0.981981981981982,0.9765807962529274,0.8778947368421053,0.9246119733924612,475.0,0.9388134816892278,0.9763779527559056,0.8794326241134752,0.9253731343283584,141.0,0.939676502083012,1.0,1.0,1.0,22.0,1.0,1.0,0.625,0.7692307692307693,8.0,0.8125,0.8554541086016338,0.6971334586466166,0.7682216372502481,12768.0,0.8185491658553218,0.847266811928421,0.8568217874140667,0.8473966505123111,37820.0,0.8165494295984195,246976.46552586555
0,6.0,4.0,90.0,0.8441121495327103,0.937980309890749,0.8885740707947188,24073.0,0.8173096660758853,1.0,0.957957957957958,0.9785276073619632,333.0,0.9789789789789788,0.9717647058823531,0.8694736842105263,0.9177777777777778,475.0,0.9345761737248004,0.968503937007874,0.8723404255319149,0.9179104477611941,141.0,0.9361171313922116,1.0,1.0,1.0,22.0,1.0,1.0,0.42857142857142855,0.6,7.0,0.7142857142857143,0.8566123964581548,0.7046522556390977,0.7732370761892483,12768.0,0.8222674475273449,0.8518915398104361,0.8582194135223036,0.8509149926189453,37819.0,0.8224099674639602,275158.2046327591
0,17.0,4.0,86.0,0.8337820394615526,0.9391434387072654,0.8833320309447525,24073.0,0.8056331190335395,1.0,0.9640718562874252,0.9817073170731708,334.0,0.9820359281437124,0.9722222222222222,0.8842105263157894,0.9261300992282249,475.0,0.941944594777432,0.9682539682539684,0.8714285714285714,0.9172932330827068,140.0,0.9356612057493184,1.0,1.0,1.0,21.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8538215634989829,0.6902654867256637,0.7633812575783822,12769.0,0.81501298288379,0.8443756760196615,0.8543589201195166,0.8444004670062593,37819.0,0.8126556255919432,228634.0214340687
0,8.0,1.0,90.0,0.8402391029925002,0.9400988659494041,0.8873684004156293,24073.0,0.8135311731172891,1.0,0.9669669669669668,0.9832061068702289,333.0,0.9834834834834836,0.97459584295612,0.888421052631579,0.9295154185022028,475.0,0.944063246967032,0.9761904761904762,0.8723404255319149,0.9213483146067416,141.0,0.9361304017356479,1.0,1.0,1.0,21.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8562813043033835,0.6560419766622289,0.742905285562256,12769.0,0.7999571160756255,0.8493748587624045,0.8434913667733149,0.8401254811966652,37819.0,0.8126394874157493,284128.2916822433
0,16.0,4.0,84.0,0.832005580234223,0.9414672648720506,0.8833583442146908,24072.0,0.8043215297376473,1.0,0.9700598802395208,0.9848024316109424,334.0,0.9850299401197604,0.976798143851508,0.8844537815126049,0.928335170893054,476.0,0.9420930040244776,0.96,0.851063829787234,0.9022556390977444,141.0,0.9254655666982878,1.0,1.0,1.0,21.0,1.0,1.0,0.5,0.6666666666666666,8.0,0.75,0.853988603988604,0.6572950113556271,0.742841970173032,12769.0,0.8000070777678663,0.8433392752228132,0.8446630179001084,0.8374689751996178,37821.0,0.8067434799366129,228293.16993665692
0,13.0,1.0,87.0,0.8375309737786161,0.9407219706725376,0.8861324150884332,24073.0,0.8105690458629675,1.0,0.9730538922155688,0.9863429438543247,334.0,0.9865269461077844,0.9722222222222222,0.8842105263157894,0.9261300992282249,475.0,0.941944594777432,0.9674796747967479,0.8439716312056738,0.9015151515151516,141.0,0.9219327342290908,1.0,1.0,1.0,21.0,1.0,1.0,0.42857142857142855,0.6,7.0,0.7142857142857143,0.8546587596743391,0.6659617794486216,0.7486023682704583,12768.0,0.8041197664158599,0.8470447755095715,0.8471138845553822,0.8411561554574538,37819.0,0.8120983108147359,249852.288595438
0,10.0,2.0,88.0,0.8319090408949202,0.9422174220080588,0.8836339553547081,24073.0,0.8044299213618996,1.0,0.9670658682634732,0.9832572298325724,334.0,0.9835329341317364,0.9744186046511628,0.8821052631578947,0.9259668508287292,475.0,0.9409053601174788,0.9682539682539684,0.8652482269503546,0.9138576779026216,141.0,0.932571034918914,1.0,1.0,1.0,22.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8556127703398558,0.6506382645469496,0.7391787890920414,12769.0,0.7973373344130246,0.8438232318729315,0.8429179556331139,0.8364263550872021,37821.0,0.8059190524323602,255267.42333197594
0,2.0,3.0,83.0,0.8383422380528347,0.9386034146138827,0.8856442920137186,24073.0,0.8108422950287919,1.0,0.9640718562874252,0.9817073170731708,334.0,0.9820359281437124,0.972093023255814,0.88,0.923756906077348,475.0,0.9398393402238526,0.967741935483871,0.851063829787234,0.9056603773584906,141.0,0.9254788363373536,1.0,1.0,1.0,21.0,1.0,1.0,1.0,1.0,8.0,1.0,0.8519823788546256,0.6815725585402146,0.7573094326487991,12769.0,0.8106090479113335,0.8466611536233929,0.8510351392083763,0.8438056126129794,37821.0,0.8144678803716936,179304.59689545628
0,15.0,4.0,83.0,0.8365199347858308,0.9378141486312468,0.8842756702767279,24073.0,0.8084356987427711,1.0,0.9580838323353292,0.9785932721712538,334.0,0.9790419161676648,0.9782608695652174,0.8526315789473684,0.9111361079865018,475.0,0.926195291415042,0.9596774193548387,0.8439716312056738,0.8981132075471698,141.0,0.921919465646628,1.0,1.0,1.0,22.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8522738152225945,0.6972117794486216,0.7669840175763579,12768.0,0.8178099452887367,0.8456468771029588,0.8553146483342147,0.8459382554875847,37820.0,0.8151164295441471,236094.19532489774
0,8.0,2.0,89.0,0.8281849753244379,0.941095833506418,0.8810375670840788,24073.0,0.7996015284503066,1.0,0.9700598802395208,0.9848024316109424,334.0,0.9850299401197604,0.9740566037735848,0.8694736842105263,0.9187986651835373,475.0,0.9345895667002556,0.968503937007874,0.8723404255319149,0.9179104477611941,141.0,0.9361171328009904,1.0,1.0,1.0,21.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8530020703933747,0.6775785104550083,0.7552374301675978,12769.0,0.8090299641812385,0.8405636247950491,0.8511898466419884,0.8401299248696603,37820.0,0.8067354248260714,278422.62930870056
0,11.0,3.0,79.0,0.8389107368108629,0.9393095999667678,0.8862758931546044,24073.0,0.8117409216010737,1.0,0.9610778443113772,0.9801526717557252,334.0,0.9805389221556886,0.9739952718676124,0.8673684210526316,0.9175946547884188,475.0,0.9335369390648476,0.9682539682539684,0.8652482269503546,0.9138576779026216,141.0,0.932571034918914,1.0,1.0,1.0,22.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8551595116187476,0.6801628945101418,0.7576881134133043,12769.0,0.8107225138365812,0.848121454609043,0.8507971761719679,0.8442244359258444,37821.0,0.8149725693889989,231975.4751973152
0,20.0,3.0,83.0,0.8418658413811104,0.9378972292609978,0.8872907333176139,24073.0,0.8147079978135074,1.0,0.9610778443113772,0.9801526717557252,334.0,0.9805389221556886,0.972093023255814,0.88,0.923756906077348,475.0,0.9398393402238526,0.9682539682539684,0.8652482269503546,0.9138576779026216,141.0,0.932571034918914,1.0,1.0,1.0,21.0,1.0,1.0,0.5,0.6666666666666666,8.0,0.75,0.8529382909840086,0.6808677265251781,0.7572511105304415,12769.0,0.8105160922263446,0.8492285617173686,0.8502683694243939,0.844780202590859,37821.0,0.816857349502463,239137.33349347115
0,6.0,3.0,84.0,0.841153488372093,0.9390993685609836,0.8874320372151451,24072.0,0.8142794435006854,1.0,0.972972972972973,0.9863013698630138,333.0,0.9864864864864864,0.9741784037558684,0.8718487394957983,0.9201773835920176,476.0,0.9357770864551804,0.9682539682539684,0.8652482269503546,0.9138576779026216,141.0,0.9325710321014314,1.0,1.0,1.0,21.0,1.0,1.0,0.42857142857142855,0.6,7.0,0.7142857142857143,0.8548027527381991,0.6906570600673506,0.7640128216234947,12769.0,0.8154283304328768,0.8494263690610192,0.8543324783838812,0.8471519723549494,37819.0,0.8182384918671797,243955.72676587105
0,4.0,5.0,86.0,0.8432295167674957,0.937980309890749,0.8880847967591592,24073.0,0.8163245065345809,1.0,0.9670658682634732,0.9832572298325724,334.0,0.9835329341317364,0.9697674418604652,0.8760504201680672,0.9205298013245032,476.0,0.9378511619932072,0.9606299212598424,0.8652482269503546,0.91044776119403,141.0,0.9325577670406348,1.0,1.0,1.0,22.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8561478185160104,0.6930848147858094,0.7660347961568424,12769.0,0.8168653228122157,0.8511256351593802,0.8544762307651631,0.8482472573667118,37822.0,0.8200476164945706,247540.71310806274
0,9.0,2.0,79.0,0.8415908073421877,0.937066422963486,0.8867661222163257,24073.0,0.8140882820477259,1.0,0.960960960960961,0.9800918836140888,333.0,0.9804804804804804,0.9766899766899768,0.8821052631578947,0.9269911504424778,475.0,0.9409187412618952,0.96,0.851063829787234,0.9022556390977444,141.0,0.9254655631764346,1.0,1.0,1.0,21.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8531489111241907,0.6811026705301904,0.7574794234202848,12769.0,0.8106710957441371,0.8491435968751425,0.8498109415902059,0.8445325356480758,37819.0,0.8165058167005755,263463.6229681969
0,7.0,3.0,88.0,0.8404823747680891,0.94096876038551,0.8878914977852691,24072.0,0.8141343656451845,1.0,0.9700598802395208,0.9848024316109424,334.0,0.9850299401197604,0.973871733966746,0.8631578947368421,0.9151785714285714,475.0,0.9314316719634136,0.9758064516129032,0.8581560283687943,0.9132075471698112,141.0,0.9290382042106716,1.0,1.0,1.0,22.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8576091391268871,0.6584697313806877,0.7449607938687812,12769.0,0.8013717065350208,0.8499756902760519,0.8445267054468535,0.8409628640514528,37820.0,0.8133390322985955,282062.71330308914
