Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Precision_nerisbotnet,Recall_nerisbotnet,F1_score_nerisbotnet,Num_Obs_nerisbotnet,AUC_nerisbotnet,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Precision_sshscan,Recall_sshscan,F1_score_sshscan,Num_Obs_sshscan,AUC_sshscan,Precision_udpscan,Recall_udpscan,F1_score_udpscan,Num_Obs_udpscan,AUC_udpscan,Precision_spam,Recall_spam,F1_score_spam,Num_Obs_spam,AUC_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
15.0,2.0,77.0,0.8342724560822009,0.9410127528766669,0.8844336860188187,24073.0,0.8068343025312993,1.0,0.9461077844311377,0.9723076923076923,334.0,0.9730538922155689,0.9742388758782201,0.8757894736842106,0.9223946784922396,475.0,0.937747461437098,0.9609375,0.8785714285714286,0.917910447761194,140.0,0.9392193660903851,1.0,1.0,1.0,21.0,1.0,1.0,0.5,0.6666666666666666,8.0,0.75,0.8568723213395794,0.6732712036964523,0.7540566616963423,12769.0,0.807974071370401,0.8457202068348509,0.8495505023796933,0.8418099067759413,37820.0,0.8109165477948147,217313.4641907215
