,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_nerisbotnet,Recall_label_nerisbotnet,F1_score_label_nerisbotnet,Num_Obs_label_nerisbotnet,AUC_label_nerisbotnet,Accuracy_label_nerisbotnet,Precision_label_scan,Recall_label_scan,F1_score_label_scan,Num_Obs_label_scan,AUC_label_scan,Accuracy_label_scan,Precision_label_anomaly_sshscan,Recall_label_anomaly_sshscan,F1_score_label_anomaly_sshscan,Num_Obs_label_anomaly_sshscan,AUC_label_anomaly_sshscan,Accuracy_label_anomaly_sshscan,Precision_label_anomaly_udpscan,Recall_label_anomaly_udpscan,F1_score_label_anomaly_udpscan,Num_Obs_label_anomaly_udpscan,AUC_label_anomaly_udpscan,Accuracy_label_anomaly_udpscan,Precision_label_anomaly_spam,Recall_label_anomaly_spam,F1_score_label_anomaly_spam,Num_Obs_label_anomaly_spam,AUC_label_anomaly_spam,Accuracy_label_anomaly_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,2.0,5.0,97.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16012.0,1.0,1.0,32579.872660160065,436.9061450958252,35.185148000717156,33203.439516544335
0,16.0,5.0,88.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16012.0,1.0,1.0,31314.322266340252,462.2170379161835,70.76586055755615,32338.70865869522
0,4.0,4.0,94.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16012.0,1.0,1.0,32386.20693421364,370.0945065021515,37.2979199886322,33073.978957653046
0,13.0,5.0,96.0,0.9990371242109768,0.9998929221544064,0.9994648399871562,9339.0,0.9992720006455484,0.9993754293922928,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.9998364677023712,0.9988563960137232,0.9993461915658712,6121.0,0.9993776418895712,0.9995003435138342,0.9993758492169462,0.9995003435138342,0.9994378976462901,16011.0,0.9993374405118256,0.9994446778928738,32381.355322837833,293.67158436775213,56.698939561843865,32928.85356736183
0,9.0,4.0,92.0,0.999785890161653,1.0,0.9998929336188436,9339.0,0.9998501423647536,0.99987509367974,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.9998366280019604,0.9996733093760211,0.9997549620191128,6122.0,0.9997860985707202,0.9998126405196104,0.9998126570601849,0.99987509367974,0.999843866134611,16012.0,0.9998308128275284,0.9998555136857448,30210.96572208404,291.4437808990478,34.74244475364685,30733.081807851788
0,12.0,2.0,87.0,0.9967962409226826,0.9994646107720312,0.9981286424637759,9339.0,0.997484440857318,0.9978141393954534,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,0.8421052631578947,0.9142857142857144,19.0,0.9210526315789472,0.9998126405196104,1.0,1.0,1.0,9.0,1.0,1.0,0.9991805965257292,0.9959163672002612,0.9975458115183246,6122.0,0.9977054030136796,0.998126405196103,0.9978181180306924,0.9979390457157132,0.9978684910477028,16012.0,0.9975618080449812,0.9980085273916158,31148.135709285736,794.233204126358,73.82166457176207,32547.452238559723
0,7.0,5.0,95.0,0.9977552111170496,0.9994646107720312,0.9986091794158554,9339.0,0.9981590359823596,0.998376319240617,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,0.8947368421052632,0.9444444444444444,19.0,0.9473684210526316,0.9998751014800474,1.0,1.0,1.0,9.0,1.0,1.0,0.9991815354395156,0.9970597843841882,0.998119532335868,6122.0,0.9982771371622692,0.9985636670205458,0.99837789774451,0.9984387685005932,0.998404005993212,16013.0,0.9982052001965072,0.9985037683017564,31995.097417354584,465.2798719406128,37.71907901763915,32707.341936826702
0,4.0,1.0,92.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16011.0,1.0,1.0,32159.188246011734,404.995069026947,94.26435542106628,32899.59756135941
0,10.0,3.0,88.0,0.99265332197615,0.9982867544705,0.9954620682291389,9339.0,0.9939732888192452,0.9946914813889582,1.0,0.9808612440191388,0.9903381642512078,209.0,0.9904306220095692,0.9997501873594804,1.0,1.0,1.0,215.0,1.0,1.0,1.0,0.99,0.9949748743718592,100.0,0.995,0.99993754683987,1.0,0.5263157894736842,0.6896551724137931,19.0,0.763157894736842,0.9994379215588308,1.0,0.875,0.9333333333333332,8.0,0.9375,0.99993754683987,0.9975320829220138,0.9903626265926168,0.9939344262295082,6122.0,0.9944229715369556,0.9953784661503872,0.9947714704961176,0.9943792155883088,0.9944750868896574,16012.0,0.9938842103442528,0.9951324680983392,29909.396513938907,355.0570957660675,56.96192741394043,30569.698693990707
0,13.0,4.0,107.0,0.9987163029525032,0.9996787664632188,0.9991973029378712,9339.0,0.998940372143806,0.999063261100356,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,0.8947368421052632,0.9444444444444444,19.0,0.9473684210526316,0.9998751014800474,1.0,1.0,1.0,9.0,1.0,1.0,0.9995095635115252,0.9986932375040836,0.9991012337609282,6122.0,0.9991949657341468,0.9993130581402612,0.999063829456753,0.9991881596203084,0.9991223262140528,16013.0,0.9990117851542778,0.9991909051569988,32768.306270837784,220.2601912021637,41.53729462623596,33209.469226837165
