,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_nerisbotnet,Recall_label_nerisbotnet,F1_score_label_nerisbotnet,Num_Obs_label_nerisbotnet,AUC_label_nerisbotnet,Accuracy_label_nerisbotnet,Precision_label_scan,Recall_label_scan,F1_score_label_scan,Num_Obs_label_scan,AUC_label_scan,Accuracy_label_scan,Precision_label_anomaly_sshscan,Recall_label_anomaly_sshscan,F1_score_label_anomaly_sshscan,Num_Obs_label_anomaly_sshscan,AUC_label_anomaly_sshscan,Accuracy_label_anomaly_sshscan,Precision_label_anomaly_udpscan,Recall_label_anomaly_udpscan,F1_score_label_anomaly_udpscan,Num_Obs_label_anomaly_udpscan,AUC_label_anomaly_udpscan,Accuracy_label_anomaly_udpscan,Precision_label_anomaly_spam,Recall_label_anomaly_spam,F1_score_label_anomaly_spam,Num_Obs_label_anomaly_spam,AUC_label_anomaly_spam,Accuracy_label_anomaly_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,18.0,3.0,98.0,0.8135698082078779,0.8797948260481713,0.8453873352619736,4484.0,0.8118158035029748,0.8199176338450018,1.0,0.9699248120300752,0.9847328244274808,133.0,0.9849624060150376,0.9995008111818297,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,0.05,0.09523809523809523,20.0,0.525,0.9976288531136902,1.0,1.0,1.0,6.0,1.0,1.0,0.8355475763016158,0.7285535378835316,0.7783910352901823,3194.0,0.816756536528402,0.8346437039810308,0.8301242953589772,0.8216647947085985,0.8226347192793146,8013.0,0.8202174517133477,0.8333019899695318,0.0,21.960447311401367,0.1399550437927246,29.417200803756714
0,11.0,4.0,86.0,0.8184074457083764,0.8824710080285458,0.8492327502950959,4484.0,0.8168023974383093,0.8246380429355966,0.9921259842519684,0.9473684210526316,0.9692307692307692,133.0,0.973620750696388,0.99900149775337,1.0,0.9646017699115044,0.981981981981982,113.0,0.9823008849557522,0.9995007488766848,1.0,1.0,1.0,63.0,1.0,1.0,1.0,0.05263157894736842,0.1,19.0,0.5263157894736842,0.9977533699450823,1.0,1.0,1.0,6.0,1.0,1.0,0.8358369098712446,0.7316844082654979,0.7803005008347246,3194.0,0.8182083311564102,0.8357463804293559,0.8327951613318306,0.8236395406889665,0.8251386805118542,8012.0,0.8231890813366916,0.8363478558996253,0.0,3.2149312496185303,0.0590975284576416,3.9809958934783936
0,20.0,2.0,94.0,0.8182194616977225,0.8813559322033898,0.8486149881898216,4484.0,0.8162801196862798,0.8240359415949082,0.9923076923076924,0.9699248120300752,0.9809885931558936,133.0,0.9848989542383878,0.9993760139772868,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,0.10526315789473684,0.1904761904761905,19.0,0.5526315789473684,0.9978784475227754,1.0,1.0,1.0,6.0,1.0,1.0,0.8262726949092204,0.7266750156543519,0.7732800266533401,3194.0,0.8127045964347709,0.8301510046174966,0.8289015321190017,0.8220391863222264,0.8226802124900425,8013.0,0.8212242728815228,0.8338145727220472,0.0,39.02254343032837,0.3111739158630371,50.57387042045593
0,1.0,4.0,86.0,0.8170327393286365,0.8793487957181089,0.8470461868958109,4484.0,0.8145326745030455,0.8222666000998502,0.9919354838709676,0.9318181818181818,0.9609375,132.0,0.965845639132441,0.9987518721917124,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.9976285571642536,1.0,1.0,1.0,7.0,1.0,1.0,0.8279186004998215,0.7260488415779587,0.7736447039199332,3194.0,0.8130036652887718,0.8306290564153771,0.8264955438114084,0.8197703444832751,0.8211457858663359,8012.0,0.8199063709148121,0.8329833787760695,0.0,27.93458437919617,0.18295025825500488,34.261576890945435
0,3.0,5.0,84.0,0.8161703887510339,0.8802408563782337,0.8469957081545064,4484.0,0.8140926425355871,0.8219947572088379,0.992,0.9393939393939394,0.9649805447470818,132.0,0.969633509867042,0.9988765447509674,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,0.5,0.05,0.09090909090909093,20.0,0.5249374296083094,0.9975034327799276,1.0,1.0,1.0,6.0,1.0,1.0,0.8315527065527065,0.7312871907297213,0.7782036327278787,3193.0,0.8165568373739931,0.8338534515041818,0.8285856715993545,0.8224940706528523,0.8231092957670353,8011.0,0.8211394036648793,0.8341181293895902,0.0,1.6341214179992676,0.016504764556884766,2.239595651626587
0,12.0,4.0,88.0,0.8120115178938708,0.8804638715432649,0.844853413224909,4484.0,0.8106600616576546,0.8189988765447509,0.992063492063492,0.9398496240601504,0.9652509652509652,133.0,0.9698613441448252,0.9988765447509674,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.9976282611409312,1.0,1.0,1.0,7.0,1.0,1.0,0.8283769258330348,0.7240839336047604,0.7727272727272728,3193.0,0.8123325438052859,0.8302334290350768,0.8238686324885085,0.8197478467107727,0.8196254231802588,8011.0,0.8175345259785872,0.8309988539195131,0.0,3.892282247543335,0.013616561889648438,5.027764558792113
0,9.0,4.0,93.0,0.8176023031050792,0.8867082961641392,0.8507542527014016,4484.0,0.8176098895053754,0.8258644363999501,1.0,0.9393939393939394,0.96875,132.0,0.9696969696969696,0.999001373111971,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,0.0,0.0,0.0,19.0,0.4999374374374375,0.9975034327799276,1.0,1.0,1.0,6.0,1.0,1.0,0.8344679326406306,0.7291797119599248,0.7782790309106099,3194.0,0.8166346971674235,0.8343527649481962,0.8295367998973099,0.8252402945949321,0.8251754205269719,8011.0,0.8231173110231139,0.8364648122001639,0.0,5.051942825317383,0.02445077896118164,6.275028467178345
0,2.0,5.0,89.0,0.8123324396782842,0.8784567350579839,0.8441015750562519,4484.0,0.8102966588296437,0.8184200673904904,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.9976288531136902,1.0,1.0,1.0,6.0,1.0,1.0,0.8261642374688944,0.7276142767689417,0.7737639420675878,3194.0,0.8130704710260978,0.8304005990265818,0.8233205084229472,0.8210408086858855,0.8202113432567214,8013.0,0.8181476728627828,0.8307812359514566,0.0,2.538216352462769,0.024064302444458008,3.45758318901062
0,4.0,2.0,86.0,0.8178430966673567,0.8811329170383586,0.8483091787439614,4484.0,0.8158499052311975,0.8236395406889665,0.9838709677419356,0.9172932330827068,0.9494163424124512,133.0,0.9585196968814982,0.9983774338492262,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,0.0,0.0,0.0,19.0,0.4999374452646066,0.9975037443834248,1.0,1.0,1.0,6.0,1.0,1.0,0.8314808174973108,0.7260488415779587,0.7751963897710178,3194.0,0.8142489953012251,0.8321268097853219,0.8282342754933244,0.8205192211682476,0.8222750873636308,8012.0,0.8210140036437931,0.8343421743321114,0.0,2.1867704391479488,0.0035092830657958984,2.7893848419189453
0,8.0,4.0,71.0,0.8204968944099379,0.8838090990187333,0.850977023835087,4484.0,0.8190303998495027,0.8267598602096855,0.992,0.9323308270676692,0.9612403100775192,133.0,0.966101953703907,0.9987518721917124,1.0,0.9646017699115044,0.981981981981982,113.0,0.9823008849557522,0.9995007488766848,1.0,1.0,1.0,63.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.9976285571642536,1.0,1.0,1.0,6.0,1.0,1.0,0.8313080771979986,0.728240450845335,0.7763684913217623,3194.0,0.8151372449328377,0.8327508736894658,0.8297855807669208,0.8226410384423365,0.8241775912833891,8012.0,0.8230244923968141,0.8363367486214514,0.0,2.2666001319885254,0.037280797958374016,3.0875437259674072
