Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_backdoor,Recall_label_backdoor,F1_score_label_backdoor,Num_Obs_label_backdoor,AUC_label_backdoor,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Precision_label_shellcode,Recall_label_shellcode,F1_score_label_shellcode,Num_Obs_label_shellcode,AUC_label_shellcode,Precision_label_worm,Recall_label_worm,F1_score_label_worm,Num_Obs_label_worm,AUC_label_worm,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
2.0,3.0,64.0,0.9695607056381875,0.9873194786896795,0.9783595113438045,2839.0,0.985132607561894,0.6046511627906976,0.3170731707317073,0.4159999999999999,82.0,0.6574629463611802,1.0,1.0,1.0,1.0,1.0,0.6525641025641026,0.3787202380952381,0.4792843691148776,1344.0,0.6689994879431863,0.7146282973621103,0.521891418563923,0.6032388663967612,571.0,0.7529354777256879,0.991754617414248,0.9878449408672799,0.9897959183673468,3044.0,0.9913997660945887,0.5,0.008547008547008548,0.016806722689075633,117.0,0.50421006859728,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.8857015864403189,0.824087956021989,0.8458604519063222,2001.0,,1.280824899673462
