Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_backdoor,Recall_label_backdoor,F1_score_label_backdoor,Num_Obs_label_backdoor,AUC_label_backdoor,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Precision_label_shellcode,Recall_label_shellcode,F1_score_label_shellcode,Num_Obs_label_shellcode,AUC_label_shellcode,Precision_label_worm,Recall_label_worm,F1_score_label_worm,Num_Obs_label_worm,AUC_label_worm,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
4.0,1.0,68.0,0.9672752325180848,0.9887323943661972,0.9778861222357654,2840.0,0.9851625544781965,0.6,0.3333333333333333,0.42857142857142855,81.0,0.6655303030303029,1.0,1.0,1.0,1.0,1.0,0.6581632653061225,0.38392857142857145,0.4849624060150376,1344.0,0.6718350983926693,0.7235023041474654,0.548951048951049,0.6242544731610338,572.0,0.7663990673480511,0.9914501808615587,0.990473061760841,0.9909613804437141,3044.0,0.9926139769163294,0.0,0.0,0.0,118.0,0.4998731447418496,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.8871975110053713,0.7988994497248624,0.8351566358674916,1999.0,,1.3992340564727783
