,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_nerisbotnet,Recall_label_nerisbotnet,F1_score_label_nerisbotnet,Num_Obs_label_nerisbotnet,AUC_label_nerisbotnet,Accuracy_label_nerisbotnet,Precision_label_scan,Recall_label_scan,F1_score_label_scan,Num_Obs_label_scan,AUC_label_scan,Accuracy_label_scan,Precision_label_anomaly_sshscan,Recall_label_anomaly_sshscan,F1_score_label_anomaly_sshscan,Num_Obs_label_anomaly_sshscan,AUC_label_anomaly_sshscan,Accuracy_label_anomaly_sshscan,Precision_label_anomaly_udpscan,Recall_label_anomaly_udpscan,F1_score_label_anomaly_udpscan,Num_Obs_label_anomaly_udpscan,AUC_label_anomaly_udpscan,Accuracy_label_anomaly_udpscan,Precision_label_anomaly_spam,Recall_label_anomaly_spam,F1_score_label_anomaly_spam,Num_Obs_label_anomaly_spam,AUC_label_anomaly_spam,Accuracy_label_anomaly_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,18.0,3.0,87.0,0.817012569424145,0.8978477353035657,0.8555249464340373,9339.0,0.8082075481553045,0.8231326505121159,0.9893048128342246,0.8851674641148325,0.9343434343434344,209.0,0.9425204529331992,0.9983762178366226,0.9754901960784312,0.9255813953488372,0.9498806682577566,215.0,0.9626324397773496,0.9986884836372719,1.0,1.0,1.0,99.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.998813389957532,1.0,1.0,1.0,9.0,1.0,1.0,0.8243295763699962,0.6929108134596537,0.7529286474973376,6122.0,0.8007526766994932,0.8261304021983512,0.8244517331019499,0.8193230077441919,0.8185535083799257,16012.0,0.8101118491251471,0.8303248971590068,0.0,27.104549169540405,0.1356518268585205,29.76459646224976
0,11.0,4.0,96.0,0.8179955108812336,0.8975265017667845,0.8559174920861841,9339.0,0.8090419443206114,0.8237681883469681,0.9842105263157894,0.8947368421052632,0.93734335839599,209.0,0.9472735083722976,0.9984387685005932,0.9852216748768472,0.9302325581395348,0.9569377990430622,215.0,0.9650213303420804,0.9988759133204272,1.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.9988134640604508,1.0,1.0,1.0,9.0,1.0,1.0,0.8278641335636154,0.7046716759229009,0.7613165093090974,6122.0,0.8069915856108287,0.8310747517641915,0.8264514433207278,0.8238306376069443,0.8221344855606187,16013.0,0.813089674289205,0.8325997764984937,0.0,30.73595452308655,0.17173337936401367,41.867815732955926
0,20.0,2.0,84.0,0.8136845174458159,0.8963597430406852,0.8530235875490346,9340.0,0.8045413281365572,0.8198338849684631,0.9946524064171124,0.8899521531100478,0.9393939393939392,209.0,0.9449444389949124,0.9985012177605695,0.9852216748768472,0.9302325581395348,0.9569377990430622,215.0,0.9650213303420804,0.9988759133204272,0.9894736842105264,0.9494949494949496,0.9690721649484536,99.0,0.9747160558710136,0.9996253044401424,0.0,0.0,0.0,19.0,0.5,0.9988134640604508,1.0,1.0,1.0,9.0,1.0,1.0,0.8237347294938918,0.6938908853315909,0.7532582675769127,6122.0,0.8009945782435934,0.8262037094860426,0.8224180549979433,0.8186473490289141,0.8171923141367221,16013.0,0.8079731890406193,0.8284302149448306,0.0,24.86738109588623,0.19190120697021484,28.000096559524536
0,1.0,4.0,82.0,0.8141964460066393,0.8928265524625267,0.8517005413134511,9340.0,0.80380236496028,0.818636022982763,0.984126984126984,0.8942307692307693,0.9370277078085644,208.0,0.9470204719350506,0.9984386709967524,0.9748743718592964,0.9023255813953488,0.9371980676328504,215.0,0.9510045328006054,0.9983762178366226,1.0,1.0,1.0,99.0,1.0,1.0,0.0,0.0,0.0,19.0,0.499968736322141,0.998750936797402,1.0,1.0,1.0,9.0,1.0,1.0,0.8234606391270459,0.690297288467821,0.7510218588946153,6122.0,0.7993448019689964,0.825006245316013,0.8223905346668716,0.8152010991756183,0.8154532990123478,16012.0,0.8068978644196824,0.8272577496056075,0.0,31.18380188941956,0.14765167236328125,41.650815010070794
0,3.0,5.0,99.0,0.8189477809346527,0.8950637113181282,0.8553156656093318,9339.0,0.8090426470259706,0.8233714321404034,0.9947916666666666,0.9138755980861244,0.9526184538653366,209.0,0.9569061574787032,0.9988133158453564,0.99009900990099,0.9302325581395348,0.9592326139088728,215.0,0.9650529719033962,0.9989382299668976,1.0,1.0,1.0,99.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.9988133158453564,1.0,1.0,1.0,9.0,1.0,1.0,0.8261541433262507,0.6987420356150956,0.7571251548946717,6121.0,0.8038705122463748,0.8286178252451439,0.8265458486609673,0.8203734932234089,0.8204039936970894,16011.0,0.8120117707768333,0.8314244374830042,0.0,5.77090311050415,0.06509661674499513,7.856318712234497
0,12.0,4.0,90.0,0.8150243902439024,0.8944325481798715,0.8528841245533435,9340.0,0.8051512358762387,0.8200212327483919,0.9946524064171124,0.8899521531100478,0.9393939393939392,209.0,0.9449444389949124,0.9985012177605695,0.99009900990099,0.9302325581395348,0.9592326139088728,215.0,0.965052979917976,0.9989383625804036,1.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.9988134640604508,1.0,1.0,1.0,9.0,1.0,1.0,0.8190847127555988,0.6871426237542885,0.7473347547974413,6121.0,0.7966141747966752,0.8223943046274902,0.8215636652547904,0.8152750889901955,0.8150841255709179,16013.0,0.8068236860954737,0.8270973465795755,0.0,27.660747051239014,0.1771683692932129,38.21142792701721
0,9.0,4.0,92.0,0.8169730152522487,0.8947424777813471,0.8540910717023561,9339.0,0.8071044922999346,0.8216962278291281,0.9945945945945946,0.8803827751196173,0.934010152284264,209.0,0.9401597479977004,0.9983762178366226,0.9748743718592964,0.9023255813953488,0.9371980676328504,215.0,0.9510045328006054,0.9983762178366226,1.0,1.0,1.0,99.0,1.0,1.0,0.0,0.0,0.0,19.0,0.5,0.998813389957532,1.0,1.0,1.0,9.0,1.0,1.0,0.8287657920310981,0.6965044103234237,0.7569006834117332,6122.0,0.8037122658290526,0.8289407944041969,0.8261855750983733,0.8185111166625031,0.8190612171398582,16012.0,0.8104131093478765,0.8305574310398852,0.0,23.30707359313965,0.2113325595855713,29.696120738983154
0,2.0,5.0,97.0,0.8200136946101927,0.8976335796123782,0.8570698292608118,9339.0,0.8109477653793945,0.8253809642767924,0.9948717948717948,0.9282296650717704,0.9603960396039604,209.0,0.9640831929737766,0.9990007494379216,0.9801980198019802,0.9209302325581395,0.949640287769784,215.0,0.9603385099614146,0.9986884836372719,1.0,0.9595959595959596,0.9793814432989691,99.0,0.9797979797979798,0.9997501873594804,1.0,0.05263157894736842,0.1,19.0,0.5263157894736842,0.9988758431176618,1.0,1.0,1.0,9.0,1.0,1.0,0.8276128037022753,0.701078079059131,0.7591085956844712,6122.0,0.8053418706721338,0.8298775918061454,0.8287799311526075,0.8226330252310767,0.8221454006545954,16012.0,0.8136216762494499,0.8330756015863446,0.0,3.1013336181640625,0.015017747879028319,4.505313158035278
0,4.0,2.0,95.0,0.8177743129994153,0.8985010706638116,0.8562391592694623,9340.0,0.8091336463764135,0.8240179853868732,0.9946808510638298,0.8947368421052632,0.9420654911838792,209.0,0.9473367834925204,0.9985636670205458,0.9747474747474748,0.8976744186046511,0.9346246973365616,215.0,0.9486789614228472,0.9983138699806408,1.0,1.0,1.0,99.0,1.0,1.0,0.0,0.0,0.0,19.0,0.4999374765537076,0.9986885655404985,1.0,1.0,1.0,9.0,1.0,1.0,0.828610248447205,0.6973211368833715,0.7573177221926557,6122.0,0.8040240301745742,0.8291388247049273,0.8265923330638466,0.8211453194279648,0.8205463586101922,16013.0,0.8117780270027362,0.8319882744991794,0.0,3.7462990283966064,0.028918981552124023,4.826266050338745
0,8.0,4.0,90.0,0.8159539152509275,0.8948495556269408,0.8535825545171339,9339.0,0.8062051194376837,0.820957971648036,0.984375,0.9043062200956936,0.9426433915211969,209.0,0.9520581973675128,0.9985636670205458,0.9747474747474748,0.8976744186046511,0.9346246973365616,215.0,0.9486789614228472,0.9983138699806408,1.0,0.96,0.979591836734694,100.0,0.98,0.9997502029600948,0.0,0.0,0.0,19.0,0.5,0.9988134640604508,1.0,1.0,1.0,9.0,1.0,1.0,0.8226524685382381,0.6940542306435805,0.7529015681757774,6122.0,0.8007223938578332,0.825829013926185,0.8231297763685889,0.8176481608692937,0.8171977043300058,16013.0,0.8087565256717607,0.8289478227092615,0.0,3.4344418048858643,0.11342167854309082,4.709437370300293
