Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
2.0,2.0,51.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9898077667397756,1.0,0.9948777799390521,7672.0,0.9515337423312884,0.9906916460468953,1.0,1.0,1.0,125.0,1.0,1.0,1.0,0.892128279883382,0.942989214175655,686.0,0.9460641399416909,0.9912807823730411,0.9907854332344519,0.9912797548904078,0.9907604205299209,8486.0,0.9518226338870663,0.9908796753688058,1385.7945544719696,70.59660530090332,20.831176280975342,1572.9360117912292
