split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,params
0.36134460340187624,0.4121385894137338,0.42131018082039573,0.41429017515353206,0.3334296294163893,0.3885090425793529,0.03483867271093405,21,155.98347845077515,3.1793046577428474,8.093544101715088,0.6307861708597673,9,568,"OrderedDict([('max_features', 9), ('n_estimators', 568)])"
0.3619064717634082,0.4088633609641518,0.418202774976125,0.42456878677090265,0.3277823607263809,0.38827140976451213,0.03738656035021773,23,168.8038294315338,1.3222143402058195,7.262751054763794,0.18070261380827032,11,565,"OrderedDict([('max_features', 11), ('n_estimators', 565)])"
0.3578209042009607,0.40819027801861163,0.42814673753191573,0.4254202066478552,0.32868338557993726,0.3896583124126718,0.039579705913903286,19,197.35772795677184,0.5770332782198256,6.261758279800415,0.12725381776292982,14,598,"OrderedDict([('max_features', 14), ('n_estimators', 598)])"
0.35433031356651956,0.3909836152842331,0.4037672677002102,0.3953078223918135,0.32731652851190784,0.3743468080854921,0.02895755099334675,26,126.7059853553772,2.8036494422300473,7.007903337478638,0.7758598508472034,6,598,"OrderedDict([('max_features', 6), ('n_estimators', 598)])"
0.36332121026889996,0.4120257646540894,0.43046236685063344,0.4227708882108427,0.33182434710941877,0.39208754350709263,0.03812696805461109,14,170.0271514415741,1.2600619087346068,5.919032573699951,0.4715677747343632,15,560,"OrderedDict([('max_features', 15), ('n_estimators', 560)])"
0.35168763672233483,0.38827993559000495,0.400079609403733,0.40064465260002463,0.3276600118130223,0.3736751825220547,0.029110839744107848,27,111.40721726417542,1.1810274545761497,7.514511632919311,0.4910834031742171,6,516,"OrderedDict([('max_features', 6), ('n_estimators', 516)])"
0.3622496277668691,0.40960529378636484,0.42337233987614165,0.41334711104101185,0.3331000616287847,0.3883413550736469,0.03474190717982167,22,125.7483962059021,2.625855238075688,6.138014554977417,0.19165965495555481,9,506,"OrderedDict([('max_features', 9), ('n_estimators', 506)])"
0.3524483718430495,0.39775553083306703,0.408072555213569,0.4091358282014557,0.3306250903410367,0.37961226193958636,0.03208390542736148,25,118.00889554023743,1.6734253270920998,6.216423988342285,1.1733163452735518,7,519,"OrderedDict([('max_features', 7), ('n_estimators', 519)])"
0.3325524835685275,0.3814230693981343,0.3884337581177507,0.4096622600067706,0.325879986679403,0.367591891389633,0.032748375955751904,28,108.8677638053894,1.2817897305517303,6.4138751983642575,0.23955516484924216,5,534,"OrderedDict([('max_features', 5), ('n_estimators', 534)])"
0.3358443740778725,0.3796698726823136,0.38108873034982466,0.39605856482618257,0.3219837896215815,0.3629321461839161,0.028693693823476276,29,106.70911717414856,3.1300803718186874,8.266864824295045,0.7455015681484509,4,578,"OrderedDict([('max_features', 4), ('n_estimators', 578)])"
0.36441987583947605,0.4183409525317333,0.42977178399143473,0.4241923259771335,0.3323762255395229,0.39382728355554614,0.038609605326361235,9,181.3540316104889,2.083901736825093,5.555204200744629,0.31682117907734686,16,600,"OrderedDict([('max_features', 16), ('n_estimators', 600)])"
0.3660364733782334,0.4154498062703656,0.43100944285240983,0.4252252984111541,0.3343571760554388,0.3944223344309801,0.0377908244318332,2,156.33333225250243,2.235664575595416,4.896719980239868,0.8460605195616766,16,500,"OrderedDict([('max_features', 16), ('n_estimators', 500)])"
0.3660364733782334,0.4154498062703656,0.43100944285240983,0.4252252984111541,0.3343571760554388,0.3944223344309801,0.0377908244318332,2,172.71643657684325,2.3379727600936917,6.424435615539551,1.4047229386091697,16,500,"OrderedDict([('max_features', 16), ('n_estimators', 500)])"
0.36382598104928227,0.41020614029048624,0.42362943969625605,0.4254382617510296,0.3294263803706609,0.3905119948403422,0.0378030748931367,17,151.19141125679016,2.573601727278962,6.318471813201905,0.14101592106692606,13,501,"OrderedDict([('max_features', 13), ('n_estimators', 501)])"
0.3660364733782334,0.4154498062703656,0.43100944285240983,0.4252252984111541,0.3343571760554388,0.3944223344309801,0.0377908244318332,2,170.2196996688843,1.6740600097776377,5.189569997787475,0.767997583980151,16,500,"OrderedDict([('max_features', 16), ('n_estimators', 500)])"
0.3660364733782334,0.4154498062703656,0.43100944285240983,0.4252252984111541,0.3343571760554388,0.3944223344309801,0.0377908244318332,2,171.74502143859863,4.043394858754495,5.461659479141235,0.8474880158871138,16,500,"OrderedDict([('max_features', 16), ('n_estimators', 500)])"
0.36441987583947605,0.41897701260541903,0.42977178399143473,0.4238598864527816,0.3324796657412627,0.39390873927776177,0.03860650032547122,8,197.63228526115418,1.2848670005916816,5.319664049148559,0.3928937107327889,16,599,"OrderedDict([('max_features', 16), ('n_estimators', 599)])"
0.36348791345775977,0.41020614029048624,0.42352868309246705,0.4254382617510296,0.32984808943897864,0.3905084572464615,0.03769765863077063,18,155.2169225215912,1.489013575612341,5.911082792282104,0.5795948842516258,13,500,"OrderedDict([('max_features', 13), ('n_estimators', 500)])"
0.36441987583947605,0.4183409525317333,0.42977178399143473,0.4241923259771335,0.3323762255395229,0.39382728355554614,0.038609605326361235,9,195.44695949554443,3.1092452270609208,7.211498260498047,0.843160255179144,16,600,"OrderedDict([('max_features', 16), ('n_estimators', 600)])"
0.36441987583947605,0.4183409525317333,0.42977178399143473,0.4241923259771335,0.3323762255395229,0.39382728355554614,0.038609605326361235,9,194.14496078491212,2.7569652072744657,6.529124212265015,0.2545242428824444,16,600,"OrderedDict([('max_features', 16), ('n_estimators', 600)])"
