,Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_u2r,Recall_label_category_u2r,F1_score_label_category_u2r,Num_Obs_label_category_u2r,AUC_label_category_u2r,Accuracy_label_category_u2r,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,8.0,4.0,50.0,1.0,0.9949238578680204,0.9974554707379136,197.0,0.99746192893401,0.9999410828963649,0.9923140682691584,0.9985592963299971,0.9954268868815904,13188.0,0.9858054077422772,0.9928710304601426,1.0,0.9921414538310412,0.9960552268244576,509.0,0.9960707269155208,0.9997643315854592,1.0,1.0,1.0,16.0,1.0,1.0,0.9939577039274924,0.9666993143976492,0.980139026812314,3063.0,0.9827026406639576,0.9929299475637776,0.9929376291441449,0.9925764449419666,0.9927146916579008,16973.0,0.9857019917315064,0.9931771647442288,2160.207890033722,426.3131513595581,6.762107610702515,2609.6688644886012
0,12.0,3.0,50.0,1.0,0.9949238578680204,0.9974554707379136,197.0,0.99746192893401,0.9999410863673854,0.9913455749548464,0.9987868678444158,0.9950523095516864,13189.0,0.9842018883475712,0.9922823141274892,1.0,0.9941060903732808,0.9970443349753696,509.0,0.9970530451866404,0.9998232591021562,1.0,1.0,1.0,16.0,1.0,1.0,0.9956110735989196,0.9627815866797258,0.9789211618257262,3063.0,0.9809235372116192,0.9925179686579476,0.9924834161961212,0.9921055732296452,0.9922336940961012,16974.0,0.9841644573992756,0.9926471316085848,4420.108876705171,231.67378425598145,1.5148282051086426,4659.928508996964
0,1.0,4.0,45.0,1.0,0.9949238578680204,0.9974554707379136,197.0,0.99746192893401,0.9999410863673854,0.9916447120812948,0.9988626886041398,0.9952406134320464,13189.0,0.984768200312638,0.992576882290562,1.0,0.9941060903732808,0.9970443349753696,509.0,0.9970530451866404,0.9998232591021562,1.0,1.0,1.0,16.0,1.0,1.0,0.9959527824620572,0.9640874959190336,0.9797611147976112,3063.0,0.9816124346103686,0.9928125368210204,0.9927775115070976,0.9924001413927184,0.9925315800293494,16974.0,0.984728801763576,0.9929291701255084,1713.0124073028564,52.049390077590935,1.813016891479492,1776.2225289344788
0,14.0,1.0,42.0,1.0,0.9949238578680204,0.9974554707379136,197.0,0.99746192893401,0.9999410863673854,0.9910479199578726,0.9988626886041398,0.9949399592175816,13189.0,0.9837113971422284,0.9921055732296452,1.0,0.9921414538310412,0.9960552268244576,509.0,0.9960707269155208,0.9997643454695416,1.0,1.0,1.0,16.0,1.0,1.0,0.9959404600811907,0.9611492001305908,0.9782355873068616,3063.0,0.9801432867161476,0.9922823141274892,0.9923115733211422,0.9918110050665724,0.9919930225185944,16974.0,0.983613084960552,0.9924655107432936,3968.658709526062,158.50344705581662,1.512552261352539,4134.216993570328
0,12.0,1.0,48.0,1.0,0.9949238578680204,0.9974554707379136,197.0,0.99746192893401,0.9999410863673854,0.9910506129202076,0.999165971643036,0.9950917465831006,13189.0,0.9838630386616763,0.9923412277601036,1.0,0.9921414538310412,0.9960552268244576,509.0,0.9960707269155208,0.9997643454695416,1.0,1.0,1.0,16.0,1.0,1.0,0.9962812711291412,0.9621286320600718,0.9789071582793556,3063.0,0.9806689454599834,0.9925179686579476,0.992375165975797,0.9922234004948746,0.9922321497397902,16974.0,0.9838257686374914,0.9926911415568324,2103.793514490128,2456.791303396225,1.7406723499298096,4575.2612698078165
0,1.0,2.0,45.0,1.0,0.9949238578680204,0.9974554707379136,197.0,0.99746192893401,0.9999410863673854,0.9918729776506884,0.999393433922208,0.9956190044565301,13189.0,0.9854298741605756,0.9931660186167081,0.998019801980198,0.9921259842519684,0.9950641658440276,508.0,0.996032626524138,0.9997054318369272,1.0,1.0,1.0,16.0,1.0,1.0,0.9976399190829399,0.9657310704960836,0.9814262023217248,3064.0,0.9826139177067044,0.9934016731471662,0.9931999218634971,0.9930481913514788,0.9930658806218378,16974.0,0.9853922604236736,0.9934893424912346,1697.5378119945526,49.12504172325134,3.0694949626922607,1766.06991481781
0,3.0,3.0,43.0,1.0,1.0,1.0,197.0,1.0,1.0,0.9910492666415944,0.999014330123588,0.9950158586316268,13189.0,0.9837830635818784,0.9922229423201556,1.0,0.9940944881889764,0.9970384995064164,508.0,0.9970472440944882,0.9998232486890944,1.0,1.0,1.0,16.0,1.0,1.0,0.9969512195121952,0.9608227228207641,0.9785536159600996,3063.0,0.9800878531429486,0.9923996936310612,0.9924945715608228,0.9919872739056148,0.9921681165926808,16973.0,0.9837167218381104,0.9925799126958422,575.1282789707184,78.67928194999696,7.7833545207977295,688.1575727462769
0,7.0,4.0,50.0,1.0,0.9948979591836736,0.9974424552429668,196.0,0.9974489795918368,0.9999410828963649,0.9924681780522708,0.999090150883312,0.9957681553691528,13189.0,0.9863315447862648,0.9934012843928592,1.0,0.9921414538310412,0.9960552268244576,509.0,0.9960707269155208,0.9997643315854592,1.0,1.0,1.0,16.0,1.0,1.0,0.996301277740417,0.9673522690173032,0.9816133841311909,3063.0,0.983280735515122,0.9934602014964944,0.9934798570700699,0.9931066988746832,0.9932456742142736,16973.0,0.9862143190401736,0.9936844773502546,2150.210417985916,428.4214086532593,3.989124774932861,2606.1357486248016
0,3.0,4.0,43.0,1.0,0.9949238578680204,0.9974554707379136,197.0,0.99746192893401,0.9999410863673854,0.9914234125789948,0.999165971643036,0.9952796344548922,13189.0,0.9845235406431824,0.9926357959231766,0.9980237154150198,0.9921414538310412,0.995073891625616,509.0,0.9960403594694228,0.9997054318369272,1.0,1.0,1.0,16.0,1.0,1.0,0.9959541469993256,0.9644139732288606,0.9799303367059212,3063.0,0.981775673265282,0.992871450453635,0.9925465424714001,0.9926357959231766,0.992533348575976,16974.0,0.9845377876590332,0.9929820445380956,2129.121225357056,357.77146434783936,14.116352558135985,3038.601022720337
0,16.0,5.0,41.0,1.0,0.9898477157360406,0.9948979591836734,197.0,0.9949238578680204,0.9998821727347708,0.9916447120812948,0.9988626886041398,0.9952406134320464,13189.0,0.984768200312638,0.992576882290562,1.0,0.9901768172888016,0.9950641658440276,509.0,0.9950884086444008,0.9997054318369272,1.0,1.0,1.0,16.0,1.0,1.0,0.9966239027683996,0.9637610186092068,0.9799170124481328,3063.0,0.9815210815136466,0.992871450453635,0.9928986168151176,0.99216448686226,0.9924706502920754,16974.0,0.9846239464239236,0.9929355841936756,3903.37569141388,22.262803316116333,1.8230485916137693,3934.013727426529
