Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_u2r,Recall_label_category_u2r,F1_score_label_category_u2r,Num_Obs_label_category_u2r,AUC_label_category_u2r,Accuracy_label_category_u2r,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
19.0,4.0,49.0,1.0,0.9897959183673469,0.9948717948717948,196.0,0.9948979591836735,0.9998821727347709,0.9915700737618546,0.9988626886041398,0.9952030217186023,13189.0,0.9846360999163368,0.9925179686579475,0.9980237154150198,0.9921414538310412,0.9950738916256159,509.0,0.9960403594694229,0.9997054318369271,1.0,1.0,1.0,16.0,1.0,1.0,0.9949528936742934,0.9650783289817232,0.9797879390324717,3064.0,0.9819999840451392,0.9928125368210203,0.9924795239901839,0.9924590550253328,0.9924172488084395,16974.0,0.9846352077224465,0.9928787599923582,347.54494976997375,18.748135566711426,1.6213059425354004,373.1972255706787
