Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Precision_label_category_u2r,Recall_label_category_u2r,F1_score_label_category_u2r,Num_Obs_label_category_u2r,AUC_label_category_u2r,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
19.0,4.0,49.0,1.0,0.9897959183673469,0.9948717948717948,196.0,0.9948979591836735,0.9915700737618546,0.9988626886041398,0.9952030217186023,13189.0,0.9846360999163368,0.9980237154150198,0.9921414538310412,0.9950738916256159,509.0,0.9960403594694229,1.0,1.0,1.0,16.0,1.0,0.9962887989203779,0.9637728459530026,0.9797611147976112,3064.0,0.9814910239829714,0.992720670076787,0.9922234004948746,0.9924124067290466,16974.0,0.9845433346441809,14614.521099567413
