Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Precision_label_category_u2r,Recall_label_category_u2r,F1_score_label_category_u2r,Num_Obs_label_category_u2r,AUC_label_category_u2r,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
19.0,5.0,46.0,1.0,0.9898477157360406,0.9948979591836734,197.0,0.9949238578680203,0.9913475284026785,0.9990900818926297,0.995203746365044,13188.0,0.9843534953716782,1.0,0.9960707269155207,0.9980314960629921,509.0,0.9980353634577603,1.0,1.0,1.0,16.0,1.0,0.9959486833220796,0.9631080639895527,0.979253112033195,3063.0,0.9811226876381984,0.9925459271543071,0.9923996936310611,0.9924110185986641,16973.0,0.9843181929651502,14416.29367351532
