,Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_nerisbotnet,Recall_nerisbotnet,F1_score_nerisbotnet,Num_Obs_nerisbotnet,AUC_nerisbotnet,Accuracy_nerisbotnet,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_sshscan,Recall_sshscan,F1_score_sshscan,Num_Obs_sshscan,AUC_sshscan,Accuracy_sshscan,Precision_udpscan,Recall_udpscan,F1_score_udpscan,Num_Obs_udpscan,AUC_udpscan,Accuracy_udpscan,Precision_spam,Recall_spam,F1_score_spam,Num_Obs_spam,AUC_spam,Accuracy_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,2.0,5.0,86.0,0.8156446825454282,0.9360279150915964,0.8716996460279697,24073.0,0.782787015445129,0.8246212421670501,0.98371335504886,0.9041916167664672,0.9422776911076444,334.0,0.9520291185974412,0.999021707516988,0.9707207207207208,0.9073684210526316,0.9379760609357998,475.0,0.9535101624354896,0.9984929007694138,0.9924242424242424,0.9290780141843972,0.9597069597069596,141.0,0.9645257374531327,0.9997091562888344,0.0,0.0,0.0,22.0,0.5,0.9994183125776684,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.999920678987864,0.8429301911960871,0.5938601300023495,0.6968067999081095,12769.0,0.7687287237908922,0.8255202136379258,0.8285072968829331,0.8192274133417943,0.8139028734047754,37821.0,0.7821930165422858,0.8294354402969928,49329.695152044296,358.2314944267273,42.370782375335686,49951.92905306816
0,16.0,5.0,76.0,0.9995015990364248,0.9996676774809952,0.9995846313603324,24073.0,0.9993974116238262,0.999471193252426,1.0,1.0,1.0,334.0,1.0,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.9993733354222152,0.9991385386482888,0.9992559232426084,12769.0,0.9994096014333572,0.9994976335898046,0.9994711962563158,0.9994976335898046,0.9994844058756284,37821.0,0.9994171251612308,0.9994938081614412,190089.82981896398,9421.10629105568,657.7852387428284,204191.76632142067
0,4.0,4.0,82.0,0.9999584614106504,1.0,0.9999792302739526,24073.0,0.9999636231356858,0.9999735575651806,1.0,1.0,1.0,333.0,1.0,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.999921679197995,0.9999608380654004,12768.0,0.9999608395989976,0.9999735575651806,0.999973558663562,0.9999735575651806,0.9999735573220132,37818.0,0.999963623135686,0.9999742406858856,211715.60040903089,1758.6879205703735,258.2966601848603,214970.43974399567
0,13.0,5.0,83.0,0.9990034877927254,0.9994599759066174,0.999231679714268,24073.0,0.9988570702258044,0.9990216816499208,1.0,1.0,1.0,333.0,1.0,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,0.9545454545454546,0.9767441860465116,22.0,0.9772727272727272,0.9999735589635114,1.0,1.0,1.0,7.0,1.0,1.0,0.9989811113723646,0.9981987626282404,0.9985897837668444,12769.0,0.998839910634307,0.9990481226864092,0.9990217020821788,0.9990216816499208,0.9990212994916297,37820.0,0.9988676115926828,0.9990558921004362,204158.7029774189,3668.703976392746,223.4906816482544,208850.29262638086
0,9.0,4.0,87.0,0.9997092781792508,0.9999584579594548,0.9998338525441329,24072.0,0.9997246464950024,0.9997884717080908,1.0,1.0,1.0,334.0,1.0,1.0,1.0,1.0,1.0,476.0,1.0,1.0,1.0,1.0,1.0,140.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.9999216546537136,0.9995301119899758,0.9997258449849216,12769.0,0.9997450967119254,0.9998149127445796,0.9997885074723478,0.9998149127445796,0.9998016872833112,37820.0,0.9997386787504569,0.9998028744524774,217111.10123753548,2047.473289489746,341.9012615680694,221056.6314365864
0,12.0,2.0,85.0,0.9996261992773186,0.999792298425622,0.9997092419522328,24073.0,0.9995688288753076,0.999629835276698,1.0,1.0,1.0,334.0,1.0,1.0,1.0,1.0,1.0,476.0,1.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.9996083346388844,0.999373482653301,0.9994908948502056,12769.0,0.9995869488949086,0.9996562756140768,0.999629843743074,0.9996562756140768,0.9996430506295012,37821.0,0.9995861073994441,0.9996483437225906,221951.11795282364,2079.830635547638,176.91044735908508,225538.6609761715
0,7.0,5.0,83.0,0.9997508098679292,0.9999584596851244,0.9998546239953481,24073.0,0.9997609845348364,0.9998149078505512,1.0,1.0,1.0,333.0,1.0,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,140.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,0.9999216546537136,0.9996083959899751,0.9997650007833307,12768.0,0.9997842387119248,0.9998413495861868,0.9998149325093016,0.9998413495861868,0.9998281259007794,37819.0,0.9997750162770292,0.9998286212803816,217499.72591590878,1865.5712587833405,241.30793476104736,221158.95172905922
0,4.0,1.0,89.0,0.9999169262720664,1.0,0.9999584614106504,24073.0,0.9999272621472216,0.9999471193252426,1.0,1.0,1.0,334.0,1.0,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.9998433706633252,0.999921679197995,12769.0,0.9999216853316626,0.9999471193252426,0.9999471237182372,0.9999471193252426,0.9999471183527084,37821.0,0.9999272621472214,0.9999484881462836,214236.8256251812,1430.6503043174744,132.22602653503418,216361.26165246964
0,10.0,3.0,84.0,0.999626245847176,0.9999584579594548,0.9997923243063632,24072.0,0.9996518610181386,0.9997355756518058,1.0,1.0,1.0,333.0,1.0,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,140.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,0.9999216423758032,0.999373482653301,0.9996474873682974,12769.0,0.9996667804499688,0.9997620180866256,0.9997356402118,0.9997620180866256,0.9997487862104968,37818.0,0.9996658923791388,0.9997513349737795,220610.16136884692,1967.0719640254972,287.3321805000305,224023.87248373032
0,13.0,4.0,84.0,0.9997507788161992,0.9998753738783648,0.9998130724655742,24072.0,0.999719489252078,0.9997620369635916,1.0,1.0,1.0,333.0,1.0,1.0,1.0,1.0,1.0,476.0,1.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,0.9997650191900996,0.9996084266583132,0.9996867167919798,12769.0,0.9997443378701112,0.9997884773009704,0.9997620443061244,0.9997884773009704,0.9997752562626078,37821.0,0.9997351470225396,0.9997771296487048,208959.513710022,1134.885064125061,152.8123867511749,210977.2787144184
0,3.0,2.0,82.0,0.8174032948690035,0.9357371328874672,0.8725765528461583,24073.0,0.7848734395254123,0.8260536195864839,0.9838709677419356,0.9131736526946108,0.9472049689440994,334.0,0.9565201383404766,0.9991010522976046,0.9774774774774776,0.9136842105263158,0.9445048966267682,475.0,0.9567082257012118,0.9986515784464068,1.0,0.9432624113475178,0.9708029197080292,141.0,0.9716312056737588,0.9997884828935542,0.0,0.0,0.0,22.0,0.5,0.9994183279572736,1.0,0.625,0.7692307692307693,8.0,0.8125,0.9999206810850828,0.8424710424710424,0.5980891220925679,0.6995511587432445,12769.0,0.7705449801577676,0.8265559727142933,0.8295906341209315,0.8206863730104172,0.8155609815984289,37822.0,0.784246240144455,0.830704298976136,47557.592771530144,1459.5489783287048,62.634799242019646,49557.67222738267
0,12.0,5.0,86.0,0.9997508098679292,0.9999584596851244,0.9998546239953481,24073.0,0.9997610162842264,0.9998149176383492,1.0,1.0,1.0,334.0,1.0,1.0,1.0,1.0,1.0,475.0,1.0,1.0,1.0,1.0,1.0,141.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.9999216546537136,0.9995301119899758,0.9997258449849216,12769.0,0.9997450975086396,0.9998149176383492,0.9998149402243178,0.9998149176383492,0.9998149091259478,37821.0,0.999761827955316,0.9998197085119924,222896.65297985077,2045.9501144886015,147.0222928524017,225941.93159461019
0,2.0,2.0,86.0,0.8170245176265777,0.9357786732023428,0.8723787394713913,24073.0,0.7843814070216575,0.8257225204262407,0.9933993399339934,0.9039039039039038,0.9465408805031446,333.0,0.9519252753260116,0.999100980988392,0.9725400457665904,0.8947368421052632,0.9320175438596492,475.0,0.9472077526721688,0.9983606123905974,1.0,0.9214285714285714,0.9591078066914498,140.0,0.9607142857142856,0.9997091409080092,0.0,0.0,0.0,22.0,0.5,0.9994182818160184,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.9999206747930934,0.8426503340757239,0.5926070953089514,0.6958480849694239,12769.0,0.7680999548401045,0.8250879187709881,0.8294188590543027,0.8184510431264708,0.8139646749210177,37819.0,0.7828921106795129,0.8299805312994243,49615.725054740906,304.81606698036194,34.80712103843689,50108.98734092712
