Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
6.0,2.0,27.0,0.9999334841027006,0.9870650032829941,0.9934575733544806,15230.0,0.9935034200385191,0.9938932239459642,0.8093657379964434,0.9982453575084077,0.8939374099777398,13678.0,0.9133398033207549,0.9000709372975974,0.953757225433526,0.14082503556187767,0.24541398116013882,3515.0,0.5699974077767878,0.9061160287450267,0.914534379132046,0.9000400949942942,0.8703779687148677,32423.0,0.913772932959422,0.9447972711375364,4220.679445981979,30.10922336578369,5.029515504837036,4278.926746606827
