,Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,8.0,4.0,45.0,1.0,0.9871963230466184,0.9935569139269784,15230.0,0.9935981615233092,0.9939859363434492,0.8127758558988429,0.9961985525257694,0.8951880440137953,13679.0,0.9143702818643784,0.9015852454971626,0.9296482412060302,0.15789473684210525,0.2699416342412451,3515.0,0.5782209510423817,0.907414261041204,0.913387444506522,0.9010917838638046,0.8736119509477721,32424.0,0.9151436506457192,0.9456190325446044,4063.913433551788,19.40657615661621,3.2465908527374268,4115.813535451889
0,12.0,3.0,40.0,0.9999334841027006,0.987065003282994,0.9934575733544806,15230.0,0.9935034217299001,0.9938934122871946,0.809973285841496,0.9974413334308064,0.8939850609356571,13679.0,0.9133378979770731,0.9001973846533432,0.9373848987108656,0.14480796586059744,0.2508624938393297,3515.0,0.5718159307666126,0.9062422896619788,0.9130125665827364,0.9001357019491735,0.870989457086505,32424.0,0.9139692578343016,0.9448630132608224,3524.07457280159,70.8514404296875,9.671695947647097,3662.755574703217
0,1.0,4.0,40.0,1.0,0.9870658525375878,0.9934908309928959,15231.0,0.9935329262687941,0.9939244410177333,0.812421767896525,0.9964178668031288,0.8950617283950617,13679.0,0.9142710266481238,0.9014340786430224,0.9429065743944636,0.155049786628734,0.2663083312973369,3515.0,0.576954156545083,0.9073862760215884,0.9146779945120465,0.900817270624518,0.8731374561011254,32425.0,0.9149362292606216,0.9455248321700812,4161.4302389621735,39.038931846618645,5.551868438720703,4244.506484270096
0,14.0,1.0,34.0,1.0,0.9871298181101844,0.9935232304540348,15229.0,0.9935649090550922,0.9939549085525708,0.809752625022246,0.9978799619855252,0.894026722556982,13679.0,0.9133926058327114,0.9001943065108102,0.9455909943714822,0.1433854907539118,0.2490118577075099,3515.0,0.5711911541219399,0.9062393979582396,0.913837661625854,0.9001943065108102,0.8708334668069997,32423.0,0.9139510335849328,0.9448887735537022,3923.969760894776,57.170354127883904,7.44338059425354,4024.602196931839
0,12.0,1.0,25.0,0.9999334841027006,0.9871298181101844,0.9934904008194826,15229.0,0.9935358257605368,0.9939236914345642,0.8077127502509892,1.0,0.8936295328324076,13677.0,0.9131455399061033,0.8995712655377688,1.0,0.12916073968705544,0.22877299067775256,3515.0,0.5645803698435278,0.9055858856913728,0.9188511864095126,0.8995404213318529,0.8684548131415144,32421.0,0.9131164566115476,0.9445431813892916,3667.686604499817,63.85299944877625,7.106024026870728,3786.47069311142
0,10.0,1.0,30.0,0.9995345435201808,0.9870641539168692,0.9932602088013744,15229.0,0.9933285057375888,0.9937079760656344,0.8091964920597298,0.9983915777160404,0.8938927799960726,13678.0,0.9133016360624591,0.9000061686509161,0.9585798816568049,0.13826458036984351,0.2416708105420189,3515.0,0.5687690563661235,0.9059280735303188,0.9147958011746804,0.8998211091234347,0.8698568275762633,32422.0,0.9135390421647948,0.9446610425257496,3683.923172712326,69.6738646030426,7.4480838775634775,3808.9087057113647
0,1.0,2.0,64.0,0.999601831574756,0.9890347997373604,0.994290240602,15230.0,0.9943429203990978,0.9946644460893166,0.8377187538786148,0.9869132914168738,0.9062164339419978,13678.0,0.9237084327563404,0.9138292622748582,0.8810344827586207,0.2906712172923777,0.43712574850299396,3516.0,0.6429487261223199,0.918825561312608,0.918454547613328,0.9124105600789538,0.8967185689478052,32424.0,0.926441350295015,0.9523404526557776,5064.430722951889,128.26699829101562,3.2534749507904053,5223.007441282271
0,3.0,3.0,50.0,0.9998670389575854,0.9874597859628388,0.9936246820599214,15231.0,0.9936717230087594,0.9940472518660172,0.8155421181823624,0.995978650288806,0.8967741935483872,13677.0,0.9158074099670224,0.9032755536364198,0.9274924471299094,0.1747296528173022,0.2940613026819923,3514.0,0.5865346064003489,0.9090740854975016,0.9142666362333496,0.9029671210906176,0.8769480474751858,32422.0,0.9166983704323054,0.9465461654646486,4465.794444799423,15.734190940856935,1.5400328636169434,4497.185972213745
0,7.0,4.0,53.0,0.9998006644518272,0.9879193749589652,0.9938245104190746,15231.0,0.9938724477446916,0.9942328450269854,0.8211436170212766,0.993128152642737,0.8989842173179367,13679.0,0.9176405726405832,0.9058442559753276,0.8939024390243903,0.2085348506401138,0.3381776239907728,3515.0,0.6027627556555809,0.9115188897455668,0.9129515660962392,0.9056283731688513,0.8827398789579814,32425.0,0.919314964714859,0.9479781939105071,4308.8428852558145,220.42554593086243,1.013235092163086,4544.632216453552
0,3.0,4.0,49.0,0.9997341309405118,0.9875902823374918,0.993625103220479,15230.0,0.9936788215223576,0.9940476190476192,0.8176573111364865,0.9945902478251334,0.8974866415990501,13679.0,0.9163668763798912,0.9041450777202072,0.9092159559834938,0.18805120910384068,0.3116454502593117,3515.0,0.5928840915282945,0.909943251912164,0.9131069349414624,0.9038675055514434,0.8791347104041076,32424.0,0.9176134510087588,0.9470021060541948,4266.90633392334,38.13096547126771,3.0181918144226074,4335.27582025528
