Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
2.0,5.0,41.0,1.0,0.9870667016806722,0.9934912611094592,15232.0,0.9935333508403361,0.9939246283846296,0.8101310872530992,0.9984648000584838,0.8944921081930709,13679.0,0.9138587402436763,0.9006352926663789,0.9621212121212122,0.14452347083926032,0.25129854068760826,3515.0,0.5719158463116782,0.9066489853821008,0.9157971752032692,0.9005427743169062,0.871274002581547,32426.0,0.914218772206834,0.9451095198777574,3994.8917458057404,253.2870843410492,6.767961502075195,4291.749109983444
