Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_backdoor,Recall_label_backdoor,F1_score_label_backdoor,Num_Obs_label_backdoor,AUC_label_backdoor,Accuracy_label_backdoor,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Accuracy_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Accuracy_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Accuracy_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Accuracy_label_reconnaissance,Precision_label_shellcode,Recall_label_shellcode,F1_score_label_shellcode,Num_Obs_label_shellcode,AUC_label_shellcode,Accuracy_label_shellcode,Precision_label_analysis,Recall_label_analysis,F1_score_label_analysis,Num_Obs_label_analysis,AUC_label_analysis,Accuracy_label_analysis,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
20.0,2.0,68.0,0.9798310636097225,0.9980684811237928,0.988865692414753,5695.0,0.9933579354968857,0.992000499968752,0.9666666666666667,0.8256227758007118,0.8905950095969289,281.0,0.9125569349741472,0.9964377226423349,1.0,0.75,0.8571428571428571,12.0,0.875,0.9998125117180177,0.975233455136013,0.8906192065257694,0.9310077519379845,2697.0,0.9430170596669736,0.9777513905380913,0.9904679376083189,0.9446280991735537,0.967005076142132,1210.0,0.9719422018415264,0.9951253046684582,0.9989504985132063,0.9965102076426453,0.9977288609364082,5731.0,0.9979629908709818,0.9983751015561527,1.0,0.5920679886685553,0.7437722419928826,353.0,0.7960339943342776,0.9910005624648459,1.0,0.8181818181818182,0.9,11.0,0.9090909090909092,0.9998750078120118,1.0,1.0,1.0,11.0,1.0,1.0,0.9869650259719881,0.963064808449472,0.9733499645549175,16001.0,0.978988495482418,0.99219087851444,4475.153949737549,126.87077927589417,11.996367454528809,4667.606284856796
