Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_backdoor,Recall_label_backdoor,F1_score_label_backdoor,Num_Obs_label_backdoor,AUC_label_backdoor,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Precision_label_shellcode,Recall_label_shellcode,F1_score_label_shellcode,Num_Obs_label_shellcode,AUC_label_shellcode,Precision_label_analysis,Recall_label_analysis,F1_score_label_analysis,Num_Obs_label_analysis,AUC_label_analysis,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
8.0,4.0,64.0,0.9236225668096338,0.9833157709870038,0.952534875808098,5694.0,0.9691930625919978,0.4657534246575342,0.12099644128113879,0.192090395480226,281.0,0.559257604786135,0.0,0.0,0.0,12.0,0.5,0.6051464063886424,0.25287356321839083,0.3566945606694561,2697.0,0.6097099736103982,0.6894409937888198,0.45867768595041325,0.5508684863523573,1210.0,0.7208866149679038,0.9822222222222222,0.9640551387192462,0.9730538922155688,5731.0,0.9771580718917617,0.125,0.0056657223796034,0.010840108401084013,353.0,0.5023854624936493,0.0,0.0,0.0,10.0,0.5,1.0,0.09090909090909091,0.16666666666666669,11.0,0.5454545454545454,0.8303418734855553,0.7780554861284679,0.7896952415532722,4001.0,0.49987493746873435,33.71648979187012
