Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
20.0,5.0,67.0,1.0,1.0,1.0,2840.0,1.0,1.0,1.0,1.0,81.0,1.0,0.8088235294117647,0.2864583333333333,0.4230769230769231,1344.0,0.6363922019784622,0.9270833333333334,0.15586690017513136,0.2668665667166417,571.0,0.5774622599960202,0.9980263157894737,0.9967148488830486,0.9973701512163051,3044.0,0.997751975400152,1.0,1.0,1.0,118.0,1.0,0.9619174183703304,0.8185796449112278,0.8497112946377869,7998.0,0.9078768545930037,5451.9022743701935
