Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
20.0,1.0,67.0,0.9992960225272791,1.0,0.9996478873239436,2839.0,0.9998062015503876,1.0,1.0,1.0,82.0,1.0,0.7982646420824295,0.27380952380952384,0.4077562326869807,1344.0,0.6299175342563772,0.9134615384615384,0.16637478108581435,0.28148148148148144,571.0,0.58258157471092,0.999013482407103,0.9977011494252873,0.9983568846533026,3045.0,0.9985477890848682,1.0,1.0,1.0,117.0,1.0,0.9592962839841082,0.8175793948487122,0.8484305286995762,7998.0,0.9073882307033608,5388.0825715065
