"Repetition","Fold","auc.multiclass", "auc.background","auc.dos","auc.scan","auc.weighted","acc.overall","acc.background","acc.dos","acc.scan"
19,2,0.792,0.808,0.892,0.724,0.807,0.926675094816688,0.952879617437106,0.965551352463557,0.80668358714044
19,1,0.806,0.852,0.865,0.815,0.85,0.923514538558786,0.951250147771604,0.961646112131549,0.687301587301587
19,4,0.785,0.791,0.834,0.751,0.791,0.929248262792167,0.964448793215916,0.978956508607671,0.830810369833213
19,3,0.777,0.8,0.889,0.733,0.8,0.92156862745098,0.936973392461197,0.987105093488072,0.746612623045744
20,1,0.804,0.815,0.86,0.778,0.815,0.929248262792167,0.942229809784365,0.966132072556472,0.738221833355768
20,5,0.791,0.828,0.87,0.776,0.827,0.924098671726755,0.952322617193032,0.932146709816613,0.82422024188415
19,5,0.809,0.856,0.869,0.821,0.855,0.924778761061947,0.943062156369397,0.946366968520914,0.820659900965828
20,2,0.803,0.834,0.896,0.783,0.834,0.924146649810367,0.963541666666667,0.98742746615087,0.707487768559881
1,3,0.797,0.845,0.88,0.783,0.843,0.923466160657812,0.926596611676381,0.95830639948287,0.711554013073657
1,4,0.833,0.854,0.905,0.817,0.854,0.925363693864643,0.945452029984404,0.931457344179998,0.695504664970314
1,2,0.753,0.783,0.837,0.716,0.781,0.921618204804046,0.948913748378729,0.957108202750553,0.759047619047619
1,1,0.813,0.852,0.872,0.832,0.852,0.924146649810367,0.951250147771604,0.959469941822883,0.807268489086671
2,1,0.79,0.798,0.874,0.738,0.798,0.927939317319848,0.965359477124183,0.941991341991342,0.773918575063613
2,2,0.786,0.786,0.903,0.722,0.787,0.922882427307206,0.922001677383282,0.941666666666667,0.687301587301587
2,5,0.805,0.827,0.894,0.767,0.827,0.92662871600253,0.963820078226858,0.975476123792186,0.773901973265436
2,3,0.753,0.778,0.823,0.729,0.777,0.920986093552465,0.947658167439324,0.954524656309145,0.830793650793651
2,4,0.796,0.83,0.856,0.789,0.829,0.927984838913456,0.957479708445425,0.959477667035807,0.771111175819696
1,5,0.912,0.972,0.952,0.962,0.97,0.943181818181818,0.967993225399934,0.977759511878981,0.850240874559941
20,4,0.761,0.792,0.794,0.763,0.79,0.922882427307206,0.906770981156756,0.97258250679813,0.750032010243278
12,1,0.774,0.783,0.858,0.724,0.783,0.927984838913456,0.955598717474411,0.988056810845707,0.791492798492395
11,3,0.797,0.816,0.878,0.769,0.816,0.924194567277322,0.943796477495108,0.987113402061856,0.738221833355768
9,5,0.794,0.815,0.878,0.74,0.814,0.929203539823009,0.954925013767754,0.965551352463557,0.874554707379135
20,3,0.819,0.858,0.905,0.802,0.857,0.929203539823009,0.965359477124183,0.989637305699482,0.760204081632653
11,2,0.768,0.765,0.848,0.705,0.765,0.926675094816688,0.96324007807417,0.976810076939695,0.80668358714044
11,1,0.776,0.795,0.875,0.721,0.794,0.924194567277322,0.96324007807417,0.987749838813669,0.723868706182282
10,1,0.763,0.802,0.853,0.745,0.801,0.921618204804046,0.939561413878709,0.926159594655398,0.792402060065968
12,3,0.801,0.817,0.896,0.758,0.817,0.928571428571429,0.940345280115848,0.938975356679637,0.809036658141517
11,5,0.797,0.84,0.848,0.811,0.839,0.924098671726755,0.941127319076618,0.947801428371377,0.807251908396946
11,4,0.795,0.826,0.871,0.761,0.824,0.92662871600253,0.930463461804117,0.964617131732641,0.709718670076726
10,3,0.808,0.83,0.857,0.808,0.83,0.925363693864643,0.962613784135241,0.988680465717982,0.78611729179911
9,4,0.807,0.842,0.863,0.805,0.841,0.922833649588868,0.950660779629238,0.963658585253916,0.472098922003805
9,3,0.84,0.891,0.901,0.848,0.889,0.929248262792167,0.958388940789181,0.941998084113594,0.768894147697393
10,5,0.821,0.849,0.877,0.809,0.848,0.926675094816688,0.962914769030579,0.977746474414777,0.848067173637516
12,2,0.824,0.874,0.905,0.833,0.873,0.920986093552465,0.93923631634945,0.946366968520914,0.660181067344346
10,4,0.79,0.809,0.903,0.731,0.809,0.925410872313527,0.934664002766358,0.976155576765749,0.704637936951513
10,2,0.815,0.869,0.894,0.837,0.868,0.925457991156033,0.964448793215916,0.972590420332356,0.739163098189467
3,1,0.782,0.788,0.873,0.718,0.788,0.922833649588868,0.915624842783116,0.976148650953372,0.616054334943933
16,1,0.762,0.788,0.829,0.73,0.786,0.922299431459255,0.96084142394822,0.987741935483871,0.773067173637516
6,2,0.775,0.809,0.863,0.732,0.807,0.924826279216677,0.943796477495108,0.962357349684892,0.723901973265436
12,5,0.739,0.76,0.801,0.688,0.757,0.92156862745098,0.939536878216124,0.95830639948287,0.673265436028008
18,5,0.777,0.795,0.86,0.724,0.794,0.922250316055626,0.962938881664499,0.922228661030815,0.639382402707276
4,1,0.758,0.768,0.865,0.696,0.768,0.918406072106262,0.879446090113366,0.939890655261459,0.66008866008866
16,5,0.807,0.821,0.873,0.772,0.821,0.928571428571429,0.948066841415465,0.940512179294408,0.808445011699638
8,3,0.779,0.818,0.835,0.772,0.816,0.921667719519899,0.920874049945711,0.973350928492766,0.687835746153146
9,2,0.797,0.828,0.902,0.762,0.828,0.920353982300885,0.933772845953003,0.970124570446735,0.623751600512164
18,1,0.793,0.811,0.86,0.779,0.812,0.927939317319848,0.963843648208469,0.989003880983182,0.838174874139228
15,4,0.839,0.863,0.933,0.784,0.861,0.929248262792167,0.965359477124183,0.947087776866284,0.830810369833213
8,1,0.76,0.775,0.807,0.748,0.775,0.920353982300885,0.916183946092919,0.94328545371637,0.723600508905852
13,4,0.769,0.794,0.804,0.779,0.793,0.923514538558786,0.952021059782609,0.956785413854491,0.78219836250429
17,4,0.755,0.805,0.842,0.748,0.803,0.920404295641188,0.950385080036243,0.967994947175012,0.70750425170068
13,2,0.821,0.819,0.915,0.746,0.82,0.929203539823009,0.938810615989515,0.978679653679654,0.760204081632653
18,4,0.791,0.836,0.876,0.781,0.835,0.925363693864643,0.943364682687696,0.960571736785329,0.782182103610675
5,4,0.802,0.835,0.87,0.777,0.834,0.9273531269741,0.949586280528493,0.897719888947959,0.808460884353742
14,1,0.79,0.826,0.823,0.807,0.825,0.923514538558786,0.951250147771604,0.959469941822883,0.751395069576888
7,3,0.804,0.837,0.889,0.782,0.836,0.925410872313527,0.962037637897469,0.988372093023256,0.902539682539683
17,1,0.819,0.839,0.898,0.796,0.84,0.925410872313527,0.942660799652325,0.964623865110246,0.723316391359593
14,4,0.772,0.785,0.866,0.712,0.785,0.923562855337966,0.945171582173542,0.935394311020269,0.688154420467996
17,2,0.748,0.789,0.79,0.765,0.788,0.919089759797724,0.946680661243768,0.9501287001287,0.806950625132443
14,5,0.805,0.819,0.88,0.769,0.819,0.925457991156033,0.964448793215916,0.933110343198063,0.639082646374974
18,3,0.792,0.815,0.872,0.746,0.814,0.92662871600253,0.929531615925059,0.962666712146536,0.752825762422691
6,3,0.797,0.834,0.867,0.801,0.834,0.924146649810367,0.962638076673164,0.988056810845707,0.723600508905852
15,5,0.8,0.826,0.882,0.782,0.826,0.924098671726755,0.952322617193032,0.937369051182281,0.759030677073879
6,5,0.804,0.814,0.897,0.763,0.815,0.927893738140417,0.964122635355512,0.965544821032626,0.830776910510074
17,5,0.842,0.856,0.901,0.808,0.855,0.936788874841972,0.969656992084433,0.951029726959277,0.858391279834618
16,2,0.818,0.867,0.899,0.82,0.866,0.929158760278305,0.961305053785265,0.947801428371377,0.707996044522123
4,2,0.771,0.786,0.863,0.713,0.785,0.927307206068268,0.965663832570307,0.974791576829093,0.709735012215749
7,5,0.826,0.849,0.889,0.805,0.848,0.927261227071474,0.963820078226858,0.978064618308521,0.723015873015873
8,4,0.819,0.841,0.879,0.799,0.84,0.93168880455408,0.955394425718167,0.99090318388564,0.924856779121579
13,3,0.795,0.845,0.893,0.775,0.844,0.922833649588868,0.962914769030579,0.955838444157521,0.723868706182282
7,1,0.803,0.799,0.904,0.721,0.799,0.929835651074589,0.934847198641766,0.948652020237023,0.7411401829398
6,1,0.819,0.848,0.91,0.766,0.846,0.929158760278305,0.965032679738562,0.990266060999351,0.746612623045744
16,3,0.82,0.857,0.887,0.83,0.857,0.924826279216677,0.963541666666667,0.973350928492766,0.743116119549241
15,2,0.792,0.823,0.845,0.784,0.822,0.9273531269741,0.964448793215916,0.975490367469669,0.781896129348359
13,1,0.806,0.833,0.914,0.762,0.833,0.92293114339861,0.951502673024129,0.973350928492766,0.700555170020819
5,1,0.782,0.822,0.844,0.784,0.821,0.920986093552465,0.961713173264114,0.957108202750553,0.660181067344346
18,2,0.799,0.818,0.875,0.769,0.818,0.924873737373737,0.96324007807417,0.975174269291916,0.723316391359593
3,2,0.8,0.841,0.89,0.769,0.839,0.925410872313527,0.952879617437106,0.976810076939695,0.66049872935197
7,4,0.792,0.823,0.889,0.773,0.823,0.920986093552465,0.93923631634945,0.957108202750553,0.700538163300735
13,5,0.789,0.83,0.864,0.761,0.827,0.93236409608091,0.957785447224619,0.95536969037581,0.904336734693878
3,3,0.799,0.849,0.866,0.802,0.847,0.92293114339861,0.962012987012987,0.959154669619786,0.785833333333333
8,2,0.784,0.794,0.895,0.713,0.794,0.929248262792167,0.944304435483871,0.94887583035258,0.765019020799368
14,2,0.808,0.851,0.865,0.814,0.85,0.924731182795699,0.951225823623351,0.974784250269687,0.78611729179911
3,4,0.801,0.826,0.904,0.752,0.825,0.924778761061947,0.963541666666667,0.921415060881901,0.72246835443038
16,4,0.783,0.809,0.887,0.736,0.808,0.924098671726755,0.951225823623351,0.989313471502591,0.615538210201488
14,3,0.824,0.875,0.926,0.818,0.874,0.929158760278305,0.965946299934512,0.98741935483871,0.802659485404923
12,4,0.842,0.88,0.929,0.823,0.879,0.934892541087231,0.968729427254773,0.979275276908896,0.800992317541613
17,3,0.902,0.973,0.962,0.959,0.972,0.951296647691335,0.962651694797043,0.988996763754045,0.832156515250443
4,5,0.837,0.855,0.913,0.786,0.854,0.933628318584071,0.966885245901639,0.979858730346377,0.859758788057067
3,5,0.803,0.86,0.84,0.852,0.859,0.926675094816688,0.964146023468057,0.941633898702976,0.875749840459477
8,5,0.824,0.87,0.911,0.818,0.869,0.929791271347249,0.959566436583261,0.974784250269687,0.735899742930591
9,1,0.791,0.844,0.882,0.781,0.842,0.93109987357775,0.967784352399737,0.971471774193548,0.805371139285476
4,3,0.82,0.874,0.916,0.82,0.873,0.924194567277322,0.96324007807417,0.955855093488072,0.795934626240554
6,4,0.794,0.84,0.852,0.812,0.839,0.919140871762476,0.960245636716225,0.986182519280206,0.695220951574192
5,3,0.814,0.85,0.928,0.771,0.849,0.928571428571429,0.967191601049869,0.976810076939695,0.658298818062431
5,2,0.832,0.885,0.921,0.839,0.884,0.925410872313527,0.963843648208469,0.970124570446735,0.79892877278707
5,5,0.814,0.844,0.885,0.79,0.843,0.925996204933586,0.962313190383366,0.977441596365996,0.972767574414186
7,2,0.889,0.968,0.946,0.959,0.967,0.939355653821857,0.949292776214188,0.939585348162476,0.803574890674479
15,1,0.788,0.838,0.854,0.814,0.837,0.918406072106262,0.944893341952165,0.985852090032154,0.723299427844882
15,3,0.814,0.858,0.908,0.797,0.856,0.922882427307206,0.962337662337662,0.937376406268176,0.63911758496939
4,4,0.81,0.836,0.863,0.816,0.836,0.923514538558786,0.961413748378729,0.974468161563892,0.848067173637516
