"Repetition","Fold","auc.multiclass", "auc.background","auc.dos","auc.scan","auc.weighted","acc.overall","acc.background","acc.dos","acc.scan"
19,2,0.867,0.994,0.928,0.799,0.945,0.883571780957079,0.978113091524146,0.896926096889644,0.888600300164653
19,1,0.873,0.995,0.932,0.808,0.948,0.883267522211254,0.978104773780569,0.896317080973113,0.793274150374411
19,4,0.868,0.995,0.928,0.803,0.946,0.88378978534419,0.978231401332938,0.897447487869509,0.897313026250619
19,3,0.871,0.995,0.932,0.802,0.947,0.882802862077473,0.9773639232679,0.896529247150365,0.850113589425857
20,1,0.839,0.992,0.914,0.756,0.934,0.884050820278771,0.979134900553082,0.897553483276022,0.834940188421966
20,5,0.874,0.995,0.931,0.812,0.948,0.883281924737816,0.978358537915825,0.896286534873437,0.875969198088157
19,5,0.869,0.995,0.928,0.805,0.946,0.882802862077473,0.978365356612256,0.895886043261219,0.811043954804808
20,2,0.866,0.992,0.929,0.796,0.944,0.882186035035776,0.978859750523197,0.894861909773285,0.74745994286424
1,3,0.866,0.992,0.929,0.795,0.944,0.881939304219097,0.977618378226665,0.894910279332366,0.769068322981366
1,4,0.871,0.995,0.93,0.807,0.947,0.883281924737816,0.978490329561402,0.896885068998839,0.844277259906564
1,2,0.867,0.995,0.929,0.797,0.946,0.882432765852455,0.977737070013012,0.894914542396224,0.76065782922579
1,1,0.868,0.995,0.927,0.802,0.946,0.882817318366844,0.977620128337196,0.895683894780639,0.830683438044454
2,1,0.841,0.992,0.917,0.758,0.935,0.883913150752529,0.978862337724436,0.897305132069082,0.88279037251573
2,2,0.871,0.992,0.931,0.805,0.946,0.883172958302492,0.977870962701316,0.896877819932107,0.859113566140034
2,5,0.867,0.993,0.928,0.799,0.945,0.883514313919052,0.978475480931308,0.896876703541415,0.8616149992033
2,3,0.867,0.992,0.929,0.795,0.944,0.881707166646108,0.976860890723837,0.89499374113317,0.825652232157808
2,4,0.87,0.993,0.931,0.8,0.946,0.883187368940422,0.979409931201237,0.895687432033556,0.773246154089018
1,5,0.901,0.998,0.945,0.857,0.96,0.889464594127807,0.984966377732038,0.899111420001151,0.809547388719138
20,4,0.864,0.992,0.926,0.794,0.943,0.883296323710831,0.977764340269905,0.89662702167083,0.833170451724994
12,1,0.841,0.991,0.917,0.76,0.935,0.88457269700333,0.979387299151774,0.897174487261438,0.860891673721616
11,3,0.844,0.991,0.918,0.762,0.936,0.88378978534419,0.978747249563513,0.896849572530704,0.84046378968254
9,5,0.861,0.992,0.926,0.789,0.942,0.884131293188549,0.978617902371824,0.897572587983906,0.876086610130482
20,3,0.869,0.995,0.93,0.803,0.947,0.88378978534419,0.978736023036089,0.896938453678906,0.804828099789003
11,2,0.838,0.991,0.916,0.753,0.934,0.883557419514,0.9779808467871,0.897650756013386,0.90863659295784
11,1,0.865,0.992,0.929,0.793,0.944,0.88366641993585,0.978607123835264,0.896993488787057,0.82843501984127
10,1,0.865,0.992,0.928,0.796,0.943,0.881721756290084,0.976992154740312,0.894374519581875,0.83774607177087
12,3,0.866,0.992,0.929,0.796,0.944,0.884036516160869,0.97913345191822,0.896736793140069,0.864335317460317
11,5,0.872,0.996,0.93,0.809,0.948,0.883172958302492,0.978247125351911,0.896288068484647,0.855341439866399
11,4,0.868,0.992,0.928,0.801,0.944,0.883528685996299,0.97850206123473,0.897079811420046,0.834927154370738
10,3,0.868,0.995,0.928,0.801,0.946,0.883528685996299,0.977975296876414,0.897274734152447,0.897244582043344
9,4,0.871,0.996,0.93,0.805,0.947,0.883405305367057,0.978106175286751,0.897528978493326,0.875643361219689
9,3,0.88,0.996,0.933,0.823,0.951,0.884449377235171,0.979895071963142,0.897564349225149,0.847453216011897
10,5,0.871,0.996,0.929,0.809,0.947,0.883637709772952,0.977845188182408,0.897594419991048,0.927971508560763
12,2,0.869,0.996,0.929,0.803,0.946,0.882693968175651,0.977609733131599,0.896604094854033,0.832877318419935
10,4,0.869,0.995,0.93,0.803,0.946,0.882926227485813,0.977868228589829,0.896751958186353,0.82227385377943
10,2,0.875,0.996,0.932,0.812,0.949,0.884297520661157,0.978616544254528,0.896129932923506,0.803110001072197
3,1,0.841,0.992,0.917,0.757,0.935,0.883623349376774,0.978378498153347,0.897720988687197,0.815786210722093
16,1,0.863,0.992,0.927,0.792,0.943,0.882294879703887,0.976719141310265,0.896549371989652,0.884474384358372
6,2,0.872,0.993,0.931,0.805,0.946,0.883187368940422,0.978369380554781,0.896902873734246,0.815688372002009
12,5,0.836,0.991,0.914,0.748,0.932,0.882403751233959,0.977227769525356,0.89612978221165,0.841157830316547
18,5,0.861,0.992,0.925,0.789,0.942,0.882556131260794,0.977850771880623,0.895809932601627,0.844283798752405
4,1,0.834,0.991,0.913,0.747,0.931,0.882418260333128,0.977779559572159,0.896234629779682,0.777486033519553
16,5,0.843,0.993,0.918,0.759,0.936,0.884667571234735,0.979508986558493,0.897606091570762,0.883530058604426
8,3,0.864,0.995,0.926,0.795,0.944,0.883296323710831,0.977999928396441,0.897276137243555,0.828901703937583
9,2,0.865,0.992,0.927,0.796,0.943,0.882171499074645,0.977995869104695,0.895586059403894,0.773412927485879
18,1,0.873,0.992,0.932,0.806,0.947,0.883927470087579,0.97835883412747,0.896799465546907,0.895007533705996
15,4,0.865,0.994,0.928,0.794,0.945,0.8834628190899,0.97874827109857,0.896577297762617,0.819588684054227
8,1,0.841,0.991,0.916,0.758,0.934,0.881953867028494,0.97650281140012,0.895914935428781,0.856328957146396
13,4,0.867,0.991,0.927,0.8,0.943,0.882693968175651,0.978001409781027,0.895662397325682,0.822538137169788
17,4,0.868,0.993,0.93,0.799,0.945,0.882323917602072,0.97710503391524,0.895904994612725,0.836169275458087
13,2,0.839,0.993,0.917,0.751,0.935,0.884653343202566,0.97913345191822,0.898495903737839,0.864126394052045
18,4,0.876,0.995,0.934,0.811,0.949,0.883405305367057,0.978363930454669,0.896631126229513,0.855334925264071
5,4,0.869,0.994,0.928,0.802,0.945,0.883557419514,0.979128541912633,0.895622462620167,0.874510894873392
14,1,0.87,0.993,0.93,0.803,0.946,0.883187368940422,0.977867265967036,0.896686079670089,0.884806501547988
7,3,0.874,0.996,0.932,0.81,0.949,0.883187368940422,0.977729172585249,0.896496924128503,0.847502169331846
17,1,0.87,0.995,0.93,0.803,0.947,0.883172958302492,0.977611083818223,0.896678518602123,0.875975715524718
14,4,0.844,0.991,0.918,0.763,0.936,0.882817318366844,0.978375004481883,0.896363454003937,0.812076760775646
17,2,0.87,0.992,0.929,0.804,0.945,0.882556131260794,0.97735201719249,0.895736886007549,0.875913765332673
14,5,0.869,0.995,0.929,0.802,0.946,0.88332511100148,0.97861251450809,0.89681385938392,0.866488675530279
18,3,0.869,0.993,0.93,0.8,0.946,0.883144126357354,0.978762835885889,0.896321475784542,0.763533974740505
6,3,0.874,0.995,0.932,0.81,0.948,0.883049592894153,0.977727796503902,0.896678518602123,0.869113048055487
15,5,0.868,0.995,0.927,0.803,0.945,0.882403751233959,0.977349206865348,0.895635666451131,0.869161917740337
6,5,0.868,0.995,0.928,0.803,0.946,0.883281924737816,0.977982833502887,0.896533584693189,0.898974805628581
17,5,0.873,0.995,0.929,0.812,0.948,0.885654372764278,0.980775658937709,0.89814028721513,0.897750092971365
16,2,0.872,0.993,0.93,0.808,0.946,0.884022208513263,0.980513949743648,0.896353990008854,0.781041692543369
4,2,0.864,0.993,0.928,0.792,0.944,0.883804119896386,0.979876521525944,0.896701757631191,0.784240278389837
7,5,0.869,0.993,0.928,0.803,0.945,0.883172958302492,0.978110290501616,0.896931632678933,0.853426120881843
8,4,0.871,0.996,0.93,0.806,0.948,0.885516901060942,0.979380686767537,0.89896804686089,0.920674051173493
13,3,0.877,0.996,0.934,0.813,0.95,0.882802862077473,0.977724935544536,0.895454195663781,0.830676948990556
7,1,0.867,0.992,0.931,0.794,0.944,0.883281924737816,0.979157436273365,0.896332269715996,0.778052508741104
6,1,0.866,0.995,0.927,0.8,0.945,0.884392350400987,0.979615392828924,0.897812420593871,0.816523744559215
16,3,0.867,0.996,0.927,0.801,0.945,0.883310719131615,0.978484957051067,0.896433080038798,0.844820627232625
15,2,0.877,0.995,0.933,0.815,0.949,0.884406612385887,0.979239169471626,0.897321853000844,0.856746577659502
13,1,0.87,0.995,0.93,0.804,0.947,0.882186035035776,0.977981490913775,0.895485832523964,0.780610346110904
5,1,0.867,0.995,0.927,0.802,0.945,0.881924737816163,0.977103438861932,0.895688854622215,0.834149040728104
18,2,0.868,0.993,0.929,0.799,0.945,0.88320177602368,0.978486328578011,0.896703287332125,0.819062191165302
3,2,0.865,0.995,0.927,0.797,0.945,0.883172958302492,0.977855469255257,0.897499732577867,0.857730873978708
7,4,0.869,0.995,0.929,0.803,0.946,0.882294879703887,0.977355029369247,0.8957819656955,0.819104566810989
13,5,0.867,0.995,0.927,0.803,0.945,0.884145589142505,0.978866558757764,0.89683275319612,0.905972445986698
3,3,0.868,0.996,0.928,0.802,0.946,0.882831771090281,0.977350560782745,0.895928271784591,0.879898669577768
8,2,0.87,0.992,0.932,0.801,0.946,0.883049592894153,0.979384967728274,0.89488332416825,0.776147879880627
14,2,0.871,0.995,0.928,0.807,0.947,0.883775447254781,0.977980089407593,0.897320419477803,0.890316870242521
3,4,0.873,0.995,0.932,0.808,0.948,0.883172958302492,0.978231401332938,0.896886474961822,0.875649913344887
16,4,0.87,0.995,0.931,0.8,0.947,0.883049592894153,0.977489904353049,0.895696725766825,0.762519573160123
14,3,0.873,0.996,0.932,0.808,0.949,0.884857460199926,0.979244837390041,0.896434933807741,0.821944615902587
12,4,0.881,0.997,0.937,0.819,0.952,0.886229022704837,0.980887270305135,0.898913071782903,0.871852978946119
17,3,0.899,0.999,0.944,0.853,0.96,0.891905231984205,0.987614892220155,0.898699415935635,0.780659246823055
4,5,0.867,0.993,0.929,0.796,0.945,0.884145589142505,0.979493501615811,0.896617756852707,0.798814568727983
3,5,0.872,0.995,0.928,0.813,0.947,0.883187368940422,0.978492856428605,0.89509559834318,0.8682407292571
8,5,0.869,0.996,0.927,0.806,0.946,0.884022208513263,0.980005124489458,0.896373998110505,0.786845342669481
9,1,0.876,0.996,0.932,0.814,0.949,0.883804119896386,0.979493801652893,0.894688050961776,0.794777585100166
4,3,0.876,0.996,0.933,0.815,0.95,0.882955106068081,0.977863821671541,0.89571075524073,0.860070649479425
6,4,0.87,0.995,0.928,0.806,0.947,0.881460466263723,0.976850305953727,0.894495297177868,0.784178228253327
5,3,0.871,0.996,0.93,0.807,0.947,0.883035163479334,0.979746963571399,0.895578002288442,0.735633483736482
5,2,0.873,0.996,0.931,0.809,0.948,0.883078441045881,0.978738764144089,0.89563056061743,0.804779040292131
5,5,0.865,0.995,0.928,0.795,0.945,0.882048118445404,0.978101260788534,0.895330783022088,0.735625028964808
7,2,0.89,0.999,0.939,0.838,0.956,0.885654372764278,0.985104541944268,0.892192041952117,0.715329022441993
15,1,0.87,0.995,0.929,0.805,0.947,0.882033563672261,0.976470591823464,0.895032633679293,0.815081265280786
