"Repetition","Fold","auc.multiclass", "auc.background","auc.dos","auc.scan","auc.weighted","acc.overall","acc.background","acc.dos","acc.scan"
19,2,0.722,0.884,0.603,0.618,0.609,0.802090931193776,NA,0.90102140077821,0.906979571984436
19,1,0.695,0.821,0.624,0.62,0.626,0.801264899051326,0.494038929440389,0.621737640724425,0.636922967131555
19,4,0.746,0.914,0.6,0.62,0.608,0.801799610894942,NA,0.650973236009732,0.656934306569343
19,3,0.74,0.904,0.619,0.629,0.625,0.801361536591296,NA,0.567518248175182,0.57360097323601
20,1,0.575,0.692,0.515,0.508,0.516,0.801799610894942,NA,NA,NA
20,5,0.741,0.896,0.619,0.635,0.625,0.801799610894942,NA,NA,NA
19,5,0.736,0.906,0.597,0.609,0.603,0.80034046692607,NA,0.463328460038986,0.469298245614035
20,2,0.623,0.667,0.601,0.598,0.602,0.798687089715536,NA,0.434016593460224,0.439995119570522
1,3,0.623,0.679,0.604,0.6,0.604,0.800875273522976,NA,0.57976684208692,0.585743909664378
1,4,0.748,0.906,0.605,0.621,0.611,0.801556420233463,NA,0.5676158027095,0.573578324004218
1,2,0.732,0.909,0.61,0.618,0.615,0.800535149598638,NA,0.614612503070499,0.620630680422501
1,1,0.726,0.907,0.599,0.61,0.605,0.801361536591296,NA,0.631988742964353,0.638086303939962
2,1,0.57,0.672,0.531,0.521,0.531,0.802090931193776,NA,0.90102140077821,0.906979571984436
2,2,0.643,0.695,0.614,0.629,0.618,0.801994648504014,NA,NA,NA
2,5,0.639,0.724,0.599,0.609,0.602,0.801556420233463,NA,0.400875699343225,0.40683531987351
2,3,0.639,0.711,0.608,0.61,0.609,0.800145878920496,NA,0.463230816077954,0.469320950060901
2,4,0.64,0.714,0.612,0.612,0.613,0.799854085603113,0.494040379469715,0.5260009765625,0.540338459035066
1,5,0.833,0.974,0.693,0.686,0.695,0.806177042801556,0.996213971665852,0.74753937007874,0.658010779029887
20,4,0.643,0.735,0.59,0.601,0.594,0.802285992217899,NA,0.901094890510949,0.907177615571776
12,1,0.555,0.627,0.528,0.516,0.527,0.801895964997569,NA,0.900923899829808,0.907002188183808
11,3,0.556,0.618,0.535,0.52,0.534,0.801799610894942,NA,NA,NA
9,5,0.619,0.69,0.585,0.593,0.588,0.801751398686451,NA,0.601120311738919,0.607087189478811
20,3,0.745,0.91,0.612,0.62,0.617,0.801556420233463,NA,0.634724595232284,0.640704580587422
11,2,0.568,0.673,0.525,0.518,0.525,0.801799610894942,NA,NA,NA
11,1,0.628,0.692,0.6,0.605,0.602,0.801799610894942,NA,0.601144387630874,0.607109812515218
10,1,0.622,0.672,0.601,0.609,0.603,0.800875273522976,NA,0.500803310613437,0.50688899707887
12,3,0.625,0.694,0.602,0.596,0.602,0.801799610894942,NA,NA,NA
11,5,0.75,0.911,0.609,0.623,0.615,0.801118405057136,NA,0.400754074434444,0.40683531987351
11,4,0.627,0.682,0.603,0.613,0.606,0.801799610894942,NA,NA,NA
10,3,0.735,0.902,0.601,0.612,0.607,0.801799610894942,NA,NA,NA
9,4,0.749,0.923,0.613,0.622,0.619,0.801799610894942,NA,NA,NA
9,3,0.754,0.908,0.626,0.644,0.632,0.801604668125456,NA,NA,NA
10,5,0.747,0.92,0.6,0.619,0.608,0.801994648504014,NA,NA,NA
12,2,0.732,0.903,0.602,0.608,0.606,0.801799610894942,NA,0.651046738072055,0.657010710808179
10,4,0.74,0.903,0.609,0.622,0.615,0.801847799659616,NA,NA,NA
10,2,0.749,0.922,0.634,0.634,0.637,0.80374513618677,NA,0.708278813651728,0.714289608548686
3,1,0.573,0.658,0.532,0.521,0.531,0.801994648504014,NA,NA,NA
16,1,0.637,0.73,0.596,0.605,0.599,0.801799610894942,NA,NA,NA
6,2,0.642,0.716,0.614,0.63,0.618,0.801313229571984,NA,0.525925024342746,0.53188899707887
12,5,0.561,0.662,0.52,0.516,0.521,0.801508148868888,0.494038929440389,0.400949136042833,0.406934306569343
18,5,0.622,0.701,0.58,0.593,0.584,0.801556420233463,NA,0.601022644265887,0.606988069150231
4,1,0.541,0.616,0.507,0.501,0.507,0.801799610894942,NA,NA,NA
16,5,0.588,0.715,0.53,0.509,0.529,0.80204280155642,NA,0.900997324252007,0.906956944782291
8,3,0.731,0.891,0.588,0.606,0.595,0.80204280155642,NA,0.900997324252007,0.906956944782291
9,2,0.626,0.699,0.593,0.605,0.596,0.801799610894942,NA,NA,NA
18,1,0.637,0.697,0.623,0.623,0.624,0.802090931193776,NA,0.90102140077821,0.906979571984436
15,4,0.66,0.783,0.593,0.599,0.597,0.800875273522976,NA,0.593405253283302,0.599502814258912
8,1,0.581,0.701,0.53,0.515,0.529,0.801847799659616,NA,NA,NA
13,4,0.625,0.675,0.595,0.606,0.598,0.800632141988816,0.493920233463035,0.525852618757613,0.549822559320855
17,4,0.654,0.746,0.613,0.619,0.616,0.802285992217899,NA,0.901094890510949,0.90705596107056
13,2,0.587,0.71,0.525,0.504,0.523,0.80204280155642,NA,NA,NA
18,4,0.747,0.904,0.632,0.638,0.636,0.801799610894942,NA,NA,NA
5,4,0.659,0.783,0.599,0.609,0.603,0.801556420233463,NA,0.400875699343225,0.40683531987351
14,1,0.643,0.714,0.61,0.618,0.612,0.801604668125456,NA,NA,NA
7,3,0.758,0.927,0.619,0.635,0.625,0.801604668125456,NA,0.651218026796589,0.594564555420219
17,1,0.728,0.881,0.61,0.619,0.615,0.80204280155642,NA,0.734404153484222,0.740366674778941
14,4,0.564,0.622,0.538,0.533,0.538,0.801556420233463,NA,0.400875699343225,0.40683531987351
17,2,0.624,0.659,0.614,0.616,0.615,0.801313229571984,NA,0.400851581508516,0.406812652068127
14,5,0.737,0.897,0.607,0.617,0.612,0.801799610894942,NA,NA,NA
18,3,0.665,0.779,0.608,0.622,0.613,0.800097276264591,NA,0.559067470778094,0.565175460028032
6,3,0.76,0.93,0.624,0.629,0.628,0.801799610894942,NA,NA,NA
15,5,0.727,0.892,0.599,0.611,0.604,0.801751398686451,NA,0.400973236009732,0.406934306569343
6,5,0.748,0.921,0.602,0.614,0.608,0.801361536591296,NA,0.400778210116732,0.406857976653696
17,5,0.746,0.917,0.605,0.62,0.612,0.801604668125456,NA,NA,NA
16,2,0.64,0.704,0.612,0.617,0.614,0.801556420233463,NA,0.400973236009732,0.406934306569343
4,2,0.639,0.731,0.596,0.603,0.599,0.800389010454656,NA,0.463352618757613,0.469320950060901
7,5,0.649,0.747,0.599,0.613,0.603,0.800875273522976,NA,0.400729927007299,0.406812652068127
8,4,0.745,0.919,0.607,0.616,0.613,0.802090931193776,NA,0.776070820150888,0.782155025553663
13,3,0.752,0.929,0.635,0.642,0.639,0.802285992217899,NA,0.701389566065334,0.707362262311068
7,1,0.63,0.677,0.61,0.61,0.611,0.800097276264591,NA,0.548157724628313,0.554140630611219
6,1,0.718,0.884,0.585,0.608,0.593,0.800826848249027,NA,0.472402992865843,0.478371324169132
16,3,0.731,0.892,0.593,0.605,0.599,0.801799610894942,NA,NA,NA
15,2,0.765,0.92,0.629,0.643,0.635,0.80204280155642,NA,0.701144387630874,0.707109812515218
13,1,0.725,0.891,0.608,0.622,0.614,0.799854085603113,NA,0.450780107264749,0.456752803510483
5,1,0.751,0.929,0.593,0.617,0.602,0.801361536591296,NA,0.400778210116732,0.406857976653696
18,2,0.647,0.729,0.605,0.61,0.607,0.800826848249027,NA,0.484210099042052,0.490176976781945
3,2,0.731,0.898,0.589,0.608,0.596,0.801847799659616,NA,NA,NA
7,4,0.713,0.873,0.603,0.616,0.609,0.801264899051326,NA,0.500998538723819,0.506965416463712
13,5,0.72,0.888,0.599,0.61,0.604,0.801799610894942,NA,NA,NA
3,3,0.73,0.905,0.598,0.609,0.603,0.802285992217899,NA,0.776168451801363,0.782132424537488
8,2,0.645,0.708,0.618,0.624,0.62,0.799562150328387,0.494037478705281,0.494726800976801,0.51414798284459
14,2,0.75,0.917,0.603,0.62,0.61,0.802285992217899,NA,0.776168451801363,0.782132424537488
3,4,0.751,0.915,0.62,0.631,0.626,0.801556420233463,NA,0.601022644265887,0.606988069150231
16,4,0.738,0.918,0.62,0.625,0.624,0.801847799659616,NA,0.662191015849552,0.658967726040897
14,3,0.747,0.929,0.623,0.621,0.626,0.803501945525292,NA,0.714774951076321,0.720768101761252
12,4,0.769,0.931,0.644,0.644,0.648,0.802772373540856,NA,0.901290165530672,0.907254138266796
17,3,0.841,0.984,0.686,0.678,0.688,0.808608949416342,0.879532931367741,0.736497156282497,0.679572067569104
4,5,0.623,0.676,0.601,0.607,0.603,0.801021649233763,0.494038929440389,0.59586149795043,0.613307853673956
3,5,0.742,0.905,0.605,0.62,0.612,0.801361536591296,NA,0.400778210116732,0.406857976653696
8,5,0.734,0.904,0.592,0.61,0.599,0.801556420233463,NA,0.623392097922929,0.62936333847862
9,1,0.735,0.901,0.625,0.635,0.63,0.801361536591296,NA,0.632530914155578,0.638525531234119
4,3,0.744,0.926,0.63,0.637,0.635,0.801604668125456,NA,0.650949136042833,0.657033341445607
6,4,0.742,0.911,0.605,0.625,0.612,0.800826848249027,NA,0.579742731646099,0.585721257756397
5,3,0.717,0.891,0.606,0.619,0.612,0.800048649963513,NA,0.56041152537851,0.56640321038707
5,2,0.728,0.908,0.617,0.62,0.621,0.800632141988816,NA,0.512061403508772,0.518031189083821
5,5,0.724,0.9,0.597,0.602,0.602,0.798151750972763,NA,0.544132590490206,0.550141911069063
7,2,0.817,0.984,0.661,0.651,0.663,0.801070038910506,0.904102633845596,0.655531337435741,0.620398863770861
15,1,0.736,0.915,0.613,0.621,0.618,0.801799610894942,0.494040379469715,0.651563263312164,0.672276089923149
15,3,0.753,0.934,0.63,0.632,0.634,0.803549720398736,NA,0.697670027566935,0.703683773271402
4,4,0.749,0.918,0.613,0.631,0.62,0.800826848249027,NA,0.595763447864083,0.601747815230961
