"Repetition","Fold","auc.multiclass","auc.background","auc.dos","auc.scan","auc.weighted","acc.overall","acc.background","acc.dos","acc.scan"
18,3,0.806,0.749,0.863,0.692,0.75,0.952631578947368,0.976510067114094,0.961968680089485,NA
18,4,0.878,0.854,0.933,0.776,0.853,0.965789473684211,0.965110403718862,0.997981157469717,0.885333333333333
18,5,0.777,0.793,0.813,0.676,0.789,0.953886693017128,0.952062588904694,0.995973154362416,0.681432360742706
19,1,0.825,0.82,0.841,0.764,0.818,0.956521739130435,0.978436657681941,0.995973154362416,0.81547619047619
19,2,0.907,0.882,0.95,0.823,0.882,0.964426877470356,0.962288828337875,0.998648648648649,0.900730411686587
19,3,0.83,0.82,0.853,0.773,0.819,0.963109354413702,0.98168249660787,0.995308310991957,0.930444444444444
19,4,0.875,0.804,0.967,0.71,0.805,0.95921052631579,0.980378890392422,0.948648648648649,0.980895915678524
19,5,0.836,0.777,0.925,0.701,0.778,0.954007884362681,0.976510067114094,0.99597855227882,0.980921052631579
20,1,0.899,0.87,0.957,0.803,0.869,0.965744400527009,0.982336956521739,0.997978436657682,0.98472775564409
20,2,0.889,0.826,0.967,0.777,0.828,0.968379446640316,0.983628922237381,0.997975708502024,0.986018641810919
20,3,0.76,0.696,0.838,0.587,0.696,0.955263157894737,0.952091767881242,0.99597855227882,0.782119205298013
20,4,0.846,0.807,0.885,0.763,0.808,0.953947368421053,0.928378378378378,0.967223497743647,0.6481726111845
20,5,0.801,0.75,0.866,0.682,0.75,0.957894736842105,0.979082321187584,0.996644295302013,0.857142857142857
