"Repetition","Fold","auc.multiclass","auc.background","auc.dos","auc.scan","auc.weighted","acc.overall","acc.background","acc.dos","acc.scan"
1,1,0.905,0.876,0.934,0.83,0.876,0.967061923583663,0.982993197278912,0.998650472334683,0.98472775564409
1,2,0.842,0.803,0.894,0.731,0.803,0.9526938239159,0.930759330759331,0.967228020240354,0.605845442536328
1,3,0.836,0.858,0.796,0.853,0.856,0.961791831357049,0.981029810298103,0.995308310991957,0.922852862849534
1,4,0.88,0.873,0.941,0.804,0.872,0.95910290237467,0.979702300405954,0.967889179963483,0.982142857142857
1,5,0.859,0.815,0.905,0.786,0.817,0.955321944809461,0.977150537634409,0.996644295302013,0.980921052631579
2,1,0.799,0.795,0.835,0.729,0.793,0.950065703022339,0.974598930481283,0.994652406417112,NA
2,2,0.842,0.797,0.91,0.719,0.797,0.960474308300395,0.980378890392422,0.996639784946237,0.88342175066313
2,3,0.87,0.847,0.942,0.756,0.846,0.960474308300395,0.958276797829037,0.96789281750436,0.88342175066313
2,4,0.938,0.917,0.982,0.88,0.917,0.96969696969697,0.984972677595628,0.998650472334683,0.930444444444444
2,5,0.852,0.83,0.866,0.789,0.829,0.967105263157895,0.984289617486339,0.997308209959623,0.895072217502124
3,1,0.836,0.843,0.851,0.796,0.841,0.960526315789474,0.980378890392422,0.995973154362416,0.900751547303271
3,2,0.854,0.815,0.889,0.753,0.814,0.961791831357049,0.981029810298103,0.997978436657682,0.857781456953642
3,3,0.899,0.896,0.94,0.827,0.894,0.964520367936925,0.982336956521739,0.997311827956989,0.92222775564409
3,4,0.756,0.735,0.777,0.668,0.734,0.95778364116095,0.979054054054054,0.995302013422819,0.88339973439575
3,5,0.915,0.862,0.971,0.819,0.863,0.95921052631579,0.936847383635184,0.972334682860999,0.857142857142857
4,1,0.902,0.832,0.981,0.788,0.834,0.968421052631579,0.98431105047749,0.970200658879904,0.986018641810919
4,2,0.846,0.826,0.895,0.729,0.824,0.959156785243742,0.956542779713511,0.997308209959623,0.782758620689655
4,3,0.827,0.85,0.834,0.806,0.848,0.952569169960474,0.976510067114094,0.952309236947791,0.982166446499339
4,4,0.882,0.818,0.992,0.707,0.819,0.961791831357049,0.980352303523035,0.999323410013532,0.981530343007916
4,5,0.839,0.835,0.811,0.805,0.833,0.956636005256242,0.977792732166891,0.99597855227882,0.982189973614776
5,1,0.885,0.826,0.983,0.738,0.827,0.964426877470356,0.961479591836735,0.999324324324324,0.88342175066313
5,2,0.814,0.802,0.83,0.787,0.802,0.952631578947368,0.945228494623656,0.994652406417112,0.857142857142857
5,3,0.935,0.937,0.967,0.918,0.937,0.965789473684211,0.982993197278912,0.997308209959623,0.922872340425532
5,4,0.87,0.84,0.947,0.711,0.838,0.956636005256242,0.978436657681941,0.969530432181845,0.980921052631579
5,5,0.742,0.687,0.804,0.588,0.686,0.955145118733509,0.977762803234501,0.995302013422819,0.815452538631346
6,1,0.839,0.858,0.842,0.816,0.856,0.952631578947368,0.949985025456723,0.961968680089485,0.6481726111845
6,2,0.89,0.849,0.973,0.735,0.848,0.965834428383706,0.983651226158038,0.951029601029601,0.984105960264901
6,3,0.898,0.907,0.878,0.88,0.905,0.960526315789474,0.980378890392422,0.997981157469717,0.857142857142857
6,4,0.836,0.751,0.929,0.657,0.752,0.956521739130435,0.950629779577148,0.997308209959623,0.731505944517834
6,5,0.83,0.796,0.887,0.749,0.796,0.949868073878628,0.888147971739303,0.995302013422819,0.606432360742706
7,1,0.821,0.823,0.844,0.746,0.821,0.956636005256242,0.978436657681941,0.99597855227882,0.857166446499339
7,2,0.861,0.827,0.913,0.752,0.827,0.961791831357049,0.960799319727891,0.969523166891588,0.900730411686587
7,3,0.833,0.809,0.87,0.76,0.808,0.959156785243742,0.958276797829037,0.933462314939435,0.900730411686587
7,4,0.833,0.725,0.978,0.624,0.727,0.957894736842105,0.978436657681941,0.998652291105121,NA
7,5,0.914,0.877,0.978,0.834,0.878,0.959156785243742,0.980378890392422,0.970197930724247,0.731505944517834
8,1,0.827,0.741,0.922,0.662,0.743,0.960474308300395,0.97972972972973,0.997308209959623,0.982804232804233
8,2,0.841,0.774,0.944,0.674,0.775,0.960578186596583,0.980378890392422,0.971662647183998,0.982189973614776
8,3,0.915,0.878,0.984,0.817,0.878,0.96042216358839,0.92734458124335,0.970195195195195,0.761756415962023
8,4,0.763,0.798,0.733,0.734,0.794,0.953886693017128,0.978436657681941,0.994645247657296,0.68209549071618
8,5,0.888,0.898,0.889,0.899,0.898,0.961892247043364,0.981029810298103,0.99597855227882,0.92222775564409
9,1,0.849,0.806,0.944,0.698,0.805,0.961791831357049,0.981029810298103,0.970197930724247,0.982804232804233
9,2,0.906,0.843,0.975,0.801,0.845,0.963109354413702,0.981657608695652,0.972332859174964,0.982781456953642
9,3,0.788,0.754,0.816,0.71,0.754,0.952631578947368,0.975871313672922,0.993983957219251,0.982189973614776
9,4,0.906,0.874,0.98,0.818,0.874,0.963109354413702,0.982336956521739,0.997978436657682,0.816733067729084
9,5,0.835,0.821,0.867,0.798,0.821,0.959264126149803,0.97972972972973,0.995314591700134,0.912656309208033
10,1,0.865,0.831,0.897,0.784,0.831,0.956521739130435,0.952062588904694,0.996635262449529,0.81547619047619
10,2,0.873,0.816,0.95,0.747,0.817,0.959156785243742,0.979082321187584,0.997978436657682,0.981530343007916
10,3,0.809,0.831,0.833,0.787,0.829,0.951315789473684,0.975871313672922,0.947869887122224,0.982166446499339
10,4,0.801,0.746,0.896,0.605,0.744,0.957950065703022,0.979082321187584,0.997981157469717,0.730895915678524
10,5,0.87,0.82,0.942,0.718,0.819,0.964426877470356,0.982336956521739,0.998650472334683,0.88342175066313
11,1,0.812,0.834,0.803,0.779,0.831,0.957839262187088,0.956542779713511,0.995973154362416,0.769091945288754
11,2,0.847,0.79,0.963,0.644,0.789,0.95910290237467,0.954674796747967,0.972331030553379,0.981505944517834
11,3,0.863,0.796,0.959,0.706,0.797,0.956636005256242,0.978436657681941,0.969530432181845,0.980921052631579
11,4,0.855,0.894,0.86,0.847,0.891,0.957950065703022,0.97972972972973,0.994652406417112,0.85906374501992
11,5,0.895,0.848,0.959,0.794,0.849,0.961791831357049,0.981029810298103,0.970197930724247,0.982804232804233
12,1,0.884,0.881,0.907,0.826,0.88,0.967061923583663,0.983651226158038,0.997308209959623,0.930444444444444
12,2,0.93,0.871,1,0.803,0.872,0.961842105263158,0.943827289876336,0.974324324324324,0.816091954022989
12,3,0.817,0.862,0.756,0.86,0.859,0.957894736842105,0.97972972972973,0.993983957219251,0.859707446808511
12,4,0.896,0.831,0.99,0.738,0.832,0.959264126149803,0.979082321187584,0.998652291105121,0.980921052631579
12,5,0.79,0.763,0.88,0.664,0.763,0.951187335092348,0.975838926174497,0.994638069705094,0.480845442536328
13,1,0.901,0.91,0.921,0.847,0.908,0.960578186596583,0.963082155939299,0.947975708502024,0.816114790286976
13,2,0.866,0.83,0.923,0.785,0.83,0.95778364116095,0.932028170834141,0.997304582210243,0.78273572377158
13,3,0.855,0.826,0.848,0.822,0.826,0.961791831357049,0.980378890392422,0.997308209959623,0.983443708609272
13,4,0.784,0.773,0.799,0.709,0.771,0.95137976346912,0.927732793522267,0.994652406417112,0.696381205001895
13,5,0.805,0.729,0.927,0.595,0.729,0.957839262187088,0.978436657681941,0.996639784946237,0.982166446499339
14,1,0.819,0.786,0.903,0.667,0.785,0.957894736842105,0.978436657681941,0.997308209959623,0.981554677206851
14,2,0.907,0.945,0.878,0.946,0.943,0.963157894736842,0.962312925170068,0.967223497743647,0.922872340425532
14,3,0.825,0.714,0.945,0.61,0.716,0.967061923583663,0.982970027247956,0.998650472334683,0.984707446808511
14,4,0.833,0.788,0.942,0.628,0.785,0.95921052631579,0.980378890392422,0.945344129554656,0.981530343007916
14,5,0.802,0.862,0.746,0.828,0.857,0.963109354413702,0.982993197278912,0.993983957219251,0.871880800164982
15,1,0.854,0.857,0.862,0.809,0.856,0.955263157894737,0.977150537634409,0.996644295302013,0.980895915678524
15,2,0.808,0.769,0.822,0.717,0.769,0.960526315789474,0.981029810298103,0.967223497743647,0.883443708609272
15,3,0.85,0.797,0.949,0.714,0.798,0.957894736842105,0.978436657681941,0.997308209959623,0.981554677206851
15,4,0.873,0.869,0.915,0.829,0.868,0.968337730870712,0.96959706959707,0.962628981606101,0.888559892328398
15,5,0.88,0.838,0.93,0.768,0.838,0.957894736842105,0.95589277659643,0.970200658879904,0.814839277851167
16,1,0.938,0.905,0.996,0.852,0.906,0.963157894736842,0.981029810298103,0.999324324324324,0.982189973614776
16,2,0.848,0.81,0.902,0.724,0.809,0.957839262187088,0.934871099050203,0.997308209959623,0.73273572377158
16,3,0.883,0.845,0.953,0.765,0.845,0.964426877470356,0.982312925170068,0.998650472334683,0.900066401062417
16,4,0.831,0.825,0.889,0.737,0.823,0.957839262187088,0.979082321187584,0.959587727708533,0.983443708609272
16,5,0.738,0.726,0.8,0.622,0.724,0.950065703022339,0.944588926174497,0.993991989319092,0.731505944517834
17,1,0.88,0.869,0.923,0.805,0.868,0.961741424802111,0.981004070556309,0.997304582210243,0.88339973439575
17,2,0.846,0.804,0.897,0.723,0.804,0.957950065703022,0.979082321187584,0.997981157469717,0.730895915678524
17,3,0.845,0.749,0.96,0.636,0.75,0.960474308300395,0.97972972972973,0.998650472334683,0.981530343007916
17,4,0.816,0.778,0.843,0.749,0.778,0.952631578947368,0.976510067114094,0.958923783990808,0.981554677206851
17,5,0.87,0.893,0.873,0.871,0.892,0.964473684210526,0.963739258017187,0.99597855227882,0.903297682709447
18,1,0.864,0.832,0.919,0.79,0.833,0.955204216073781,0.977150537634409,0.996639784946237,NA
18,2,0.885,0.833,0.96,0.772,0.834,0.961842105263158,0.981029810298103,0.969526804432465,0.983465608465608
