"Repetition","Fold","auc.multiclass","auc.background","auc.botnet","auc.dos","auc.scan","auc.spam","auc.weighted","acc.overall","acc.background","acc.botnet","acc.dos","acc.scan","acc.spam"
7,1,0.979,0.963,0.998,0.97,1,0.966,0.965,0.901352028042063,0.908466161374529,0.978985801217038,0.996963562753036,0.999495713565305,0.911906678263729
6,4,0.989,0.966,1,0.994,1,0.967,0.968,0.917876815222834,0.924984747564328,0.999239350912779,0.997215189873418,0.970588235294118,0.928395195442385
3,5,0.977,0.96,0.998,0.976,1,0.963,0.962,0.896896896896897,0.90492125325322,0.9605242627555,0.996210207175341,0.932576903681291,0.908605094333115
14,3,0.975,0.962,1,0.954,1,0.966,0.965,0.909364046069104,0.914696361531101,0.980973867268284,0.996461071789687,0.999747729566095,0.921085209905538
10,5,0.98,0.965,0.997,0.986,1,0.969,0.968,0.904356534802203,0.910330878267743,0.998985801217039,0.996962025316456,0.999495967741935,0.915275985848985
4,3,0.97,0.957,1,0.973,0.994,0.961,0.96,0.890335503254882,0.899068230625931,0.999746192893401,0.996461071789687,0.999495713565305,0.903633357590894
7,2,0.986,0.96,0.999,0.999,0.999,0.962,0.962,0.901401401401401,0.908408980010769,0.978732894069944,0.9977192093259,0.999747856782653,0.912912898199955
4,5,0.982,0.964,0.998,0.982,1,0.966,0.966,0.91041041041041,0.917199365454836,0.965263305371184,0.996712190187152,0.968497729566095,0.919779598300128
4,1,0.985,0.956,1,0.991,1,0.956,0.957,0.895290581162325,0.902544619840117,0.998479472883933,0.997718052738337,0.96875,0.903461963948721
6,1,0.968,0.96,1,0.989,0.962,0.962,0.962,0.906813627254509,0.909172583593429,1,0.997718052738337,0.960529888669072,0.913226885362658
4,4,0.985,0.964,1,0.99,0.999,0.965,0.966,0.902304609218437,0.910112949994903,0.999492385786802,0.995957554320364,0.936994949494949,0.91401618885846
5,2,0.975,0.956,0.998,0.972,1,0.96,0.959,0.896793587174349,0.902103715071296,0.999492385786802,0.995707070707071,0.968497474747475,0.908259291028069
13,4,0.992,0.965,1,1,1,0.965,0.966,0.905405405405405,0.910947781438615,0.99949264332826,0.997215189873418,0.999495967741935,0.9134665150206
5,1,0.985,0.97,0.999,0.985,1,0.972,0.972,0.915831663326653,0.922119317380471,0.980007809449434,0.996710526315789,0.966414268887767,0.926045791013944
5,3,0.979,0.956,0.999,0.99,0.997,0.959,0.959,0.897897897897898,0.90810149898374,0.982504684681529,0.996462860030318,0.93699545913219,0.911750693761416
8,2,0.985,0.964,1,0.985,1,0.966,0.966,0.900801603206413,0.910661850384526,0.97898528665652,0.996710526315789,0.963528902983999,0.914807882797835
5,5,0.986,0.964,0.999,0.983,0.999,0.965,0.966,0.904857285928893,0.911609023913244,0.999239350912779,0.998729674796748,0.999747729566095,0.911902353606543
7,3,0.974,0.961,0.997,0.992,0.99,0.962,0.963,0.896292585170341,0.909142544149428,0.998480243161094,0.996208291203236,0.963781173417904,0.910568533633549
15,3,0.974,0.959,0.999,0.98,0.998,0.963,0.962,0.893787575150301,0.901447101571742,0.998480243161094,0.99645928174001,0.999243951612903,0.907257770983475
6,5,0.984,0.96,1,0.981,1,0.963,0.963,0.890335503254882,0.899632015205111,0.947767731987665,0.997213779128673,0.970588235294118,0.900829012360579
9,3,0.978,0.96,0.987,0.974,1,0.961,0.961,0.888276553106212,0.897170413898825,0.99923896499239,0.996208291203236,0.970588235294118,0.90278659611993
6,2,0.978,0.956,0.995,0.983,1,0.958,0.958,0.890280561122245,0.899290004071661,0.99898528665652,0.99645928174001,0.960782031886419,0.903884483409677
6,3,0.981,0.964,0.998,0.995,1,0.967,0.967,0.901852779168753,0.909340901784532,0.976741112726312,0.995959595959596,1,0.914473840698014
5,4,0.985,0.964,1,0.986,1,0.964,0.966,0.901803607214429,0.908380582801089,0.998732894069944,0.997465788139889,0.99949545913219,0.910664964316538
13,5,0.973,0.962,0.999,0.988,0.993,0.966,0.965,0.903855783675513,0.911679593519188,0.980973867268284,0.996210207175341,0.936995204442201,0.917055331548515
13,3,0.98,0.958,0.996,0.99,1,0.96,0.96,0.892284569138277,0.90206684821295,0.977898918187965,0.996962025316456,0.999243570347958,0.905268920078511
14,1,0.969,0.947,0.997,0.995,0.989,0.949,0.95,0.877755511022044,0.88724469390851,0.998732894069944,0.997213779128673,0.927562346835808,0.889547583956206
8,4,0.978,0.959,0.999,0.985,0.998,0.962,0.961,0.903807615230461,0.908988356043252,0.980007809449434,0.996710526315789,0.966161871108868,0.915131124913734
11,4,0.988,0.962,1,0.997,1,0.962,0.963,0.892785571142285,0.897719209857884,0.99923896499239,0.996710526315789,1,0.902537560507685
10,4,0.978,0.962,1,0.988,0.991,0.964,0.964,0.908863294942414,0.914471399461922,0.99949264332826,0.996461071789687,0.999495713565305,0.919483750080765
10,3,0.989,0.96,1,0.996,1,0.96,0.962,0.895791583166333,0.90067773258171,0.999746063991874,0.996962025316456,0.940923817733258,0.902590954229485
9,2,0.982,0.964,1,0.988,0.998,0.967,0.966,0.905263157894737,0.911528501224366,0.99974593495935,0.996708860759494,0.99949545913219,0.915735011433704
8,3,0.973,0.959,1,0.982,0.992,0.96,0.96,0.894894894894895,0.903325439374925,0.999746192893401,0.995961635537607,0.968497729566095,0.904497731944456
7,4,0.981,0.964,1,0.975,1,0.966,0.965,0.907815631262525,0.913386643206133,1,0.99645928174001,0.968497474747475,0.917803659127066
8,5,0.977,0.956,0.988,0.99,1,0.959,0.958,0.895343014521783,0.899848953342901,0.998986315255955,0.996962025316456,0.999747729566095,0.905069159200923
7,5,0.988,0.962,1,0.996,1,0.962,0.963,0.901302605210421,0.905127712295393,0.999492385786802,0.997213779128673,0.970588235294118,0.907049759229535
9,1,0.973,0.96,1,0.975,0.99,0.963,0.962,0.902353530295443,0.906945219596113,0.999239350912779,0.996963562753036,0.999747729566095,0.911956989942065
9,4,0.985,0.961,0.998,0.987,1,0.962,0.963,0.898347521281923,0.904862106297365,0.977899560736611,0.997970573313039,1,0.903751803751804
8,1,0.993,0.965,1,0.999,1,0.964,0.966,0.903306613226453,0.910061998724789,0.980007809449434,0.998476383951244,0.96875,0.910510778711813
11,2,0.976,0.966,0.996,0.997,0.991,0.968,0.968,0.899849774661993,0.909919404181699,0.998732894069944,0.996208291203236,0.999244332493703,0.911623485959481
9,5,0.98,0.965,0.989,0.984,0.999,0.967,0.967,0.906406406406406,0.914464117607504,0.999746192893401,0.997216599190283,0.932576903681291,0.917667553645548
10,2,0.983,0.963,0.999,0.988,0.999,0.964,0.964,0.895791583166333,0.904050450488358,0.998227848101266,0.996710526315789,0.940923817733258,0.907119080214576
10,1,0.985,0.964,1,0.981,1,0.966,0.966,0.904857285928893,0.914138777463858,0.966666666666667,0.9977192093259,0.999747729566095,0.916743584095165
16,4,0.985,0.963,1,0.987,1,0.963,0.964,0.900851276915373,0.906734022556391,0.998733535967579,0.996962025316456,1,0.908885164715778
11,3,0.978,0.954,1,0.979,1,0.958,0.957,0.894341512268403,0.900910533719938,0.981888921134731,0.997467071935157,0.966162125798856,0.902699522880069
17,3,0.975,0.961,0.989,0.993,0.996,0.964,0.963,0.895290581162325,0.900846571906355,0.998985801217039,0.995957554320364,0.99949545913219,0.904930283960751
17,1,0.976,0.96,0.998,0.974,1,0.963,0.962,0.901852779168753,0.90957968100678,0.978985801217038,0.997215189873418,0.966162125798856,0.913400684373472
12,1,0.967,0.959,1,0.972,0.982,0.961,0.961,0.897294589178357,0.906316874058809,0.998732894069944,0.997213779128673,0.927562346835808,0.910254451815642
15,4,0.986,0.967,0.996,0.989,1,0.969,0.969,0.906813627254509,0.912735649475812,0.999492385786802,0.99645928174001,0.966161871108868,0.916120134845234
12,2,0.986,0.954,1,0.99,1,0.955,0.956,0.889334001001502,0.894834701658951,0.98000819576162,0.996710526315789,0.999747729566095,0.898430851638264
11,1,0.989,0.967,0.999,0.999,1,0.967,0.968,0.907314629258517,0.915933924702698,0.998732894069944,0.99645928174001,0.921052631578947,0.918070072929516
12,3,0.981,0.966,1,0.979,1,0.968,0.967,0.902756892230576,0.908732563290346,0.980007422744853,0.996457489878543,0.96875,0.911134033037691
17,2,0.989,0.955,1,1,1,0.955,0.957,0.886215538847118,0.893369480645789,0.99974593495935,0.997212366953877,0.957324760463943,0.896732954545455
11,5,0.973,0.96,0.99,0.963,0.999,0.963,0.962,0.901352028042063,0.90781273076355,0.99949264332826,0.9977192093259,0.999243951612903,0.913464918313389
12,5,0.988,0.966,0.997,1,1,0.967,0.968,0.903355032548823,0.912545764316939,0.998986315255955,0.997467071935157,0.999747729566095,0.914459624693497
14,5,0.994,0.974,1,1,1,0.973,0.975,0.914285714285714,0.918802068938287,0.99974593495935,0.996960486322188,0.9997476022211,0.919798120059816
13,1,0.98,0.963,1,0.972,1,0.965,0.965,0.902805611222445,0.910431427125506,0.980973609465229,0.997718052738337,0.970588235294118,0.913019794182506
16,2,0.988,0.964,1,0.994,1,0.965,0.966,0.900801603206413,0.908327007422402,0.981888792102207,0.996962025316456,0.968497474747475,0.912032775967202
15,1,0.976,0.953,0.998,0.999,0.989,0.955,0.955,0.879819729594392,0.885879803675856,0.978985801217038,0.996710526315789,0.9684976022211,0.886975833618543
12,4,0.986,0.968,0.998,0.991,1,0.97,0.97,0.90990990990991,0.915554478336225,0.999746192893401,0.996713852376138,1,0.918966400465896
13,2,0.984,0.964,1,0.984,0.998,0.964,0.965,0.900801603206413,0.907334438179457,0.99923896499239,0.996710526315789,0.966414268887767,0.910269081497852
16,1,0.974,0.959,0.997,0.987,0.996,0.962,0.962,0.887330996494742,0.893712480052686,0.999239350912779,0.996712190187152,0.999495713565305,0.899426320606695
14,2,0.987,0.966,0.997,0.996,1,0.968,0.968,0.908908908908909,0.91641631170657,0.98000858168201,0.996461071789687,0.968497729566095,0.919638463729832
15,5,0.991,0.965,1,0.998,1,0.965,0.966,0.907815631262525,0.915357394719611,0.999492385786802,0.997718052738337,0.944444444444444,0.916894385855235
15,2,0.981,0.965,1,0.97,1,0.966,0.966,0.909409409409409,0.916719566615638,0.982504684681529,0.997972630511911,0.999495967741935,0.918753894352007
14,4,0.983,0.961,1,0.988,0.998,0.963,0.963,0.902854281422133,0.909822340100828,0.999746063991874,0.997467071935157,0.999747729566095,0.912472906554324
16,3,0.983,0.955,1,0.988,1,0.956,0.957,0.890781563126252,0.896706666458063,0.99923896499239,0.997718052738337,0.932576139996635,0.896803071116344
18,3,0.987,0.968,1,0.989,1,0.968,0.969,0.904308617234469,0.911399222624877,0.999492385786802,0.99645928174001,0.968497474747475,0.915643785399076
16,5,0.982,0.964,0.998,0.994,0.999,0.967,0.966,0.910866299449174,0.918229610684854,0.981634985126605,0.996963562753036,0.963781427851019,0.924148584910794
18,4,0.964,0.958,1,0.984,0.953,0.961,0.96,0.885327991987982,0.895363872623829,0.978985801217038,0.997467071935157,0.963529284633672,0.899058602803223
17,4,0.985,0.961,0.997,0.997,1,0.963,0.963,0.901803607214429,0.909943928066276,0.998985801217039,0.996962025316456,1,0.910903551689032
18,2,0.978,0.956,0.988,0.998,1,0.96,0.959,0.900300601202405,0.90564437794528,0.998732894069944,0.997718052738337,1,0.907597912353347
18,5,0.985,0.967,1,0.989,0.999,0.969,0.969,0.903451725862931,0.911354263948205,0.982504813583056,0.995961635537607,0.927563871896366,0.917532770014083
18,1,0.985,0.958,0.999,0.989,1,0.96,0.96,0.906766917293233,0.911235698083888,0.999492127983748,0.997969543147208,1,0.912692175847773
19,1,0.979,0.959,1,0.996,0.991,0.96,0.96,0.895395395395395,0.900128596939705,0.982504684681529,0.997720364741641,0.963529665898618,0.902739063104917
17,5,0.983,0.971,1,0.971,0.999,0.973,0.972,0.909454727363682,0.915639331714693,0.983333333333333,0.99746835443038,0.963530046779417,0.920097980836897
19,2,0.981,0.96,0.999,0.978,1,0.962,0.962,0.896292585170341,0.902826992841403,0.99923896499239,0.996962025316456,0.970588235294118,0.907111809123217
19,3,0.977,0.96,0.997,0.99,0.999,0.965,0.963,0.897795591182365,0.90841920005771,0.998480243161094,0.995456839979808,0.999243570347958,0.912832331744531
19,4,0.987,0.957,1,0.992,1,0.958,0.959,0.899849774661993,0.905786613693216,0.999746192893401,0.997465788139889,0.999747729566095,0.909326768834301
