Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Accuracy_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Accuracy_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Accuracy_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Accuracy_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
17.0,3.0,68.0,0.969968933379358,0.9897851356111307,0.9797768479776848,2839.0,0.9864623352474259,0.9854981872734092,0.6304347826086957,0.35802469135802467,0.4566929133858268,81.0,0.6779388422690604,0.9913739217402175,0.6619718309859155,0.38467261904761907,0.4865882352941177,1344.0,0.6725015987800079,0.8636079509938742,0.7194244604316546,0.5253940455341506,0.6072874493927125,571.0,0.7548214169512434,0.9514939367420928,0.991773609740046,0.9898193760262726,0.9907955292570677,3045.0,0.9923864744483402,0.9929991248906114,0.5,0.017094017094017096,0.03305785123966942,117.0,0.5084201371945599,0.9853731716464558,0.8983042601807287,0.834312867325247,0.855340061824965,7997.0,0.9092943309463156,0.9654987822583738,0.0,2.2764079570770264,0.030559539794921875,2.868450164794922
