Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_u2r,Recall_label_category_u2r,F1_score_label_category_u2r,Num_Obs_label_category_u2r,AUC_label_category_u2r,Accuracy_label_category_u2r,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
17.0,3.0,45.0,1.0,0.9441624365482234,0.9712793733681463,197.0,0.9720812182741116,0.9993519118600129,0.9414977720281731,0.9933272672126175,0.966718323370969,13188.0,0.8891339110171411,0.9468567725210628,1.0,0.9214145383104125,0.9591002044989775,509.0,0.9607072691552063,0.9976433158545925,1.0,0.9375,0.967741935483871,16.0,0.96875,0.9999410828963649,0.9704496788008565,0.7397975840679073,0.8395702111893294,3063.0,0.8674185619836302,0.9489777882519296,0.9492110990204777,0.9447946738938314,0.9435982276026925,16973.0,0.8883992855623588,0.9494219002625458,16837.199699401855,271.0619297027588,11.019340991973877,17182.618225574493
