Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
7.0,1.0,46.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9066129414553211,0.9971324296141815,0.9497206703910615,7672.0,0.5163140728242266,0.9045824007539168,0.6440677966101694,0.30158730158730157,0.41081081081081083,126.0,0.6495381204815619,0.9871598539286135,0.65,0.018950437317784258,0.0368271954674221,686.0,0.5090266732276477,0.9198963364353869,0.8820201495308795,0.9077521206409048,0.8679644912220826,8488.0,0.517930686583684,0.9070908585030313,0.0,1.8869943618774414,0.02791285514831543,2.5928003787994385
