,Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,13.0,5.0,39.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9064313632595048,0.9975234619395204,0.9497983245423518,7672.0,0.5146931035187798,0.9046889726672951,0.65,0.30952380952380953,0.41935483870967744,126.0,0.6535062243026843,0.9872761545711592,0.6363636363636364,0.020408163265306117,0.03954802259887005,686.0,0.5096913925785644,0.9198868991517436,0.8808279572843615,0.9083303876517026,0.8683659006797653,8487.0,0.5165212171282093,0.9071772129842758,0.0,1.4625597000122068,0.004144191741943359,1.9530267715454104
0,9.0,5.0,43.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9066571902392798,0.9976538060479666,0.9499813826486284,7672.0,0.5153913202018974,0.9050312242252856,0.6440677966101694,0.3015873015873016,0.4108108108108108,126.0,0.6495378201513832,0.9871568280900199,0.5263157894736842,0.0145985401459854,0.028409090909090905,685.0,0.5067224948871428,0.9194061505832448,0.8721047274276079,0.9079769058560152,0.8676186587858097,8487.0,0.5169116157565363,0.9074554643272368,0.0,1.590665340423584,0.005787134170532226,2.1349649429321294
0,14.0,4.0,51.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9073217040465172,0.9966110531803962,0.9498726628983166,7672.0,0.5191644222957196,0.9049133969600566,0.6615384615384615,0.3412698412698413,0.4502617801047121,126.0,0.6693192885334974,0.9876281371509368,0.5652173913043478,0.018978102189781017,0.036723163841807904,685.0,0.5088481897772796,0.9196418051137032,0.8760900156307099,0.9079660617487628,0.8687616569974921,8486.0,0.5207311675943223,0.9073640541198984,0.0,1.4675865173339844,0.011615991592407228,1.911825895309448
0,13.0,2.0,47.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9061094008998344,0.9975234619395204,0.9496215411341358,7672.0,0.5128548682246621,0.904335532516494,0.6716417910447762,0.35714285714285715,0.4663212435233161,126.0,0.6772559538046263,0.9878652214891612,0.6153846153846154,0.01167883211678832,0.022922636103151862,685.0,0.5055190264646482,0.9196512723845428,0.8792078061639722,0.9084482149169316,0.8676746725575216,8487.0,0.5149331132705637,0.9068568805181556,0.0,1.4083290100097656,0.0018191337585449214,1.8247597217559812
0,10.0,1.0,47.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9069794999407512,0.9976538060479666,0.950158276953634,7672.0,0.5172318109994434,0.9053847060209732,0.6811594202898551,0.37301587301587297,0.4820512820512821,126.0,0.6851923044065132,0.9880994462118534,0.6785714285714286,0.02773722627737226,0.053295932678821885,685.0,0.5132918379528364,0.9204665959703076,0.8852220408995279,0.9100872024510959,0.8708296578142511,8486.0,0.5195783164436301,0.907863730032437,0.0,1.4109542369842532,0.0019085407257080078,1.8811368942260744
0,17.0,5.0,48.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9071945004148394,0.9976538060479666,0.9502762430939226,7672.0,0.5184588048644742,0.9056203605514316,0.6885245901639344,0.3333333333333333,0.4491978609625668,126.0,0.6655304389427102,0.987863791681395,0.5555555555555556,0.021897810218978103,0.04213483146067416,685.0,0.5101798715283561,0.9196418051137032,0.8755957884867852,0.9090266320999292,0.869547563875609,8486.0,0.5201444730407673,0.9080067028523834,0.0,2.027563571929932,0.08124113082885742,2.6043057441711426
0,18.0,4.0,46.0,1.0,1.0,1.0,3.0,1.0,1.0,0.907376660341556,0.9972627737226276,0.9501987083954296,7672.0,0.5194902825668353,0.9055025332862024,0.7058823529411765,0.28800000000000003,0.4090909090909091,125.0,0.6431030853862713,0.987745964416166,0.7368421052631579,0.020408163265306117,0.039716312056737584,686.0,0.5098836098982601,0.9202309414398492,0.8906555169065038,0.907848220598633,0.8686432058115746,8486.0,0.5207043942866192,0.9079380281347516,0.0,1.973266363143921,0.014931678771972656,2.494529485702514
0,19.0,3.0,42.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9063351095322676,0.9976538060479666,0.9498045541974312,7672.0,0.5141455304749637,0.9046889726672951,0.6551724137931034,0.3015873015873016,0.4130434782608695,126.0,0.6495977646420125,0.9872761545711592,0.6923076923076923,0.013119533527696792,0.02575107296137339,686.0,0.5063034222368039,0.9197690857681432,0.8853396678911942,0.9077412513255568,0.8671626315676993,8487.0,0.5156943532229601,0.9071676901869212,0.0,1.8764498233795168,0.008947372436523438,2.327068567276001
0,1.0,2.0,47.0,1.0,1.0,1.0,3.0,1.0,1.0,0.9073876437803866,0.9973931178310741,0.9502638932008692,7672.0,0.5195554546210585,0.9056203605514316,0.6875,0.3492063492063492,0.4631578947368421,126.0,0.6734071454200626,0.9879816189466244,0.6666666666666666,0.023323615160349854,0.04507042253521127,686.0,0.511149052805146,0.92011311417462,0.8846985196673102,0.9090373512430776,0.8698834444719058,8487.0,0.5213299161541202,0.9080479187535816,0.0,1.4994876384735107,0.002035856246948242,1.913601875305176
0,16.0,4.0,36.0,1.0,1.0,1.0,3.0,1.0,1.0,0.906786687196494,0.9979144942648592,0.950170648464164,7672.0,0.5167268549755668,0.9053958529688972,0.6727272727272727,0.2936507936507937,0.4088397790055249,126.0,0.6457490992889223,0.9873939679547596,0.631578947368421,0.01749271137026239,0.03404255319148936,686.0,0.5082977527628035,0.9197690857681432,0.8810998301437347,0.9082125603864736,0.8681013572123393,8487.0,0.5181318576974474,0.9078084384089344,0.0,1.9459645748138428,0.01078486442565918,2.4418890476226807
