Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
12.0,3.0,51.0,1.0,1.0,1.0,3.0,1.0,1.0,0.907462332423775,0.9970020855057351,0.9501273212843924,7672.0,0.5205598662822793,0.9053958529688972,0.6949152542372882,0.3253968253968254,0.44324324324324327,126.0,0.6616221151619381,0.9878652214891611,0.6521739130434783,0.021865889212827987,0.042313117066290554,686.0,0.5104202555523253,0.920004712535344,0.8837046825423502,0.9082125603864735,0.8692414582125584,8487.0,0.522004003291734,0.9078344803445575,0.0,1.9129829406738281,0.024074554443359375,2.567780017852783
