Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
17.0,3.0,36.0,1.0,1.0,1.0,4.0,1.0,1.0,0.9996091205211727,1.0,0.999804522056428,7672.0,0.9981572481572482,0.9996464765496111,1.0,0.992,0.9959839357429718,125.0,0.996,0.9998821588498704,1.0,0.997080291970803,0.9985380116959064,685.0,0.9985401459854015,0.9997643176997407,0.9996466147346732,0.9996464765496111,0.9996461021914309,8486.0,0.9981572481572483,0.9996596270998318,1115.8213407993317,32.94639730453491,2.1642746925354004,1160.59836435318
