split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params
0.40417758734644577,0.237395607794618,0.23746130030959753,0.2373065015479876,0.31661506707946335,0.28660958836526035,0.066336910072213,15,29.695503664016723,3.3771970686369404,2.786720609664917,0.10919984953764535,1.1532629231795404,"OrderedDict([('C', 1.1532629231795404)])"
0.4032645111024542,0.237395607794618,0.23746130030959753,0.2373065015479876,0.29117217252679123,0.28134241908284324,0.06445364487093783,24,37.08342342376709,4.054115258560935,3.0191317558288575,0.23000018762178925,2.2498782522548937,"OrderedDict([('C', 2.2498782522548937)])"
0.40360968715296863,0.237395607794618,0.23746130030959753,0.2373065015479876,0.3661939510762311,0.29640349962127543,0.07323776147608607,8,35.84489378929138,1.2557364721003832,2.694266653060913,0.05433868227473412,1.7596224946003123,"OrderedDict([('C', 1.7596224946003123)])"
0.20702937611224304,0.237395607794618,0.23738780563293096,0.2373065015479876,0.31661506707946335,0.24712808355163787,0.036660404717045625,28,18.104796504974367,1.310427501363479,2.302833080291748,0.15382647829400406,0.32865733091566424,"OrderedDict([('C', 0.32865733091566424)])"
0.2038690768575826,0.237395607794618,0.23746130030959753,0.23729076255424675,0.30638787748982654,0.24446322546470883,0.033559959300084326,30,20902.76928701401,11395.061636280669,1.19223895072937,0.9250302929736359,9.074178473759838,"OrderedDict([('C', 9.074178473759838)])"
0.4037540657260652,0.237395607794618,0.23746130030959753,0.23721722962503874,0.30638787748982654,0.28446320316079526,0.06539185636879366,16,1803.5011372089386,2765.4364239791867,2.0507859706878664,0.9052463253357429,6.55959078869654,"OrderedDict([('C', 6.55959078869654)])"
0.4043547466738745,0.237395607794618,0.23746130030959753,0.2373065015479876,0.31661506707946335,0.2866450536294646,0.06639977276646304,13,7.5508500099182125,0.49163150516198184,0.9748360633850097,0.041130519065948286,1.1412570783544689,"OrderedDict([('C', 1.1412570783544689)])"
0.21250637013898815,0.237395607794618,0.23738780563293096,0.2373065015479876,0.31661506707946335,0.24822451489975145,0.035508552498659154,26,4.804159164428711,0.23132248572483427,0.8305590629577637,0.04647051151316512,0.130555654824358,"OrderedDict([('C', 0.130555654824358)])"
0.40529984504729527,0.237395607794618,0.23738780563293096,0.2373065015479876,0.31661506707946335,0.28681955600605685,0.06674627825655109,9,6.186703634262085,0.5098448341487785,0.8398439407348632,0.03152477135271848,0.48368976569809263,"OrderedDict([('C', 0.48368976569809263)])"
0.2091504999456581,0.237395607794618,0.23738780563293096,0.2373065015479876,0.31661506707946335,0.24755270820027372,0.03620292599049726,27,4.585030174255371,0.41959640186516844,0.735136604309082,0.2014588807992792,0.1971694495083239,"OrderedDict([('C', 0.1971694495083239)])"
0.2040017028522776,0.237395607794618,0.23746130030959753,0.23729076255424675,0.30638787748982654,0.24448977566678104,0.03352787077731166,29,41412.75286197662,12402.262041410882,1.284632968902588,0.2039959439948483,9.994861703149763,"OrderedDict([('C', 9.994861703149763)])"
0.21431771150334752,0.237395607794618,0.23738780563293096,0.2373065015479876,0.31661506707946335,0.24858712465326235,0.03514938305898436,25,4.559969568252564,0.07864076148718029,0.830916452407837,0.03779463745544523,0.10004874139689296,"OrderedDict([('C', 0.10004874139689296)])"
0.40360968715296863,0.237395607794618,0.23746130030959753,0.2373065015479876,0.3883379816134697,0.3008286528899401,0.07784500846197609,1,15.294825744628906,1.633290437299001,1.7988548755645752,0.08875009066494724,2.121766310596271,"OrderedDict([('C', 2.121766310596271)])"
0.40343670257564135,0.237395607794618,0.23746130030959753,0.2373065015479876,0.29117217252679123,0.2813768898396413,0.06451885443845792,23,15.93516297340393,1.4975940063080593,1.7407876968383789,0.07598679465101388,2.336373693546912,"OrderedDict([('C', 2.336373693546912)])"
0.40278992710404243,0.237395607794618,0.23746130030959753,0.2373065015479876,0.30663993584603044,0.28433841394276177,0.06504423991348404,17,15.712725067138672,0.7762490435443754,1.7420545101165772,0.033531659967881426,2.4941363944067794,"OrderedDict([('C', 2.4941363944067794)])"
0.40430977505298904,0.237395607794618,0.23746130030959753,0.2373065015479876,0.3661939510762311,0.29654364918438786,0.07344316157296324,3,12.038399982452393,1.143604292614004,1.5649924278259277,0.12001240463087846,1.5099362717516032,"OrderedDict([('C', 1.5099362717516032)])"
0.40430977505298904,0.237395607794618,0.23746130030959753,0.2373065015479876,0.31661506707946335,0.2866360508270745,0.06638381363740972,14,11.317125415802002,0.4480117552435076,1.6086456298828125,0.06506271774149781,1.0610343612276452,"OrderedDict([('C', 1.0610343612276452)])"
0.4041335083176675,0.237395607794618,0.23746130030959753,0.2373065015479876,0.3661939510762311,0.2965083626068798,0.07339139977567691,5,12.175775861740112,0.7682894721194703,1.5704592704772948,0.07774490788683296,1.3775499723664584,"OrderedDict([('C', 1.3775499723664584)])"
0.4024508406953548,0.237395607794618,0.23746130030959753,0.23729863692688974,0.30663993584603044,0.28426896018167264,0.06492178377837794,18,19.136488246917725,5.102722472038753,1.806345558166504,0.12306054132100257,2.965977140603383,"OrderedDict([('C', 2.965977140603383)])"
0.4024508406953548,0.237395607794618,0.23746130030959753,0.23729863692688974,0.30663993584603044,0.28426896018167264,0.06492178377837794,18,16.58218870162964,1.1656135253418796,1.7912360191345216,0.11778841204321114,2.9596217161523017,"OrderedDict([('C', 2.9596217161523017)])"
