Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
7.0,4.0,45.0,0.9751602564102564,0.9967239967239967,0.9858242203321183,7326.0,0.9877382834887976,0.9869402985074627,0.9163926726162518,0.9894763534930899,0.9515332561116869,7887.0,0.9512864496624488,0.9505597014925373,0.9852941176470589,0.07727797001153403,0.14331550802139037,867.0,0.5386061183785403,0.9501865671641792,0.9468820303100693,0.943594527363184,0.9235787048856043,16080.0,0.9456429351965709,0.9671144742704388,0.0,210.54151439666748,0.005152225494384766,223.28961515426636
