,Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,18.0,3.0,39.0,0.9734702039728036,0.9967239967239968,0.9849598705065084,7326.0,0.9869944672298152,0.98613097829467,0.9162938544855193,0.9869388790261222,0.9503052503052504,7886.0,0.9500787401355436,0.9493749611294234,0.9710144927536232,0.07727797001153403,0.14316239316239315,867.0,0.5385732474301688,0.9501212761987686,0.9452954546921422,0.9423471608930905,0.9225726108657054,16079.0,0.9447095849963604,0.9661621765605896,0.0,1.770925760269165,0.008733510971069336,2.8440165519714355
0,11.0,4.0,45.0,0.9755445676867568,0.9964509964509964,0.985886960632048,7326.0,0.9877695503338288,0.9870000622006592,0.9167546019463008,0.9915039310169922,0.9526652452025588,7886.0,0.9524117140129522,0.9516700877029296,0.9710144927536232,0.07745664739884392,0.14346895074946467,865.0,0.5386625861238238,0.9502394725384088,0.9464635087425258,0.9445792125396528,0.9242661342076288,16077.0,0.9462624643558424,0.96769235000641,0.0,1.958099603652954,0.0024611949920654297,2.9833550453186035
0,20.0,2.0,65.0,0.9780396357793252,0.9968609253446158,0.9873605947955391,7327.0,0.9890622460608604,0.9883706467661691,0.9161978434130332,0.9912503170174992,0.9522475331952734,7886.0,0.9519956735197334,0.9512437810945272,0.9571428571428572,0.07727797001153403,0.14300960512273214,867.0,0.5385403851240869,0.9500621890547264,0.9465842948789276,0.9445273631840796,0.9246147047566076,16080.0,0.9465927532442242,0.968097270178956,0.0,1.9206714630126955,0.002342939376831055,3.2331545352935787
0,1.0,4.0,61.0,0.9784297963558414,0.99672444383786,0.9874923940233926,7327.0,0.9891643242955296,0.9884943093475962,0.9167739669905186,0.9931524220136952,0.9534359973218091,7886.0,0.9531855116293302,0.9524224143292492,0.9696969696969696,0.07390300230946882,0.13733905579399142,866.0,0.5368857679002811,0.9499968903538776,0.9477201441223992,0.9452702282480254,0.9250008500657242,16079.0,0.9471590909772926,0.968729291065163,0.0,122.70394897460938,0.002429962158203125,136.5679931640625
0,3.0,5.0,34.0,0.973441879087148,0.9956319956319956,0.9844119036372224,7326.0,0.9864484666838146,0.9856334349151068,0.916030534351145,0.98896918980601,0.9511035239604928,7887.0,0.9508444581842551,0.9501212761987686,1.0,0.07621247113163973,0.14163090128755365,866.0,0.5381062355658198,0.9502456620436596,0.9467111157795838,0.9428447042726538,0.9226822227773941,16079.0,0.9448368498429532,0.966308215243334,0.0,214.81601572036743,0.005200386047363281,227.95690751075745
0,12.0,4.0,27.0,0.9703457446808512,0.9960414960414959,0.9830257308365892,7326.0,0.9852808028653548,0.984326408757308,0.9159505591524426,0.9866852650266296,0.9500030523167085,7886.0,0.9497635309508148,0.9490608284612514,0.9830508474576272,0.06697459584295612,0.1254054054054054,866.0,0.533454429133679,0.9496827963677076,0.9443501100203,0.9414106232118424,0.9206351322154184,16078.0,0.9435236909130166,0.9651632208891592,0.0,1.8038959503173828,0.012834787368774414,2.9769926071166988
0,9.0,4.0,80.0,0.9802711045497248,0.9968609253446158,0.9884964135877656,7327.0,0.9900343009176816,0.9894285181269822,0.9171148000935236,0.99467478128566,0.954321513289946,7887.0,0.9540740272061692,0.9532989241962564,0.9846153846153848,0.07381776239907728,0.13733905579399144,867.0,0.5368760167326003,0.9500031092593744,0.9495300261075176,0.9460232572601206,0.9258454050773428,16081.0,0.9479655918105884,0.9695829900615728,0.0,197.0680494308472,0.006464242935180664,210.95317769050598
0,2.0,5.0,47.0,0.9764674421714132,0.99672444383786,0.986491962717817,7327.0,0.9883073773119829,0.9875614155109148,0.9164021164021164,0.9883337560233324,0.9510097004453664,7886.0,0.9507761786341488,0.9500590832763232,0.9696969696969696,0.07390300230946882,0.13733905579399142,866.0,0.5368857679002811,0.9499968903538776,0.9466435483857584,0.9429068971950992,0.9233549804629144,16079.0,0.9455869253856236,0.9671450792469688,0.0,123.05772542953493,0.0027027130126953125,137.60789608955386
0,4.0,2.0,41.0,0.9742391884676987,0.9961785178108368,0.9850867130035764,7327.0,0.9870644674053612,0.9862562189054728,0.9161381254404509,0.98896918980601,0.951161514541796,7887.0,0.9509108124057511,0.9501865671641792,1.0,0.07274826789838337,0.1356297093649085,866.0,0.5363741339491916,0.9500621890547264,0.9471288513216212,0.9429104477611941,0.9226987897809928,16080.0,0.9450593862016942,0.9666153374916464,0.0,213.460652589798,0.0030527114868164067,222.03993010520932
0,8.0,4.0,24.0,0.97125748502994,0.9963144963144964,0.9836264402668284,7326.0,0.985820030885144,0.9848880597014924,0.9166274140367404,0.98694053505769,0.9504853776176811,7887.0,0.950262651271064,0.9495646766169156,0.9827586206896552,0.0657439446366782,0.12324324324324325,867.0,0.5328391056911123,0.9495646766169156,0.9450823677845176,0.941542288557214,0.9209811795122717,16080.0,0.9439558819324404,0.9656579045073144,0.0,209.05635714530945,0.002403736114501953,221.150164604187
0,15.0,5.0,30.0,0.9708854028183994,0.9968604968604968,0.9837015086206896,7326.0,0.9859202518576448,0.9849493127682071,0.9169219891586142,0.98656016229238,0.950467232639101,7887.0,0.95025029598994,0.9495615398967596,0.984375,0.07274826789838337,0.13548387096774195,866.0,0.5363412673219649,0.9499968903538776,0.9451420448747798,0.9420361962808632,0.9217153646518956,16079.0,0.9442096764153608,0.9657085538623102,0.0,1.9283535480499268,0.002077341079711914,2.7787539958953857
0,15.0,4.0,57.0,0.9798765763348538,0.9968609253446158,0.9882957851295582,7327.0,0.9898619718691548,0.9892412935323384,0.9166081049426096,0.9922657537720301,0.952937595129376,7887.0,0.9526811498019188,0.9519278606965174,0.9701492537313432,0.07505773672055427,0.13933547695605572,866.0,0.5374631394264004,0.9500621890547264,0.9483204634464664,0.9449626865671642,0.9252317508379108,16080.0,0.9472610681042472,0.9688295927081014,0.0,1.528663158416748,0.002962589263916016,2.5633041858673096
0,1.0,3.0,80.0,0.9771145610278372,0.9965874965874966,0.9867549668874172,7326.0,0.9885256687781536,0.9878101872006966,0.916891021889266,0.99315329022442,0.9534996956786366,7887.0,0.9532416841747099,0.9524846072516948,0.9710144927536232,0.07736720554272518,0.1433155080213904,866.0,0.5386178695169093,0.9501834691212141,0.9472454328288584,0.9453946140929164,0.925015872702354,16079.0,0.9469867085985656,0.9684558998125126,0.0,122.81818962097168,0.003065347671508789,138.68070292472842
0,5.0,5.0,23.0,0.9704904958128406,0.9964514808243484,0.9832996632996632,7327.0,0.9855458226602892,0.9845780735028916,0.9162839985870715,0.98668695321415,0.95018315018315,7887.0,0.9499580726529624,0.9492568870095144,0.9827586206896552,0.0657439446366782,0.12324324324324325,867.0,0.5328391078514008,0.9495678129469559,0.9445661018478234,0.9414837385734718,0.9206879566185581,16081.0,0.943684165670855,0.9653670733303116,0.0,214.607438325882,0.003908157348632813,228.77188992500302
0,20.0,4.0,31.0,0.9700797872340424,0.9957684957684958,0.9827562979927252,7326.0,0.985031511679518,0.9840786118539708,0.9164703110273328,0.9864316510271368,0.9501648955661414,7886.0,0.9499471815492084,0.9492505752845326,0.9672131147540984,0.06805074971164937,0.12715517241379312,867.0,0.5339596372802266,0.9496237328192052,0.9436322634821782,0.9411654953666272,0.9206366403390792,16079.0,0.9435019176430852,0.9651392327564068,0.0,1.582632541656494,0.00225067138671875,2.3564631938934326
0,2.0,3.0,56.0,0.977646901351894,0.996996996996997,0.9872271406366157,7326.0,0.988958912070988,0.9882455376578144,0.9172429961317548,0.99213896285026,0.9532220733341455,7887.0,0.9529786611126301,0.9522358355619129,0.9850746268656716,0.07621247113163973,0.1414790996784566,866.0,0.5380733689385929,0.9501834691212141,0.9484178951838296,0.9450214565582437,0.9249959216998442,16079.0,0.9470257620205356,0.9685322301273044,0.0,122.87328910827637,0.005882024765014648,138.90591430664062
0,6.0,5.0,42.0,0.974903217193966,0.99672444383786,0.9856930759886624,7327.0,0.9876242735524692,0.986816740252472,0.9157263751763046,0.98782807151008,0.9504117108874656,7887.0,0.950162510248572,0.9494434425719792,1.0,0.07497116493656286,0.13948497854077255,867.0,0.5374855824682814,0.9501274796343512,0.947232746309042,0.9426652571357502,0.9227662339365228,16081.0,0.9449819520334201,0.9665087502169049,0.0,212.01094913482663,0.003239154815673828,217.65731310844419
0,5.0,4.0,41.0,0.9722777555644408,0.9956325917838132,0.9838165879973028,7327.0,0.985931939818315,0.9850727702450554,0.9159901164842924,0.9873176918199112,0.9503173828125,7885.0,0.9500850634127018,0.9493718124144794,0.984126984126984,0.07159353348729793,0.13347685683530675,866.0,0.5357638979558498,0.9499315835302898,0.9453113043757476,0.941783803955716,0.921586494697859,16078.0,0.9441047135021592,0.9656714566370768,0.0,215.3233907222748,0.008756399154663086,228.72697925567627
0,9.0,3.0,32.0,0.9712536598349748,0.9961779961779962,0.9835579514824796,7326.0,0.9857503713324576,0.984824926923316,0.9161465080673654,0.9864316510271368,0.9499908408133358,7886.0,0.9497640984294722,0.9490639965171964,0.984126984126984,0.07151095732410613,0.13333333333333336,867.0,0.5357226098742539,0.9498725045089867,0.9449203165500568,0.9415386529012998,0.9212496624923574,16079.0,0.9438347162981144,0.9654011787165941,0.0,195.2608067989349,0.0213930606842041,207.91704869270325
0,6.0,2.0,50.0,0.9755608974358976,0.9969974068513716,0.986162672966588,7327.0,0.9880427555340162,0.9872496579176514,0.9169997648718552,0.9890945980218108,0.9516837481698388,7886.0,0.9514564786984054,0.9507401418086828,0.9850746268656716,0.07630057803468207,0.14163090128755365,865.0,0.5381174223901143,0.950242567483518,0.9473494460462168,0.9435875108844384,0.9238153173595768,16078.0,0.945891692448116,0.9673513386453008,0.0,203.72352123260498,0.002645254135131836,216.68899011611938
