Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
10.0,5.0,30.0,1.0,0.9995904995904996,0.999795207864018,7326.0,0.9997952497952498,0.9998134212326637,0.9198646914732299,1.0,0.9582599185855764,7886.0,0.9580739655803735,0.9572734622799925,1.0,0.21107266435986158,0.3485714285714286,867.0,0.6055363321799307,0.9574600410473288,0.960697366562466,0.9572734622799925,0.9443092754119708,16079.0,0.9580739655803735,0.9766658065227035,1753.16588306427,42.72486758232117,4.452148675918579,1823.4188072681427
