,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_nerisbotnet,Recall_label_nerisbotnet,F1_score_label_nerisbotnet,Num_Obs_label_nerisbotnet,AUC_label_nerisbotnet,Precision_label_scan,Recall_label_scan,F1_score_label_scan,Num_Obs_label_scan,AUC_label_scan,Precision_label_anomaly_sshscan,Recall_label_anomaly_sshscan,F1_score_label_anomaly_sshscan,Num_Obs_label_anomaly_sshscan,AUC_label_anomaly_sshscan,Precision_label_anomaly_udpscan,Recall_label_anomaly_udpscan,F1_score_label_anomaly_udpscan,Num_Obs_label_anomaly_udpscan,AUC_label_anomaly_udpscan,Precision_label_anomaly_spam,Recall_label_anomaly_spam,F1_score_label_anomaly_spam,Num_Obs_label_anomaly_spam,AUC_label_anomaly_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
0,2.0,5.0,89.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3194.0,1.0,1.0,1.0,1.0,8013.0,1.0,12980.60728430748
0,16.0,5.0,93.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3193.0,1.0,1.0,1.0,1.0,8012.0,1.0,14235.883034467695
0,4.0,4.0,72.0,0.976953467954346,0.9926404995539696,0.9847345132743364,4484.0,0.9814392973960324,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3194.0,1.0,0.987101766139202,0.9958811782326509,0.9914565099253774,8012.0,0.9896123077288829,11041.18333530426
0,13.0,5.0,83.0,0.9966637010676156,0.9993309545049064,0.9979955456570156,4484.0,0.997539626912317,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9981328052405378,0.9996255616575136,0.9988781860616648,8012.0,0.9986230263448364,13531.640542507173
0,9.0,4.0,93.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3194.0,1.0,1.0,1.0,1.0,8011.0,1.0,13719.909338474276
0,12.0,2.0,92.0,0.9995541685242978,1.0,0.9997770345596432,4484.0,0.999716553287982,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3194.0,1.0,0.999750485729275,1.0,0.9998752150481078,8012.0,0.9998413660688108,13434.816535949707
0,7.0,5.0,81.0,0.9944407382699576,0.9973238180196252,0.9958801915154214,4484.0,0.99511982910049,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,0.9880728185812933,0.9855979962429556,0.986833855799373,3194.0,0.988856271414692,0.9921348874268241,0.992761762136528,0.992446538646992,8013.0,0.992827186395248,12101.419759273527
0,4.0,1.0,81.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,0.9857549857549858,0.9749530369442704,0.9803242562568864,3194.0,0.9828075000035732,0.9943219049671064,0.9900162236365906,0.9921572038542986,8013.0,0.9931470304519424,11708.810875892641
0,10.0,3.0,87.0,0.998218262806236,0.9995539696699376,0.9988856697125028,4484.0,0.9986431979868964,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,0.9974890144381671,0.994990607388854,0.9962382445141066,3194.0,0.9966650836861248,0.9980018225834584,0.9977533699450823,0.9978767219132451,8012.0,0.9979111803627964,13288.861317396164
0,13.0,4.0,94.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3194.0,1.0,1.0,1.0,1.0,8011.0,1.0,13851.087366104126
0,3.0,2.0,90.0,0.9988861661840054,1.0,0.9994427727627326,4484.0,0.9992915840181354,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9993767089940198,1.0,0.9996881808396472,8013.0,0.9996035770294921,13130.077926397324
0,12.0,5.0,82.0,0.9975512021371328,0.9993309545049064,0.9984402852049912,4484.0,0.9981065203363534,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9986295045410511,0.9996255616575136,0.999127089223562,8012.0,0.9989402942072152,12130.026204824448
0,2.0,2.0,89.0,0.9997770345596432,1.0,0.999888504850039,4484.0,0.9998581962563812,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9998751838908164,1.0,0.9999375849872127,8010.0,0.9999206182289156,12804.27845478058
0,2.0,4.0,87.0,0.9944407382699576,0.9973238180196252,0.9958801915154214,4484.0,0.995118825109586,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9968887007491876,0.9985022466300548,0.9976943058855652,8012.0,0.9972681991751602,12642.639240980148
0,14.0,2.0,98.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3193.0,1.0,1.0,1.0,1.0,8011.0,1.0,14465.836688280106
0,9.0,1.0,97.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3193.0,1.0,1.0,1.0,1.0,8013.0,1.0,13894.365326166153
0,12.0,1.0,89.0,0.9997770345596432,1.0,0.999888504850039,4484.0,0.9998582766439909,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3194.0,1.0,0.9998752150481078,1.0,0.9999376005675956,8012.0,0.9999206830344052,12975.193390369417
0,20.0,1.0,68.0,0.9619256017505472,0.9803746654772524,0.9710625138060526,4484.0,0.965527468793048,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,6.0,1.0,0.9832225387780944,0.9724483406386976,0.9778057610577681,3194.0,0.9807239627643468,0.9720028940472648,0.9780329505741387,0.9749570535103408,8012.0,0.973022654410553,12362.783707380295
0,2.0,1.0,80.0,0.9856258292790799,0.993978590544157,0.9897845880524094,4484.0,0.9877798875078392,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,0.9552699228791772,0.5817157169693175,0.7230978789647792,3194.0,0.7818310894454391,0.974126837908834,0.8299014102084113,0.8839097364583188,8013.0,0.9061991158459856,11534.427564144136
0,4.0,2.0,86.0,0.9946654812180484,0.9979928635147192,0.9963263943003452,4484.0,0.9955950712131418,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3194.0,1.0,0.9970144805019632,0.9988766849725412,0.9979440279633984,8012.0,0.997534735311998,13598.055668354033
0,8.0,5.0,85.0,0.998217468805704,0.9991079393398752,0.9986625055728936,4484.0,0.9984198613625942,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3194.0,1.0,0.9990022631537608,0.9995006865559856,0.9992513637484528,8011.0,0.999115548414664,13010.798167943954
0,5.0,3.0,89.0,0.9964396973742768,0.9986619090098128,0.9975495656048118,4484.0,0.9970620946070048,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9980069417011558,0.999250936329588,0.9986282462137298,8010.0,0.9983553598274421,12932.1860435009
0,18.0,2.0,92.0,1.0,1.0,1.0,4484.0,1.0,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3194.0,1.0,1.0,1.0,1.0,8012.0,1.0,17737.785064697266
0,1.0,3.0,91.0,0.9995541685242978,1.0,0.9997770345596432,4484.0,0.9997164729231642,1.0,1.0,1.0,133.0,1.0,1.0,1.0,1.0,113.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9997504545828176,1.0,0.9998751994714068,8011.0,0.9998413012841678,13174.156743764876
0,7.0,2.0,82.0,0.9995541685242978,1.0,0.9997770345596432,4484.0,0.9997163925127625,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,6.0,1.0,0.9968583097706566,0.993425172197871,0.9951387799905912,3194.0,0.995674380118869,0.99849766954687,0.997378277153558,0.9979367648258912,8010.0,0.9981163887798868,12296.761379718779
0,18.0,5.0,86.0,0.9959973315543696,0.998884924174844,0.9974390379690458,4484.0,0.996889994702283,1.0,1.0,1.0,132.0,1.0,1.0,1.0,1.0,112.0,1.0,1.0,1.0,1.0,63.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3193.0,1.0,0.9977593052047182,0.9993757802746568,0.9985663728156308,8010.0,0.9982590182578074,16546.502868175507
