split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params
0.21822272485065414,0.23704944778687873,0.318967548831521,0.3287354991594535,0.28370181629073754,0.27729939196813735,0.043677994555330224,27,198.2964578151703,8.701439409747504,16.41262631416321,0.4482997698207776,1.1532629231795404,0.8146871373207755,"OrderedDict([('C', 1.1532629231795404), ('gamma', 0.8146871373207755)])"
0.26249540142284106,0.3069200970344703,0.3586627583531537,0.3440599253035046,0.2974617394532515,0.31390222945814916,0.03428878433773846,25,200.29355249404907,11.731724524335329,16.73220624923706,0.8756884646622478,1.7596224946003123,0.7509140883005188,"OrderedDict([('C', 1.7596224946003123), ('gamma', 0.7509140883005188)])"
0.14632949485794894,0.1955424966728393,0.2338303216086691,0.24390442864630626,0.2026189382231319,0.20441798221902047,0.0343101843935078,28,215.50800819396972,8.35378625350422,17.032153272628783,0.6501236399232535,5.217802821928109,1.8950357309564245,"OrderedDict([('C', 5.217802821928109), ('gamma', 1.8950357309564245)])"
0.07866184448462929,0.09185520361990951,0.09189678587596196,0.09193840579710144,0.09202175883952855,0.08926977935527093,0.0053104677661882,30,173.7554708480835,2.659387517491029,18.318998336791992,0.7770249872497886,0.32865733091566424,1.8863725550252592,"OrderedDict([('C', 0.32865733091566424), ('gamma', 1.8863725550252592)])"
0.27326348776567205,0.3379340930985209,0.36901689761241324,0.3776511642358022,0.3181226312790027,0.33517586798557253,0.037646908556912766,24,184.10624089241028,4.955530522830636,14.336482524871826,2.478023562940816,6.55959078869654,0.6585514019239769,"OrderedDict([('C', 6.55959078869654), ('gamma', 0.6585514019239769)])"
0.2672189713774878,0.354660312408146,0.4049343295703353,0.4105750952968496,0.37667445812602346,0.3627645982003766,0.051899184502305046,23,79.53512320518493,3.9621585891589217,10.90197558403015,0.19168939311143832,0.33500285795461465,0.1962997147741565,"OrderedDict([('C', 0.33500285795461465), ('gamma', 0.1962997147741565)])"
0.36666218116158167,0.49088585904296683,0.49033876358481326,0.5088814463963353,0.4997839432254789,0.4712582685730421,0.05279623137371685,18,67.48393716812134,3.3923059627009566,9.831669044494628,0.49093548861302666,1.1412570783544689,0.14676617084206173,"OrderedDict([('C', 1.1412570783544689), ('gamma', 0.14676617084206173)])"
0.2812387873879628,0.36767921582375984,0.4128057195004138,0.44666956286691323,0.38612816925168086,0.37885508365456677,0.05562941622871392,22,80.67759881019592,2.859705770719918,10.502249145507813,0.4056833728701617,0.48368976569809263,0.21254829156394056,"OrderedDict([('C', 0.48368976569809263), ('gamma', 0.21254829156394056)])"
0.23553358002481692,0.26506553726230253,0.34630834957166173,0.31494646305072843,0.31204028692484753,0.2947439182360604,0.03939334002302789,26,104.96669483184814,4.72444312214707,11.920779657363891,0.7811771018957709,0.3026399835035568,0.3227542730876736,"OrderedDict([('C', 0.3026399835035568), ('gamma', 0.3227542730876736)])"
0.13539180302977213,0.18248653431281972,0.2558513345488046,0.1775879026309319,0.18249165518526653,0.1867447958259209,0.03882726846326507,29,150.07349543571473,2.158148937877689,14.699056339263915,0.5931227140493929,0.1971694495083239,1.0966210581145086,"OrderedDict([('C', 0.1971694495083239), ('gamma', 1.0966210581145086)])"
0.40663632256625715,0.5558170636697018,0.5422379889647483,0.5594746344411461,0.5286313604388326,0.5185132686805886,0.05705119330787361,9,62.751862144470216,3.385269141271529,8.920716094970704,0.44116776658953033,7.421336084199245,0.1367299395574434,"OrderedDict([('C', 7.421336084199245), ('gamma', 0.1367299395574434)])"
0.26905230766125804,0.3817621402755063,0.42920478577050264,0.42638686375257784,0.394762623563312,0.38018102474573345,0.05852255536319001,21,58.45560383796692,2.0353807245023723,8.929993915557862,0.6328383407112995,0.18755059979327396,0.125,"OrderedDict([('C', 0.18755059979327396), ('gamma', 0.125)])"
0.4143349961289097,0.564923571685202,0.5449032916234803,0.5670170493690003,0.5404776056735946,0.5262837377327476,0.057019173511710694,1,60.53981795310974,3.100478410805381,8.481958055496216,0.3291997045443976,10.0,0.125,"OrderedDict([('C', 10.0), ('gamma', 0.125)])"
0.4208821001799309,0.5595407862376144,0.5238766036805536,0.5632228108839966,0.536442414081474,0.52074914764192,0.05206984049572084,8,59.46012463569641,2.792537162392194,8.701407146453857,0.2648746462595663,4.44367376581948,0.125,"OrderedDict([('C', 4.44367376581948), ('gamma', 0.125)])"
0.4181484664823785,0.5541379447257456,0.5325797080048389,0.5415289289075164,0.5270737828037774,0.5146544953182081,0.04916877038572576,10,77.59700474739074,5.652671419233596,9.515073204040528,0.19110617783534808,10.0,0.17999828434111093,"OrderedDict([('C', 10.0), ('gamma', 0.17999828434111093)])"
0.4143349961289097,0.564923571685202,0.5449032916234803,0.5670170493690003,0.5404776056735946,0.5262837377327476,0.057019173511710694,1,66.51809501647949,2.67604808313844,8.661601305007935,0.2452842146235834,10.0,0.125,"OrderedDict([('C', 10.0), ('gamma', 0.125)])"
0.4143349961289097,0.564923571685202,0.5449032916234803,0.5670170493690003,0.5404776056735946,0.5262837377327476,0.057019173511710694,1,66.87366938591003,5.061600954481737,8.529008960723877,0.2853790640316435,10.0,0.125,"OrderedDict([('C', 10.0), ('gamma', 0.125)])"
0.4143349961289097,0.564923571685202,0.5449032916234803,0.5670170493690003,0.5404776056735946,0.5262837377327476,0.057019173511710694,1,65.85607523918152,3.2542737790441176,8.632801914215088,0.28231302826806215,10.0,0.125,"OrderedDict([('C', 10.0), ('gamma', 0.125)])"
