Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Accuracy_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Accuracy_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Accuracy_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Accuracy_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
16.0,1.0,66.0,0.9912648497554158,0.9992955265938711,0.9952639887738993,2839.0,0.9972257520588035,0.996625,0.9759036144578314,0.9878048780487805,0.9818181818181818,82.0,0.9937761445055724,0.999625,0.9783783783783784,0.9427083333333334,0.960212201591512,1344.0,0.9692508012820514,0.986875,0.9981916817359855,0.9667250437828371,0.9822064056939501,571.0,0.9832952180820229,0.9975,1.0,0.9993431855500821,0.9996714848883048,3045.0,0.999671592775041,0.99975,1.0,0.7711864406779662,0.8708133971291866,118.0,0.8855932203389831,0.996625,0.9928907357985943,0.9839979997499687,0.9881465513157346,7999.0,0.9907798725331057,0.9962696118264783,1500.009933233261,55.27560520172119,26.261030912399292,1688.6671164035797
