Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
5.0,5.0,29.0,1.0,1.0,1.0,3.0,1.0,0.9997393797237425,1.0,0.999869672878926,7672.0,0.9987730061349693,1.0,1.0,1.0,125.0,1.0,1.0,0.9970845481049563,0.9985401459854015,686.0,0.9985422740524781,0.9997643791233269,0.9997643176997407,0.9997641610267624,8486.0,0.9987728615446011,9228.947126865387
