Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_nerisbotnet,Recall_label_nerisbotnet,F1_score_label_nerisbotnet,Num_Obs_label_nerisbotnet,AUC_label_nerisbotnet,Precision_label_scan,Recall_label_scan,F1_score_label_scan,Num_Obs_label_scan,AUC_label_scan,Precision_label_anomaly_sshscan,Recall_label_anomaly_sshscan,F1_score_label_anomaly_sshscan,Num_Obs_label_anomaly_sshscan,AUC_label_anomaly_sshscan,Precision_label_anomaly_udpscan,Recall_label_anomaly_udpscan,F1_score_label_anomaly_udpscan,Num_Obs_label_anomaly_udpscan,AUC_label_anomaly_udpscan,Precision_label_anomaly_spam,Recall_label_anomaly_spam,F1_score_label_anomaly_spam,Num_Obs_label_anomaly_spam,AUC_label_anomaly_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
15.0,3.0,90.0,0.9920076726342711,0.9967876646321876,0.9943919243710944,9339.0,0.9927741709943494,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9953384745647925,0.998126405196103,0.9967290895391987,16012.0,0.9957855347811785,103650.17994093895
