,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_nerisbotnet,Recall_label_nerisbotnet,F1_score_label_nerisbotnet,Num_Obs_label_nerisbotnet,AUC_label_nerisbotnet,Precision_label_scan,Recall_label_scan,F1_score_label_scan,Num_Obs_label_scan,AUC_label_scan,Precision_label_anomaly_sshscan,Recall_label_anomaly_sshscan,F1_score_label_anomaly_sshscan,Num_Obs_label_anomaly_sshscan,AUC_label_anomaly_sshscan,Precision_label_anomaly_udpscan,Recall_label_anomaly_udpscan,F1_score_label_anomaly_udpscan,Num_Obs_label_anomaly_udpscan,AUC_label_anomaly_udpscan,Precision_label_anomaly_spam,Recall_label_anomaly_spam,F1_score_label_anomaly_spam,Num_Obs_label_anomaly_spam,AUC_label_anomaly_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
0,8.0,5.0,80.0,0.9887509285790088,0.9975374732334048,0.9931247668283324,9340.0,0.9908274720077722,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,0.9957095709570956,0.98562561254492,0.990641930717452,6122.0,0.9914986129849548,0.9917989051034896,0.99306856500562,0.9924125903602388,16014.0,0.991400218386817,90742.34711813928
0,5.0,3.0,90.0,0.9918050234142188,0.9978584430881252,0.9948225246864156,9339.0,0.9931597025870718,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,0.9952202793945409,0.998750936797402,0.9969802372000024,16012.0,0.9960103961067114,96814.43346357346
0,18.0,2.0,84.0,0.9912793789216208,0.9980725987793124,0.994664390139793,9339.0,0.9928921363445492,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9949136972114048,0.9988758431176618,0.9968880052158086,16012.0,0.9958543380790498,123805.70524382591
0,1.0,3.0,98.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16012.0,1.0,127858.45581030846
0,7.0,2.0,79.0,0.985891587991938,0.9950749464668094,0.9904619811371024,9340.0,0.9875719404895114,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,0.9975393700787402,0.9934651200784186,0.9954980764508472,6121.0,0.9959743716041104,0.9908303201209436,0.9946293636420408,0.992715832746904,16013.0,0.991212205880272,89108.18610954285
0,18.0,5.0,84.0,0.9892678780150888,0.9968947424777812,0.9930666666666668,9339.0,0.990878426394766,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,8.0,1.0,0.9932376711199076,0.9836654688010454,0.9884283955683216,6122.0,0.9897597239849092,0.9911544397838352,0.9919430391605772,0.9915313370601002,16011.0,0.9907640156352716,122943.6449110508
0,11.0,2.0,95.0,0.9990368150684932,0.9995716886176249,0.9993041802708346,9339.0,0.999111383877158,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9994381872415624,0.9997501717569172,0.999594137752128,16011.0,0.999481682220272,121279.88783407213
0,6.0,4.0,89.0,0.9974348011970928,0.9992504550808438,0.9983418026210218,9339.0,0.997827205364815,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,0.9985039410716074,0.999562855180166,0.9990329166725612,16013.0,0.9987327965341914,104935.66554164886
0,17.0,4.0,95.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16012.0,1.0,125164.74027085304
0,8.0,1.0,88.0,0.9974350753446618,0.9993575329264376,0.9983953786906288,9339.0,0.9978802053121396,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9985039140992941,0.9996252576353756,0.9990640460678148,16011.0,0.9987635523958572,105635.3631119728
0,16.0,4.0,87.0,0.997008547008547,0.9992504550808438,0.9981282421519868,9339.0,0.9975269061974962,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,0.9982551258830068,0.999562800574605,0.9989082289336958,16011.0,0.9985574777951668,105979.1747364998
0,13.0,1.0,85.0,0.9966883879927358,0.9990362993896564,0.997860962566845,9339.0,0.9971953563485072,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,0.9793594306049822,0.8990525971904606,0.9374893544540964,6122.0,0.943661788989568,0.9901768229845029,0.9608418685985513,0.9748521956894668,16012.0,0.97682393861684,94622.34183096887
0,10.0,2.0,86.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,16011.0,1.0,100602.91984915732
0,2.0,3.0,103.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,16014.0,1.0,138292.0304634571
0,15.0,4.0,95.0,0.999037021185534,0.9997858443088125,0.9994112924805992,9339.0,0.9992184617227514,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,0.9994383074668478,0.9998750858784584,0.9996566148570556,16011.0,0.9995441392810428,117324.3413105011
0,8.0,2.0,97.0,0.9994648399871562,0.9998929221544064,0.9996788352424796,9339.0,0.9995717046688686,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9996878288969426,0.9999375390381012,0.9998126572348229,16010.0,0.999750165515463,121122.70591592787
0,11.0,3.0,89.0,0.9998929336188436,0.9998929336188436,0.9998929336188436,9340.0,0.99987152676146,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6122.0,1.0,0.99993754683987,0.99993754683987,0.99993754683987,16012.0,0.9999250599520384,109711.43378019331
0,20.0,3.0,92.0,0.9975416844805473,0.9993575329264376,0.9984487830970848,9339.0,0.9979551453601012,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.998566097768024,0.9996252576353756,0.9990951961366356,16011.0,0.9988072639134336,160837.46004128456
0,6.0,3.0,92.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,16013.0,1.0,111405.5296535492
0,4.0,5.0,93.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16013.0,1.0,108620.68419075012
0,9.0,2.0,94.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16012.0,1.0,120145.29148840904
0,7.0,3.0,97.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16011.0,1.0,121133.7369134426
0,17.0,1.0,83.0,0.9916994785569864,0.9978584430881252,0.9947694278394535,9339.0,0.9930838978030554,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9951584179778712,0.9987508587845856,0.9969490779209704,16011.0,0.9959659310213438,97630.27940630913
0,10.0,5.0,98.0,0.9994648399871562,0.9998929221544064,0.9996788352424796,9339.0,0.9995718169890868,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9996878678890864,0.99993754683987,0.9998126806351184,16012.0,0.9997502622321436,125642.39603924751
0,14.0,4.0,88.0,0.993393009377664,0.9981796766249064,0.9957805907172996,9339.0,0.9944428588491044,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9961459909168024,0.99893816364772,0.9975387218431516,16010.0,0.9967583921793746,102539.72787261008
0,18.0,4.0,90.0,0.9998929336188436,1.0,0.999946463943466,9339.0,0.9999250711823768,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.999937553526504,1.0,0.9999687750916829,16012.0,0.9999562977624415,138876.2456395626
0,13.0,3.0,105.0,1.0,1.0,1.0,9340.0,1.0,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,16011.0,1.0,139486.21542406082
0,10.0,1.0,80.0,0.9862010402292751,0.9947537473233404,0.9904589307606204,9340.0,0.9876346674266582,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,0.9866599966649992,0.9666721123999348,0.976563789404192,6121.0,0.9792919757227658,0.9868513337077124,0.9841993504871348,0.9854754789062736,16012.0,0.9848709703449936,88269.42579770088
0,1.0,4.0,82.0,0.9957306009179208,0.9988222698072804,0.997274039232455,9340.0,0.9964135329851752,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,0.9983609244386166,0.994936295328324,0.9966456680029452,6122.0,0.99696258649126,0.9968829248055576,0.997376967274544,0.9971274235539069,16012.0,0.9967466495491524,92507.66471767426
0,8.0,4.0,90.0,0.998502353444587,0.9994646107720312,0.9989832503879702,9339.0,0.9986834591169116,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,0.999126552102604,0.9996877537001186,0.9994070177588992,16013.0,0.9992321754007892,105121.99427366255
0,12.0,4.0,90.0,0.9995718261614216,0.9997858672376874,0.9996788352424794,9340.0,0.9995932183483506,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,0.9997502564383736,0.9998751014800474,0.9998126722765726,16013.0,0.9997627339894832,109281.48442840576
0,3.0,4.0,90.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16011.0,1.0,110143.91080021857
0,15.0,1.0,95.0,1.0,1.0,1.0,9340.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,16013.0,1.0,120243.95852875711
0,3.0,5.0,99.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16011.0,1.0,126910.08228015901
0,3.0,3.0,86.0,0.9915858983917349,0.9968947424777812,0.9942332336608288,9339.0,0.992528881577518,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6122.0,1.0,0.9950927811828147,0.9981889714606882,0.99663674321854,16013.0,0.9956427418380344,94843.38892388344
0,19.0,5.0,102.0,1.0,1.0,1.0,9340.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16013.0,1.0,140342.85599827766
0,1.0,5.0,89.0,0.9987164402609904,0.9997858443088125,0.9992508561643836,9339.0,0.9989936415788666,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,8.0,1.0,0.9996732026143792,0.9993466187520418,0.9995098840058814,6122.0,0.9995721869167228,0.9991263620012876,0.9996252576353756,0.9993756327276988,16011.0,0.9992494252082451,102649.15121269226
0,15.0,5.0,105.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,16012.0,1.0,139045.0445344448
0,20.0,2.0,84.0,1.0,1.0,1.0,9340.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,9.0,1.0,0.9983585029546946,0.9934661875204182,0.9959063369903388,6122.0,0.9962275837005587,0.9993724320919654,0.9975020296009492,0.99843493380721,16013.0,0.998557751040706,146255.55059552193
