Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Accuracy_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Accuracy_dos,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Accuracy_scan,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
11.0,1.0,34.0,0.9600127959053103,0.9851618409822074,0.972424743203396,15231.0,0.9744049186298811,0.9737540093757711,0.8029766548640701,0.9782131890627285,0.881974885468508,13678.0,0.901541247257279,0.8895571181840611,0.979381443298969,0.02702702702702703,0.05260243632336655,3515.0,0.5134789222097672,0.8944608931655563,0.8958671154965584,0.8783617073772514,0.8345531492365473,32424.0,0.8936997565755032,0.9296397612509526,0.0,2.291403293609619,0.03920412063598633,3.9995973110198975
