Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_backdoor,Recall_label_backdoor,F1_score_label_backdoor,Num_Obs_label_backdoor,AUC_label_backdoor,Accuracy_label_backdoor,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Accuracy_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Accuracy_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Accuracy_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Accuracy_label_reconnaissance,Precision_label_shellcode,Recall_label_shellcode,F1_score_label_shellcode,Num_Obs_label_shellcode,AUC_label_shellcode,Accuracy_label_shellcode,Precision_label_analysis,Recall_label_analysis,F1_score_label_analysis,Num_Obs_label_analysis,AUC_label_analysis,Accuracy_label_analysis,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
2.0,5.0,66.0,0.9224576967307376,0.986125746399719,0.9532297767591885,5694.0,0.9701680342398283,0.9655668041494813,0.425,0.12099644128113879,0.1883656509695291,281.0,0.5590352093817437,0.981689788776403,0.0,0.0,0.0,13.0,0.5,0.9991876015498062,0.6141396933560477,0.26733407489803485,0.3725135623869801,2697.0,0.6166433621389835,0.8482064741907261,0.706601466992665,0.47768595041322315,0.5700197238658777,1210.0,0.7307304819670226,0.9455068116485439,0.9831051040369909,0.9645786075728494,0.9737537431742117,5731.0,0.9776646323814981,0.9813773278340208,0.3333333333333333,0.0084985835694051,0.01657458563535912,353.0,0.5040575862444124,0.9777527809023872,0.0,0.0,0.0,11.0,0.5,0.9993125859267592,0.5,0.08333333333333333,0.14285714285714285,12.0,0.541635397123202,0.9992500937382827,0.8524599219553723,0.7799025121859767,0.7975979163229365,16002.0,0.8766357125706106,0.9505600170182451,0.0,2.8932366371154785,0.054048776626586914,3.983541965484619
