Rep.,Kfold,Num. Vars.,Precision-Background,Recall-Background,F1_score_Background,Num. Obs. Background,AUC_Background,Precision-DoS,Recall-DoS,F1_score_DoS,Num. Obs. Dos,AUC_DoS,Precision-Botnet,Recall-Botnet,F1_score_Botnet,Num. Obs. Botnet,AUC_Botnet,Precision-Scan,Recall-Scan,F1_score_Scan,Num. Obs. Scan,AUC_Scan,Precision-SSHscan,Recall-SSHscan,F1_score_SSHscan,Num. Obs. SSHscan,AUC_SSHscan,Precision-UDPscan,Recall-UDPscan,F1_score_UDPscan,Num. Obs. UDPscan,AUC_UDPscan,Precision-Spam,Recall-Spam,F1_score_Spam,Num. Obs. Spam,AUC_Spam,Precision-w,Recall-w,F1_score_w,Total Obs.,AUC_w,Time
16,2,82,0.8191090226933304,0.934155865736125,0.8728578360019408,24072,0.7864435665069394,0.9967948717948718,0.933933933933934,0.9643410852713179,333,0.9669536282981661,0.9702517162471396,0.8926315789473684,0.9298245614035088,475,0.946141727400471,0.9926470588235294,0.9574468085106383,0.9747292418772563,141,0.9787101335596693,0.0,0.0,0.0,22,0.5,1.0,0.7142857142857143,0.8333333333333333,7,0.8571428571428572,0.841701381276036,0.6013471177944862,0.7015075376884422,12768,0.7718512036078219,0.8304035412561606,0.8207731767941192,0.8163928413439312,37818,0.785675517166168,530774.5678186417
