Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Precision_label_exploit,Recall_label_exploit,F1_score_label_exploit,Num_Obs_label_exploit,AUC_label_exploit,Precision_label_fuzzer,Recall_label_fuzzer,F1_score_label_fuzzer,Num_Obs_label_fuzzer,AUC_label_fuzzer,Precision_label_generic,Recall_label_generic,F1_score_label_generic,Num_Obs_label_generic,AUC_label_generic,Precision_label_reconnaissance,Recall_label_reconnaissance,F1_score_label_reconnaissance,Num_Obs_label_reconnaissance,AUC_label_reconnaissance,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
3.0,5.0,62.0,0.9709443099273608,0.9887284255019373,0.9797556719022686,2839.0,0.9862262549908447,0.627906976744186,0.3333333333333333,0.43548387096774194,81.0,0.6656564381024539,0.6548223350253807,0.38392857142857145,0.48405253283302063,1344.0,0.6715315934065934,0.72,0.5359019264448336,0.6144578313253012,571.0,0.7599418099043391,0.9907803753704314,0.9881773399014778,0.9894771456757646,3045.0,0.9912632410910014,1.0,0.01694915254237288,0.03333333333333333,118.0,0.5084745762711864,0.9044134561486786,0.8335833958489622,0.8546028774455228,7998.0,0.908811742125687,11.029025554656982
