Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
2.0,4.0,42.0,1.0,1.0,1.0,3.0,1.0,0.9077635327635327,0.9967413972888426,0.9501739562624254,7672.0,0.5216835820800041,0.6612903225806451,0.3253968253968254,0.4361702127659574,126.0,0.6614425820561449,0.625,0.029197080291970802,0.05578800557880056,685.0,0.5138295065648524,0.8813115017684402,0.9086731086495404,0.8703637547814419,8486.0,0.5232938273690537,9.175792694091797
