Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
5.0,3.0,39.0,1.0,1.0,1.0,4.0,1.0,0.9060577378135353,0.9981751824817519,0.9498883651699331,7672.0,0.511971026823698,0.746268656716418,0.3968253968253968,0.5181347150259067,126.0,0.6973960736070531,0.6,0.013138686131386862,0.025714285714285714,685.0,0.506184826275127,0.8790273141571475,0.9097443148344527,0.8689104274055941,8487.0,0.5144868892499542,2.5468883514404297
