Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Precision_nerisbotnet,Recall_nerisbotnet,F1_score_nerisbotnet,Num_Obs_nerisbotnet,AUC_nerisbotnet,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Precision_sshscan,Recall_sshscan,F1_score_sshscan,Num_Obs_sshscan,AUC_sshscan,Precision_udpscan,Recall_udpscan,F1_score_udpscan,Num_Obs_udpscan,AUC_udpscan,Precision_spam,Recall_spam,F1_score_spam,Num_Obs_spam,AUC_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
14.0,2.0,91.0,0.8429338904641098,0.9386008640744433,0.888198757763975,24072.0,0.8161649744495597,1.0,0.960960960960961,0.9800918836140887,333.0,0.9804804804804805,0.969626168224299,0.8718487394957983,0.918141592920354,476.0,0.9357503030133911,0.968503937007874,0.8785714285714286,0.9213483146067415,140.0,0.9392326329119683,1.0,1.0,1.0,21.0,1.0,1.0,0.5714285714285714,0.7272727272727273,7.0,0.7857142857142857,0.8562097971301336,0.6775785104550083,0.7564920870857743,12769.0,0.8097861014089884,0.850975200118002,0.8495689883124438,0.8450699038950259,37818.0,0.817515249528881,250605.57542562485
