Rep,Kfold,Num_Vars_,Precision_background,Recall_background,F1_score_background,Num_Obs_background,AUC_background,Precision_dos,Recall_dos,F1_score_dos,Num_Obs_dos,AUC_dos,Precision_nerisbotnet,Recall_nerisbotnet,F1_score_nerisbotnet,Num_Obs_nerisbotnet,AUC_nerisbotnet,Precision_scan,Recall_scan,F1_score_scan,Num_Obs_scan,AUC_scan,Precision_sshscan,Recall_sshscan,F1_score_sshscan,Num_Obs_sshscan,AUC_sshscan,Precision_udpscan,Recall_udpscan,F1_score_udpscan,Num_Obs_udpscan,AUC_udpscan,Precision_spam,Recall_spam,F1_score_spam,Num_Obs_spam,AUC_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
3.0,4.0,81.0,0.8406832644858769,0.9383957130395049,0.8868561557788945,24073.0,0.8135138067706797,1.0,0.9670658682634731,0.9832572298325724,334.0,0.9835329341317365,0.9722863741339491,0.884453781512605,0.9262926292629262,476.0,0.9420662309801551,0.96,0.851063829787234,0.9022556390977444,141.0,0.9254655684590744,1.0,1.0,1.0,22.0,1.0,1.0,0.42857142857142855,0.6,7.0,0.7142857142857143,0.8543755475518349,0.6873678439971806,0.7618262303619477,12769.0,0.8138272182106209,0.8489360136096891,0.8528369731902068,0.8460628371044115,37822.0,0.8172463590191231,233711.9005613327
