Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Precision_label_category_u2r,Recall_label_category_u2r,F1_score_label_category_u2r,Num_Obs_label_category_u2r,AUC_label_category_u2r,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Time
8.0,3.0,47.0,0.746268656716418,0.5102040816326531,0.6060606060606061,196.0,0.7540887488094121,0.8013531291110694,0.9698991583895671,0.8776070252469813,13189.0,0.565948522112331,0.6752577319587629,0.25736738703339884,0.3726884779516359,509.0,0.6267704282105769,1.0,0.0625,0.11764705882352941,16.0,0.53125,0.6331658291457286,0.08227228207639568,0.1456226524125975,3063.0,0.5358881180331655,0.766771236481629,0.78218346786072,0.7265168153731609,16973.0,0.5644875924350998,3.277526378631592
