Rep.,Kfold,Num. Vars.,Precision-Background,Recall-Background,F1_score_Background,Num. Obs. Background,AUC_Background,Precision-DoS,Recall-DoS,F1_score_DoS,Num. Obs. Dos,AUC_DoS,Precision-Botnet,Recall-Botnet,F1_score_Botnet,Num. Obs. Botnet,AUC_Botnet,Precision-Scan,Recall-Scan,F1_score_Scan,Num. Obs. Scan,AUC_Scan,Precision-SSHscan,Recall-SSHscan,F1_score_SSHscan,Num. Obs. SSHscan,AUC_SSHscan,Precision-UDPscan,Recall-UDPscan,F1_score_UDPscan,Num. Obs. UDPscan,AUC_UDPscan,Precision-Spam,Recall-Spam,F1_score_Spam,Num. Obs. Spam,AUC_Spam,Precision-w,Recall-w,F1_score_w,Total Obs.,AUC_w,Time
1,1,100,0.8291698693312837,0.9240818074740336,0.8740568187572796,9339,0.8288174660028641,0.9719101123595506,0.8277511961722488,0.8940568475452196,209,0.913717400275582,0.9651741293532339,0.8981481481481481,0.9304556354916067,216,0.9488524989917748,1.0,0.9191919191919192,0.9578947368421054,99,0.9595959595959596,1.0,1.0,1.0,19,1.0,1.0,0.5555555555555556,0.7142857142857143,9,0.7777777777777778,0.8668633235004917,0.7201437673582748,0.7867213992504015,6121,0.8258488526408198,0.8486319409352244,0.8443667249562827,0.8422704698953921,16012,0.8313930938330643,29218.407367944717
