,AUC_Background,AUC_Botnet,AUC_DoS,AUC_SSHscan,AUC_Scan,AUC_Spam,AUC_UDPscan,AUC_w,F1_score_Background,F1_score_Botnet,F1_score_DoS,F1_score_SSHscan,F1_score_Scan,F1_score_Spam,F1_score_UDPscan,F1_score_w,Kfold,Num. Obs. Background,Num. Obs. Botnet,Num. Obs. Dos,Num. Obs. SSHscan,Num. Obs. Scan,Num. Obs. Spam,Num. Obs. UDPscan,Num. Vars.,Precision-Background,Precision-Botnet,Precision-DoS,Precision-SSHscan,Precision-Scan,Precision-Spam,Precision-UDPscan,Precision-w,Recall-Background,Recall-Botnet,Recall-DoS,Recall-SSHscan,Recall-Scan,Recall-Spam,Recall-UDPscan,Recall-w,Rep.,Time,Total Obs.,Unnamed: 0
0,0.8428080217465106,0.9439961370351451,0.8872750525534642,0.5,0.8838069629875072,0.811797264188993,0.7777777777777778,0.8327006939319056,0.8827734095782701,0.9271844660194176,0.8526315789473684,0.0,0.8636363636363635,0.7678119349005426,0.7142857142857143,0.8377616018695561,5,9339,215,209,19,99,6122,9,97,0.8436615594808237,0.9695431472081218,0.9473684210526316,0.0,0.987012987012987,0.8598622924260835,1.0,0.8528727404813844,0.9256879751579398,0.8883720930232558,0.7751196172248804,0.0,0.7676767676767676,0.6935641947076119,0.5555555555555556,0.8321883587309518,2,25157.111257076263,16012,
0,0.8261084992065121,0.9393449742444474,0.9305903700072696,0.5,0.9545454545454546,0.8308309734422654,0.6875,0.8311158537532626,0.8713082309956358,0.9219512195121952,0.9230769230769232,0.0,0.9523809523809524,0.793121693121693,0.5454545454545454,0.8420203918515361,5,9339,215,209,20,99,6122,8,88,0.8281084209510948,0.9692307692307692,0.994475138121547,0.0,1.0,0.8618244538137217,1.0,0.8451801004722644,0.9192633044223152,0.8790697674418605,0.8612440191387559,0.0,0.9090909090909092,0.7345638680169879,0.375,0.8458656007994004,16,20916.449504137043,16012,
0,0.8312363213187113,0.9277487188471172,0.8968760701060031,1.0,0.97,0.8305858894094432,0.5,0.8340417120262515,0.8751079282848292,0.9108910891089108,0.8668407310704961,1.0,0.9690721649484536,0.7928868442006547,0.0,0.8443420382148028,4,9339,215,209,19,100,6122,8,94,0.8323671497584542,0.9735449735449736,0.9540229885057472,1.0,1.0,0.8648909476934955,0.0,0.8491157986062737,0.9224756397901276,0.8558139534883721,0.7942583732057417,1.0,0.94,0.7319503430251552,0.0,0.8468023982013491,4,41967.576020002365,16012,
0,0.8443100161695252,0.9743869510679772,0.9209260653215114,0.5,0.9696969696969696,0.8291718295136387,0.8333333333333333,0.8416300513142209,0.8831421548545678,0.9714285714285716,0.9048843187660668,0.0,0.96875,0.7908986683129023,0.8,0.8487814345393376,5,9339,215,209,19,99,6121,9,96,0.846304838551379,0.9951219512195122,0.9777777777777776,0.0,1.0,0.8593330778075892,1.0,0.8550325046255282,0.9233322625548774,0.9488372093023256,0.8421052631578947,0.0,0.9393939393939394,0.7325600392092795,0.6666666666666666,0.8485416276310037,13,24039.74069738388,16011,
0,0.8295339632938172,0.9906660228391908,0.9545454545454546,0.5,0.9747474747474748,0.8194084124982781,0.5,0.8297794890972922,0.87353868049202,0.9882903981264638,0.9523809523809524,0.0,0.9740932642487048,0.7780861158356459,0.0,0.8387076084228223,4,9339,215,209,19,99,6122,9,92,0.8314465408805032,0.9952830188679244,1.0,0.0,1.0,0.8607645078233314,0.0,0.8466441051232861,0.9201199271870649,0.9813953488372092,0.9090909090909092,0.0,0.9494949494949496,0.7098987259065664,0.0,0.8389957531851112,9,43390.93510198593,16012,
0,0.8299948088185481,0.9906343712597769,0.9210526315789472,1.0,0.9595645387450829,0.8079703923821956,1.0,0.8260179578364251,0.8746006794787282,0.9859813084112148,0.9142857142857144,1.0,0.9528795811518324,0.7625769091567138,1.0,0.8344865324529979,2,9339,215,209,19,99,6122,9,87,0.8306684646503564,0.9906103286384976,1.0,1.0,0.9891304347826086,0.8547667342799189,1.0,0.845515855129409,0.9234393404004712,0.9813953488372092,0.8421052631578947,1.0,0.9191919191919192,0.6883371447239465,1.0,0.83337496877342,12,25129.51437520981,16012,
0,0.8377200915805978,0.9465060466239488,0.9593301435406698,0.5,0.9797979797979798,0.8248919841760323,0.7777777777777778,0.8363143676055483,0.8789347482271312,0.9256594724220624,0.9576059850374066,0.0,0.9793814432989691,0.7853338068181817,0.7142857142857143,0.8442924255458214,5,9339,216,209,19,99,6122,9,95,0.8394075229000195,0.9601990049751244,1.0,0.0,1.0,0.8601711396343835,1.0,0.8511582812889281,0.9223685619445336,0.8935185185185185,0.9186602870813396,0.0,0.9595959595959596,0.7224763149297615,0.5555555555555556,0.8444388933991133,7,20039.136114358906,16013,
0,0.8320094727302,0.9509728691985608,0.937436720875783,1.0,0.9292929292929292,0.7642759408922871,0.8333333333333333,0.8098794441814859,0.8765888489390793,0.9349397590361446,0.9285714285714286,1.0,0.9239130434782608,0.6986486486486486,0.8,0.8104061322783753,1,9339,215,208,19,99,6122,9,92,0.8315718677940046,0.97,0.9891304347826086,1.0,1.0,0.8539405379896178,1.0,0.8453664841256281,0.9267587536138772,0.9023255813953488,0.875,1.0,0.8585858585858586,0.5911466840901666,0.6666666666666666,0.7969520954343888,4,50213.44014620781,16011,
0,0.8304439966099022,0.9626640913567632,0.8824587239961403,0.5,0.8249685771744596,0.8291585751003607,1.0,0.8320652505482532,0.8743330453783221,0.9521531100478468,0.8443271767810026,0.0,0.7831325301204819,0.7910024796315976,1.0,0.8415815664946512,3,9339,215,209,19,100,6122,8,88,0.8320116054158607,0.9802955665024632,0.9411764705882352,0.0,0.9848484848484848,0.8638297872340426,1.0,0.8476440555871441,0.9211907056430024,0.9255813953488372,0.7655502392344498,0.0,0.65,0.729500163345312,1.0,0.8431801149138146,10,43407.38734006882,16012,
0,0.8260232728900233,0.9906660248427088,0.8466052141121079,0.5,1.0,0.8419454015445917,1.0,0.8353871716022314,0.8729822437449557,0.9882903981264638,0.7988980716253443,0.0,1.0,0.8078921870871135,1.0,0.8485074174888115,4,9339,215,209,19,100,6122,9,107,0.8252742012398665,0.9952830188679244,0.9415584415584416,0.0,1.0,0.8766966163257504,1.0,0.8489442336768673,0.9265445979226898,0.9813953488372092,0.6937799043062199,0.0,1.0,0.7491016007840575,1.0,0.8558046587147943,13,25396.979741096493,16013,
0,0.8378692121249467,0.9556240440118892,0.9253225814302124,0.5,0.9696969696969696,0.842762811706293,0.7777777777777778,0.8428377867170227,0.8789301755818699,0.9400479616306956,0.9076923076923076,0.0,0.96875,0.8087642418930762,0.7142857142857143,0.8527171909807174,2,9340,215,208,19,99,6122,9,97,0.8398361295357003,0.9702970297029704,0.9725274725274724,0.0,1.0,0.8725416036308623,1.0,0.8558998702825027,0.9218415417558886,0.9116279069767442,0.8509615384615384,0.0,0.9393939393939394,0.7536752695197648,0.5555555555555556,0.8552960279790157,3,49359.951885461815,16012,
0,0.8309154728963154,0.948915806158146,0.9423076923076924,0.5,1.0,0.8226714704612549,0.875,0.8314564175413847,0.8752979360008115,0.9349397590361446,0.9387755102040816,0.0,1.0,0.7824074074074076,0.8571428571428571,0.8410801279909521,5,9339,216,208,20,99,6122,8,103,0.8314065510597303,0.9748743718592964,1.0,0.0,1.0,0.8598825831702545,1.0,0.8465076079713171,0.9240818074740336,0.8981481481481481,0.8846153846153846,0.0,1.0,0.7177393008820647,0.75,0.8435548338745941,12,30071.78350925446,16012,
0,0.8340542551503289,0.9930232558139536,0.8680729954236307,0.5,1.0,0.8246472511133329,0.7777777777777778,0.8336347366783571,0.8777766507759408,0.9929742388758782,0.8235294117647058,0.0,1.0,0.7851520572450805,0.7142857142857143,0.8428272789856572,2,9339,215,209,19,99,6121,9,99,0.8337990172463629,1.0,0.9333333333333332,0.0,1.0,0.8675627594386243,1.0,0.8503695796174048,0.9266516757682836,0.986046511627907,0.7368421052631579,0.0,1.0,0.7170396993955236,0.5555555555555556,0.8439822621947412,2,18508.337600708008,16011,
0,0.8371746105745713,0.9859515388534356,0.8915104874082945,0.5,0.8333019065577205,0.8394060942117143,0.8125,0.8402953989511808,0.8797317209491389,0.9789227166276346,0.8556430446194225,0.0,0.7951807228915662,0.8045895851721094,0.7692307692307693,0.8503982927015042,4,9339,215,208,19,99,6121,8,89,0.8370721330497003,0.9858490566037736,0.9421965317919077,0.0,0.9850746268656716,0.8750239969283932,1.0,0.8549500499464099,0.9269729093050648,0.972093023255814,0.7836538461538461,0.0,0.6666666666666666,0.7446495670642052,0.625,0.8531451058779437,2,23809.568758010864,16009,
0,0.8149337313618878,0.9556240440118892,0.8896673970510717,0.5,1.0,0.8448745577372,0.7777777777777778,0.8299954918250088,0.8652318213818767,0.9400479616306956,0.8556430446194226,0.0,1.0,0.8116170922172502,0.7142857142857143,0.8453340056172858,2,9339,215,209,19,99,6122,9,88,0.8156821845074429,0.9702970297029704,0.9476744186046512,0.0,1.0,0.8767772511848341,1.0,0.8431154176706891,0.9211907056430024,0.9116279069767442,0.7799043062200957,0.0,1.0,0.7554720679516498,0.5555555555555556,0.8550462153384961,14,20231.11534166336,16012,
