Rep.,Kfold,Num. Vars.,Precision-Background,Recall-Background,F1_score_Background,Num. Obs. Background,AUC_Background,Precision-DoS,Recall-DoS,F1_score_DoS,Num. Obs. Dos,AUC_DoS,Precision-Botnet,Recall-Botnet,F1_score_Botnet,Num. Obs. Botnet,AUC_Botnet,Precision-Scan,Recall-Scan,F1_score_Scan,Num. Obs. Scan,AUC_Scan,Precision-SSHscan,Recall-SSHscan,F1_score_SSHscan,Num. Obs. SSHscan,AUC_SSHscan,Precision-UDPscan,Recall-UDPscan,F1_score_UDPscan,Num. Obs. UDPscan,AUC_UDPscan,Precision-Spam,Recall-Spam,F1_score_Spam,Num. Obs. Spam,AUC_Spam,Precision-w,Recall-w,F1_score_w,Total Obs.,AUC_w,Time
10,1,88,0.8145797409839675,0.9223196111826527,0.8651081239041496,24073,0.7773512516198396,0.9936507936507937,0.937125748502994,0.9645608628659477,334,0.9685361983371801,0.9752252252252253,0.9096638655462185,0.941304347826087,476,0.9546846573681018,1.0,0.9858156028368794,0.9928571428571429,141,0.9929078014184397,0.0,0.0,0.0,22,0.5,1.0,1.0,1.0,7,1.0,0.8104928457869635,0.5989191729323309,0.6888258343467101,12768,0.7637752372864265,0.8170550046799814,0.8128288516961476,0.8074321983709764,37821,0.777371827743035,0:01:03.498483
