,AUC_Background,AUC_Botnet,AUC_DoS,AUC_SSHscan,AUC_Scan,AUC_Spam,AUC_UDPscan,AUC_w,F1_score_Background,F1_score_Botnet,F1_score_DoS,F1_score_SSHscan,F1_score_Scan,F1_score_Spam,F1_score_UDPscan,F1_score_w,Kfold,Num. Obs. Background,Num. Obs. Botnet,Num. Obs. Dos,Num. Obs. SSHscan,Num. Obs. Scan,Num. Obs. Spam,Num. Obs. UDPscan,Num. Vars.,Precision-Background,Precision-Botnet,Precision-DoS,Precision-SSHscan,Precision-Scan,Precision-Spam,Precision-UDPscan,Precision-w,Recall-Background,Recall-Botnet,Recall-DoS,Recall-SSHscan,Recall-Scan,Recall-Spam,Recall-UDPscan,Recall-w,Rep.,Time,Total Obs.,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
0,0.8227869299589561,0.9512008513498376,0.9132800274798673,0.5,0.8983745990061642,0.8192624101217264,0.7857142857142857,0.8245013582488929,0.855464159811986,0.9400921658986174,0.8906882591093117,0.0,0.8793103448275861,0.7814970563498739,0.7272727272727273,0.8258180603881256,2,4484,113,133,19,64,3193,7,90,0.8209965142505639,0.9807692307692308,0.9649122807017544,0.0,0.9807692307692308,0.8441133720930233,1.0,0.8343356862812977,0.8929527207850134,0.9026548672566372,0.8270676691729323,0.0,0.796875,0.7275289696210461,0.5714285714285714,0.8229127667540247,3,39275.730291366584,8013,,,
0,0.8179634922657734,0.9511375361729444,0.8832682671267583,0.5,0.9125726107107412,0.8141288719936035,0.6666666666666666,0.8192345335977885,0.8523368465878846,0.9357798165137614,0.8571428571428571,0.0,0.8888888888888888,0.7746646289692648,0.5,0.8205349100929845,5,4484,113,133,20,63,3193,6,82,0.8154410266856794,0.9714285714285714,0.9714285714285714,0.0,0.9629629629629628,0.8460682492581603,1.0,0.8316988989987503,0.8927297056199821,0.9026548672566372,0.7669172932330827,0.0,0.8253968253968254,0.7143751957406828,0.3333333333333333,0.8165252121817274,12,27144.450160026547,8012,,,
0,0.8188736102347642,0.9373100785008864,0.8943559864495566,0.5,0.8966995631774792,0.8100431638885169,0.75,0.8180670709187002,0.8532197977647685,0.92018779342723,0.8606557377049181,0.0,0.8695652173913043,0.7692831602247573,0.6666666666666666,0.8187852132895291,2,4484,112,133,19,63,3193,6,89,0.8161270616982285,0.9702970297029704,0.945945945945946,0.0,0.9615384615384616,0.8429104477611941,1.0,0.8304604001961069,0.8938447814451382,0.875,0.7894736842105263,0.0,0.7936507936507936,0.7074851237081115,0.5,0.8143570536828963,2,41293.89487028122,8010,,,
0,0.8188627591982378,0.9467127574118824,0.8442528072604215,0.5,0.9205091186472492,0.8156006274620108,0.7142857142857143,0.8196961310973282,0.8523540087541369,0.9308755760368664,0.791304347826087,0.0,0.8983050847457628,0.7767088607594936,0.6,0.8203221545185728,4,4484,113,132,20,63,3193,7,87,0.8175302068400574,0.971153846153846,0.9285714285714286,0.0,0.9636363636363636,0.8422401171303074,1.0,0.8306414185676226,0.8902765388046388,0.8938053097345132,0.6893939393939394,0.0,0.8412698412698413,0.7206388975884748,0.42857142857142855,0.8164003994008987,2,34683.586213588715,8012,,,
0,0.8222612447825075,0.946776040534514,0.8976003530674175,0.5,0.920509102819118,0.823726747891981,0.6428571428571428,0.8256946623750796,0.8552210121716849,0.9351851851851852,0.8786610878661087,0.0,0.8983050847457628,0.7873090481786135,0.4444444444444445,0.8276185657703776,2,4484,113,132,19,63,3193,7,98,0.8203605079885293,0.9805825242718448,0.9813084112149532,0.0,0.9636363636363636,0.8484081041968162,1.0,0.8357896917929326,0.8931757359500446,0.8938053097345132,0.7954545454545454,0.0,0.8412698412698413,0.7344190416536173,0.2857142857142857,0.8252402945949321,14,27580.22868609428,8011,,,
0,0.822178235691577,0.9379265150666518,0.8642174916987901,0.5,0.8887631027253668,0.8182581061008716,0.6428571428571428,0.822508927953486,0.8546679499518768,0.9252336448598132,0.8185654008438819,0.0,0.8596491228070176,0.7800914169629253,0.4444444444444445,0.8228943701455365,1,4484,113,133,20,63,3193,7,97,0.8210396548181631,0.9801980198019802,0.9326923076923076,0.0,0.9607843137254902,0.8489314664701547,1.0,0.8354573629813122,0.8911685994647636,0.8761061946902655,0.7293233082706767,0.0,0.7777777777777778,0.7215784528656436,0.2857142857142857,0.8170472981405217,9,30711.584056854248,8013,,,
0,0.8239043684675773,0.9511375361729444,0.9132799952667556,0.5,0.9206349206349208,0.8028618026795259,0.6666666666666666,0.81866856801361,0.85570433851098,0.9357798165137614,0.8906882591093117,0.0,0.9137931034482758,0.7599115194827293,0.5,0.8173875774283459,1,4484,113,133,19,63,3194,6,89,0.8233353947639662,0.9714285714285714,0.9649122807017544,0.0,1.0,0.8322773015281402,1.0,0.8309079347363039,0.8907225691347012,0.9026548672566372,0.8270676691729323,0.0,0.8412698412698413,0.6991233562930494,0.3333333333333333,0.8105341987019471,12,27082.960133075718,8012,,,
0,0.8186836137963959,0.9423512778026121,0.8554895400707583,0.5,0.8966995948377253,0.8164177956125186,0.6666666666666666,0.8198350164260154,0.8532539344959591,0.9302325581395348,0.8,0.0,0.8695652173913043,0.7778152393796359,0.5,0.8211222422146602,1,4484,113,132,20,63,3194,6,68,0.8154471544715447,0.9803921568627452,0.912621359223301,0.0,0.9615384615384616,0.8425858290723156,1.0,0.8294447622225751,0.8947368421052632,0.8849557522123894,0.7121212121212122,0.0,0.7936507936507936,0.7222917971195992,0.3333333333333333,0.8193959061407888,20,21256.725332975388,8012,,,
0,0.8229587887691863,0.960113700011202,0.913089672149918,0.5,0.9046990116801438,0.8211707129327752,0.7142857142857143,0.8254581652541333,0.8555246847617012,0.9541284403669724,0.8799999999999999,0.0,0.8869565217391304,0.7839973104723483,0.6,0.8268057994198404,1,4484,113,133,19,63,3194,7,80,0.8212966762412802,0.9904761904761904,0.9401709401709402,0.0,0.9807692307692308,0.8464609800362977,1.0,0.8351485926128592,0.8927297056199821,0.9203539823008848,0.8270676691729323,0.0,0.8095238095238095,0.7301189730745147,0.42857142857142855,0.8240359415949082,2,39438.370188713074,8013,,,
0,0.8205936552438401,0.9643485733043388,0.8980520217920103,0.5,0.8728900710282016,0.8111990934642137,0.6666666666666666,0.8196974833742612,0.8534160162514701,0.945945945945946,0.8617886178861789,0.0,0.8392857142857143,0.7709004578599288,0.5,0.8195654340173437,2,4484,113,133,19,63,3194,6,86,0.8196754980488806,0.963302752293578,0.9380530973451328,0.0,0.9591836734693876,0.8409174990751017,1.0,0.8314226497356096,0.8900535236396075,0.9292035398230089,0.7969924812030075,0.0,0.7460317460317459,0.7116468378209142,0.3333333333333333,0.8142785821268098,4,27345.426475524902,8012,,,
0,0.8215429108493242,0.951137512129205,0.9125614887291496,0.5,0.9602545514095591,0.8206727205060246,0.8333333333333333,0.8248607881246114,0.8550106609808104,0.9357798165137614,0.8861788617886179,0.0,0.9508196721311476,0.7832995267072347,0.8,0.8267565672833949,5,4484,113,132,19,63,3194,6,85,0.8190359477124183,0.9714285714285714,0.9561403508771931,0.0,0.9830508474576272,0.8512123438648053,1.0,0.835756281877883,0.8942908117752008,0.9026548672566372,0.8257575757575758,0.0,0.9206349206349206,0.7254226675015655,0.6666666666666666,0.8238671826238921,8,29832.35353016853,8011,,,
