Rep,Kfold,Num_Vars_,Precision_label_category_background,Recall_label_category_background,F1_score_label_category_background,Num_Obs_label_category_background,AUC_label_category_background,Accuracy_label_category_background,Precision_label_category_dos,Recall_label_category_dos,F1_score_label_category_dos,Num_Obs_label_category_dos,AUC_label_category_dos,Accuracy_label_category_dos,Precision_label_category_r2l,Recall_label_category_r2l,F1_score_label_category_r2l,Num_Obs_label_category_r2l,AUC_label_category_r2l,Accuracy_label_category_r2l,Precision_label_category_u2r,Recall_label_category_u2r,F1_score_label_category_u2r,Num_Obs_label_category_u2r,AUC_label_category_u2r,Accuracy_label_category_u2r,Precision_label_category_probe,Recall_label_category_probe,F1_score_label_category_probe,Num_Obs_label_category_probe,AUC_label_category_probe,Accuracy_label_category_probe,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
11.0,1.0,49.0,0.7421875,0.48223350253807107,0.5846153846153846,197.0,0.7401333205859982,0.9920471281296024,0.8032694121345488,0.9686860262339828,0.8782566852271946,13189.0,0.5711100495670707,0.791340206185567,0.6559139784946236,0.23968565815324164,0.35107913669064744,509.0,0.6178994305584623,0.9734315169366716,0.0,0.0,0.0,16.0,0.5,0.9990574374079528,0.6261261261261262,0.09073107049608355,0.15849486887115166,3064.0,0.5393990339181589,0.8260972017673048,0.7654104200086467,0.7817967599410899,0.7282959770855639,16975.0,0.5686837206465409,0.8055989779650834,0.0,1.6177318096160889,0.005248069763183594,2.247345209121704
