,Rep,Kfold,Num_Vars_,Precision_label_background,Recall_label_background,F1_score_label_background,Num_Obs_label_background,AUC_label_background,Accuracy_label_background,Precision_label_dos,Recall_label_dos,F1_score_label_dos,Num_Obs_label_dos,AUC_label_dos,Accuracy_label_dos,Precision_label_nerisbotnet,Recall_label_nerisbotnet,F1_score_label_nerisbotnet,Num_Obs_label_nerisbotnet,AUC_label_nerisbotnet,Accuracy_label_nerisbotnet,Precision_label_scan,Recall_label_scan,F1_score_label_scan,Num_Obs_label_scan,AUC_label_scan,Accuracy_label_scan,Precision_label_anomaly_sshscan,Recall_label_anomaly_sshscan,F1_score_label_anomaly_sshscan,Num_Obs_label_anomaly_sshscan,AUC_label_anomaly_sshscan,Accuracy_label_anomaly_sshscan,Precision_label_anomaly_udpscan,Recall_label_anomaly_udpscan,F1_score_label_anomaly_udpscan,Num_Obs_label_anomaly_udpscan,AUC_label_anomaly_udpscan,Accuracy_label_anomaly_udpscan,Precision_label_anomaly_spam,Recall_label_anomaly_spam,F1_score_label_anomaly_spam,Num_Obs_label_anomaly_spam,AUC_label_anomaly_spam,Accuracy_label_anomaly_spam,Precision_w,Recall_w,F1_score_w,Total_Obs,AUC_w,Accuracy_w,Hyper_time,Training_time,Testing_time,Total_time
0,8.0,4.0,90.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16013.0,1.0,1.0,7834.838955879211,231.78938174247745,6.34567141532898,8105.5388729572305
0,12.0,3.0,88.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16012.0,1.0,1.0,8299.597304582596,223.50152492523196,5.067163467407227,8544.941189527512
0,1.0,4.0,82.0,1.0,1.0,1.0,9340.0,1.0,1.0,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16012.0,1.0,1.0,8409.524599790573,281.2496750354767,7.704491138458253,8723.926526546478
0,14.0,1.0,93.0,1.0,1.0,1.0,9340.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,216.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16015.0,1.0,1.0,8135.278433084489,196.0812222957611,3.327958106994629,8361.59250330925
0,12.0,1.0,93.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,1.0,16011.0,1.0,1.0,8236.760707855225,259.7617418766022,8.318380117416384,8529.560512542725
0,10.0,1.0,80.0,1.0,1.0,1.0,9340.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,1.0,16012.0,1.0,1.0,8140.665290355682,204.92468404769897,8.145580053329468,8381.243161201477
0,1.0,2.0,87.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16013.0,1.0,1.0,8385.485638856888,291.9458601474762,3.9752779006958012,8692.99358010292
0,3.0,3.0,86.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16013.0,1.0,1.0,8315.449120759964,275.56025838851934,5.136214733123778,8623.560717582703
0,7.0,4.0,88.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,208.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,6122.0,1.0,1.0,1.0,1.0,1.0,16011.0,1.0,1.0,8267.24557685852,172.2413420677185,1.7258048057556152,8455.408698797226
0,3.0,4.0,90.0,1.0,1.0,1.0,9339.0,1.0,1.0,1.0,1.0,1.0,209.0,1.0,1.0,1.0,1.0,1.0,215.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,6121.0,1.0,1.0,1.0,1.0,1.0,16011.0,1.0,1.0,8414.134070396423,227.19448804855347,2.613379001617432,8657.520102739334
